Date;City;Station;Component;Value;Unit;Indicator;Periodicity;Quarter
2020-02-08;Riyadh;Al-Muruj;NO2;79.6;ppb;Max / Hourly;Daily;
2020-02-08;Riyadh;Al-Khalidiya;NO2;50.4;ppb;Max / Hourly;Daily;
2020-02-08;Riyadh;Al-Ghurabi;O3;1.0;ppb;Min / Hourly;Daily;
2019-09-27;Riyadh;Al-Khaleej;O3;2.6;ppb;Min / Hourly;Daily;
2019-09-27;Riyadh;Ar-Rawabi;O3;1.3;ppb;Min / Hourly;Daily;
2019-09-27;Riyadh;At-Taawun;O3;16.3;ppb;Max / Hourly;Daily;
2019-09-27;Riyadh;Ar-Rawabi;O3;5.11;ppb;Avg / Hourly;Daily;
2019-09-27;Riyadh;Al-Jazeera;O3;8.55;ppb;Avg / Hourly;Daily;
2019-09-27;Riyadh;Al-Muruj;PM10;102.0;µg/m3;Min / Hourly;Daily;
2019-09-27;Riyadh;Al-Khaleej;PM10;262.0;µg/m3;Max / Hourly;Daily;
2019-09-27;Riyadh;At-Taawun;PM10;121.91;µg/m3;Avg / Hourly;Daily;
2019-09-27;Riyadh;Al-Khalidiya;PM10;118.5;µg/m3;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Khaleej;CO;1.14;ppm;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Khaleej;CO;1.42;ppm;Avg / Hourly;Daily;
2019-10-05;Riyadh;Ar-Rawabi;SO2;1.1;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Muruj;SO2;1.5;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Ar-Rawabi;SO2;2.3;ppb;Max / Hourly;Daily;
2019-10-05;Riyadh;At-Taawun;SO2;3.1;ppb;Max / Hourly;Daily;
2019-10-05;Riyadh;Al-Khaleej;SO2;1.93;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Uraija;SO2;6.31;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Ar-Rawabi;SO2;1.71;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;At-Taawun;SO2;2.79;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Khalidiya;SO2;3.06;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Khaleej;NO2;1.8;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Uraija;NO2;11.3;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Jazeera;NO2;13.7;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Khalidiya;NO2;36.0;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;At-Taawun;NO2;73.2;ppb;Max / Hourly;Daily;
2019-10-05;Riyadh;Al-Khalidiya;NO2;88.5;ppb;Max / Hourly;Daily;
2019-10-05;Riyadh;Ar-Rawabi;NO2;8.68;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;At-Taawun;NO2;32.94;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Khaleej;O3;4.9;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Muruj;O3;9.7;ppb;Min / Hourly;Daily;
2019-10-05;Riyadh;Al-Jazeera;O3;32.3;ppb;Max / Hourly;Daily;
2019-10-05;Riyadh;Al-Khalidiya;O3;36.0;ppb;Max / Hourly;Daily;
2019-10-05;Riyadh;Al-Uraija;O3;2.04;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Jazeera;O3;22.46;ppb;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Uraija;PM10;219.0;µg/m3;Max / Hourly;Daily;
2019-10-05;Riyadh;Ar-Rawabi;PM10;162.0;µg/m3;Max / Hourly;Daily;
2019-10-05;Riyadh;Al-Jazeera;PM10;192.95;µg/m3;Avg / Hourly;Daily;
2019-10-05;Riyadh;Al-Muruj;PM10;114.29;µg/m3;Avg / Hourly;Daily;
2019-10-12;Riyadh;Ar-Rawabi;CO;1.67;ppm;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Muruj;CO;0.91;ppm;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Khaleej;CO;0.79;ppm;Avg / Hourly;Daily;
2019-10-12;Riyadh;Ar-Rawabi;CO;2.34;ppm;Avg / Hourly;Daily;
2019-10-12;Riyadh;Al-Jazeera;SO2;1.2;ppb;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Muruj;SO2;0.7;ppb;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Uraija;SO2;9.8;ppb;Max / Hourly;Daily;
2019-10-12;Riyadh;Al-Khalidiya;SO2;4.9;ppb;Max / Hourly;Daily;
2019-10-12;Riyadh;Ar-Rawabi;SO2;1.79;ppb;Avg / Hourly;Daily;
2019-10-12;Riyadh;Al-Jazeera;SO2;1.49;ppb;Avg / Hourly;Daily;
2019-10-12;Riyadh;Al-Khalidiya;SO2;2.25;ppb;Avg / Hourly;Daily;
2019-10-12;Riyadh;Ar-Rawabi;NO2;8.3;ppb;Min / Hourly;Daily;
2019-10-12;Riyadh;Ar-Rawabi;NO2;10.3;ppb;Max / Hourly;Daily;
2019-10-12;Riyadh;At-Taawun;NO2;144.8;ppb;Max / Hourly;Daily;
2019-10-12;Riyadh;Al-Jazeera;NO2;29.16;ppb;Avg / Hourly;Daily;
2019-10-12;Riyadh;Al-Khaleej;O3;0.6;ppb;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Jazeera;O3;24.9;ppb;Max / Hourly;Daily;
2019-10-12;Riyadh;Al-Muruj;O3;14.7;ppb;Max / Hourly;Daily;
2019-10-12;Riyadh;Al-Khaleej;PM10;57.0;µg/m3;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Jazeera;PM10;79.0;µg/m3;Min / Hourly;Daily;
2019-10-12;Riyadh;Al-Khalidiya;PM10;41.0;µg/m3;Min / Hourly;Daily;
2019-10-12;Riyadh;At-Taawun;PM10;147.0;µg/m3;Max / Hourly;Daily;
2019-10-12;Riyadh;Al-Khaleej;PM10;143.16;µg/m3;Avg / Hourly;Daily;
2019-10-12;Riyadh;Al-Uraija;PM10;72.0;µg/m3;Avg / Hourly;Daily;
2019-10-12;Riyadh;Ar-Rawabi;PM10;58.5;µg/m3;Avg / Hourly;Daily;
2019-10-12;Riyadh;Al-Khalidiya;PM10;119.0;µg/m3;Avg / Hourly;Daily;
2019-10-19;Riyadh;Ar-Rawabi;CO;1.72;ppm;Min / Hourly;Daily;
2019-10-19;Riyadh;Al-Jazeera;CO;1.18;ppm;Min / Hourly;Daily;
2019-10-19;Riyadh;Al-Jazeera;CO;1.92;ppm;Max / Hourly;Daily;
2019-10-19;Riyadh;At-Taawun;CO;2.34;ppm;Max / Hourly;Daily;
2019-10-19;Riyadh;Al-Muruj;CO;1.46;ppm;Max / Hourly;Daily;
2019-11-10;Riyadh;Al-Khalidiya;NO2;37.1;ppb;Min / Hourly;Daily;
2019-11-10;Riyadh;Al-Jazeera;NO2;44.4;ppb;Max / Hourly;Daily;
2019-11-10;Riyadh;At-Taawun;NO2;26.56;ppb;Avg / Hourly;Daily;
2019-11-10;Riyadh;Al-Khaleej;O3;7.18;ppb;Avg / Hourly;Daily;
2019-11-10;Riyadh;At-Taawun;O3;1.18;ppb;Avg / Hourly;Daily;
2019-11-10;Riyadh;Al-Khalidiya;PM10;337.0;µg/m3;Max / Hourly;Daily;
2019-11-17;Riyadh;Al-Uraija;CO;3.45;ppm;Max / Hourly;Daily;
2019-11-17;Riyadh;At-Taawun;CO;3.97;ppm;Avg / Hourly;Daily;
2019-11-17;Riyadh;Al-Khalidiya;SO2;2.1;ppb;Min / Hourly;Daily;
2019-11-17;Riyadh;Ar-Rawabi;NO2;38.4;ppb;Min / Hourly;Daily;
2019-11-17;Riyadh;Al-Muruj;NO2;4.7;ppb;Min / Hourly;Daily;
2019-11-17;Riyadh;Al-Muruj;PM10;4.0;µg/m3;Min / Hourly;Daily;
2019-11-17;Riyadh;Al-Jazeera;PM10;21.0;µg/m3;Max / Hourly;Daily;
2019-11-21;Riyadh;Al-Khaleej;CO;0.39;ppm;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Uraija;CO;0.35;ppm;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Muruj;CO;0.83;ppm;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Khaleej;CO;1.13;ppm;Max / Hourly;Daily;
2019-11-21;Riyadh;Al-Uraija;CO;1.13;ppm;Max / Hourly;Daily;
2019-11-21;Riyadh;At-Taawun;CO;9.79;ppm;Max / Hourly;Daily;
2019-11-21;Riyadh;Al-Muruj;CO;1.29;ppm;Max / Hourly;Daily;
2019-11-21;Riyadh;At-Taawun;CO;4.43;ppm;Avg / Hourly;Daily;
2019-11-21;Riyadh;Al-Khalidiya;CO;0.42;ppm;Avg / Hourly;Daily;
2019-11-21;Riyadh;Al-Khalidiya;SO2;0.6;ppb;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Uraija;SO2;7.6;ppb;Max / Hourly;Daily;
2019-11-21;Riyadh;Al-Jazeera;SO2;1.6;ppb;Max / Hourly;Daily;
2019-11-21;Riyadh;Al-Khaleej;SO2;2.05;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;Ar-Rawabi;SO2;0.91;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;At-Taawun;SO2;1.36;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;Al-Khalidiya;SO2;0.97;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;Al-Khaleej;NO2;1.7;ppb;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Muruj;NO2;8.3;ppb;Max / Hourly;Daily;
2019-11-21;Riyadh;Al-Khaleej;NO2;2.12;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;Al-Jazeera;O3;3.5;ppb;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Uraija;O3;4.58;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;At-Taawun;O3;3.22;ppb;Avg / Hourly;Daily;
2019-11-21;Riyadh;Al-Khaleej;PM10;47.0;µg/m3;Min / Hourly;Daily;
2019-11-21;Riyadh;Ar-Rawabi;PM10;17.0;µg/m3;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Muruj;PM10;1.0;µg/m3;Min / Hourly;Daily;
2019-11-21;Riyadh;Al-Khalidiya;PM10;57.7;µg/m3;Avg / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;CO;0.28;ppm;Min / Hourly;Daily;
2019-11-30;Riyadh;At-Taawun;CO;1.8;ppm;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Khalidiya;CO;0.01;ppm;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;CO;0.69;ppm;Max / Hourly;Daily;
2019-11-30;Riyadh;Al-Jazeera;SO2;1.0;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Khalidiya;SO2;1.5;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;SO2;4.63;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;Ar-Rawabi;SO2;2.1;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;Al-Jazeera;SO2;1.26;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;At-Taawun;SO2;2.0;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;Al-Muruj;SO2;2.0;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;At-Taawun;NO2;0.2;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Khalidiya;NO2;50.4;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Jazeera;NO2;34.2;ppb;Max / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;NO2;1.62;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;O3;0.7;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Uraija;O3;42.0;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;At-Taawun;O3;0.1;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Khalidiya;O3;1.0;ppb;Min / Hourly;Daily;
2019-11-30;Riyadh;Ar-Rawabi;O3;11.2;ppb;Max / Hourly;Daily;
2019-11-30;Riyadh;Al-Khalidiya;O3;23.0;ppb;Max / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;O3;2.17;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;Al-Uraija;O3;48.33;ppb;Avg / Hourly;Daily;
2019-11-30;Riyadh;Al-Khaleej;PM10;55.0;µg/m3;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Uraija;PM10;97.0;µg/m3;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Jazeera;PM10;2.0;µg/m3;Min / Hourly;Daily;
2019-11-30;Riyadh;Al-Muruj;PM10;180.0;µg/m3;Max / Hourly;Daily;
2019-11-30;Riyadh;At-Taawun;PM10;114.54;µg/m3;Avg / Hourly;Daily;
2019-12-01;Riyadh;Al-Jazeera;CO;0.41;ppm;Avg / Hourly;Daily;
2019-12-01;Riyadh;At-Taawun;SO2;1.9;ppb;Min / Hourly;Daily;
2019-12-01;Riyadh;Al-Khaleej;SO2;8.7;ppb;Max / Hourly;Daily;
2019-12-01;Riyadh;Al-Khalidiya;NO2;47.3;ppb;Min / Hourly;Daily;
2019-12-01;Riyadh;Al-Khaleej;NO2;2.19;ppb;Avg / Hourly;Daily;
2019-12-01;Riyadh;Ar-Rawabi;NO2;38.62;ppb;Avg / Hourly;Daily;
2019-12-01;Riyadh;Al-Jazeera;O3;2.7;ppb;Min / Hourly;Daily;
2019-12-01;Riyadh;Al-Uraija;O3;53.0;ppb;Max / Hourly;Daily;
2019-12-01;Riyadh;Al-Muruj;O3;98.1;ppb;Max / Hourly;Daily;
2019-12-01;Riyadh;Al-Khalidiya;O3;17.0;ppb;Max / Hourly;Daily;
2019-12-01;Riyadh;Al-Khaleej;O3;2.51;ppb;Avg / Hourly;Daily;
2019-12-01;Riyadh;Al-Uraija;O3;39.79;ppb;Avg / Hourly;Daily;
2019-12-01;Riyadh;At-Taawun;PM10;40.0;µg/m3;Min / Hourly;Daily;
2019-12-01;Riyadh;At-Taawun;PM10;154.0;µg/m3;Max / Hourly;Daily;
2019-12-01;Riyadh;Ar-Rawabi;PM10;41.29;µg/m3;Avg / Hourly;Daily;
2019-12-01;Riyadh;Al-Muruj;PM10;68.25;µg/m3;Avg / Hourly;Daily;
2019-12-07;Riyadh;Al-Khalidiya;CO;0.3;ppm;Min / Hourly;Daily;
2019-12-07;Riyadh;Al-Muruj;CO;1.03;ppm;Max / Hourly;Daily;
2019-12-07;Riyadh;Al-Uraija;CO;0.39;ppm;Avg / Hourly;Daily;
2019-12-07;Riyadh;Al-Jazeera;CO;0.59;ppm;Avg / Hourly;Daily;
2019-12-07;Riyadh;At-Taawun;SO2;1.7;ppb;Min / Hourly;Daily;
2019-12-07;Riyadh;Al-Muruj;SO2;2.1;ppb;Min / Hourly;Daily;
2019-12-07;Riyadh;Al-Muruj;SO2;3.0;ppb;Max / Hourly;Daily;
2019-12-07;Riyadh;Ar-Rawabi;NO2;57.1;ppb;Max / Hourly;Daily;
2019-12-07;Riyadh;Al-Khaleej;O3;1.1;ppb;Min / Hourly;Daily;
2019-12-07;Riyadh;Al-Uraija;O3;41.0;ppb;Min / Hourly;Daily;
2019-12-07;Riyadh;Al-Jazeera;O3;2.6;ppb;Min / Hourly;Daily;
2019-12-07;Riyadh;Al-Muruj;PM10;28.0;µg/m3;Min / Hourly;Daily;
2019-12-07;Riyadh;At-Taawun;PM10;226.0;µg/m3;Max / Hourly;Daily;
2019-12-07;Riyadh;Al-Khalidiya;PM10;172.0;µg/m3;Max / Hourly;Daily;
2019-12-07;Riyadh;At-Taawun;PM10;85.12;µg/m3;Avg / Hourly;Daily;
2019-12-14;Riyadh;Al-Khaleej;CO;0.31;ppm;Min / Hourly;Daily;
2019-12-14;Riyadh;Al-Khaleej;CO;0.46;ppm;Max / Hourly;Daily;
2019-12-14;Riyadh;Ar-Rawabi;CO;1.63;ppm;Max / Hourly;Daily;
2019-12-14;Riyadh;Al-Khalidiya;CO;1.47;ppm;Max / Hourly;Daily;
2019-12-14;Riyadh;At-Taawun;SO2;1.7;ppb;Min / Hourly;Daily;
2019-12-14;Riyadh;Al-Khaleej;SO2;2.69;ppb;Avg / Hourly;Daily;
2019-12-14;Riyadh;Al-Uraija;SO2;0.22;ppb;Avg / Hourly;Daily;
2019-12-14;Riyadh;Al-Khaleej;NO2;0.2;ppb;Min / Hourly;Daily;
2019-12-14;Riyadh;Al-Jazeera;NO2;16.2;ppb;Min / Hourly;Daily;
2019-12-14;Riyadh;Al-Khaleej;NO2;4.1;ppb;Max / Hourly;Daily;
2019-12-14;Riyadh;Al-Khalidiya;NO2;59.39;ppb;Avg / Hourly;Daily;
2019-12-14;Riyadh;At-Taawun;O3;0.7;ppb;Min / Hourly;Daily;
2019-12-14;Riyadh;Al-Khaleej;O3;5.5;ppb;Max / Hourly;Daily;
2019-12-14;Riyadh;Ar-Rawabi;O3;2.79;ppb;Avg / Hourly;Daily;
2020-02-01;Riyadh;Al-Khaleej;O3;27.8;ppb;Max / Hourly;Monthly;
2020-02-01;Riyadh;Al-Jazeera;O3;11.67;ppb;Avg / Hourly;Monthly;
2020-02-01;Riyadh;At-Taawun;O3;3.7;ppb;Avg / Hourly;Monthly;
2020-02-01;Riyadh;Al-Khalidiya;PM10;14.0;µg/m3;Min / Hourly;Monthly;
2020-02-01;Riyadh;Al-Khaleej;PM10;878.0;µg/m3;Max / Hourly;Monthly;
2020-02-01;Riyadh;Al-Uraija;PM10;847.0;µg/m3;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Ghurabi;CO;1.95;ppm;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Ar-Rawabi;CO;1.16;ppm;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Uraija;SO2;0.65;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Ar-Rawabi;SO2;0.87;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Jazeera;NO2;0.5;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Ar-Rawabi;NO2;98.5;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Uraija;O3;1.0;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;At-Taawun;O3;0.1;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Ghurabi;PM10;80.94;µg/m3;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Al-Muruj;CO;0.57;ppm;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khaleej;SO2;3.3;ppb;Max / Hourly;Monthly;
2020-04-01;Riyadh;At-Taawun;SO2;1.28;ppb;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Al-Muruj;NO2;2.8;ppb;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;NO2;1.5;ppb;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Ghurabi;NO2;85.7;ppb;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;NO2;2.76;ppb;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Ar-Rawabi;O3;0.4;ppb;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Jazeera;O3;15.52;ppb;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;O3;3.79;ppb;Avg / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khaleej;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Muruj;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;PM10;12.0;µg/m3;Min / Hourly;Monthly;
2020-04-01;Riyadh;Al-Jazeera;PM10;153.0;µg/m3;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Muruj;PM10;356.0;µg/m3;Max / Hourly;Monthly;
2020-04-01;Riyadh;Al-Khalidiya;PM10;141.15;µg/m3;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Jazeera;CO;0.47;ppm;Min / Hourly;Monthly;
2020-05-01;Riyadh;At-Taawun;CO;0.1;ppm;Min / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;CO;1.47;ppm;Avg / Hourly;Monthly;
2020-05-01;Riyadh;At-Taawun;CO;2.2;ppm;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;SO2;0.2;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;SO2;4.3;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Ghurabi;SO2;1.41;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;SO2;1.6;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Ar-Rawabi;SO2;1.02;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Muruj;SO2;1.47;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Jazeera;NO2;3.9;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;NO2;5.6;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Jazeera;NO2;14.73;ppb;Avg / Hourly;Monthly;
2020-05-01;Riyadh;Al-Ghurabi;O3;4.7;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;O3;1.2;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Jazeera;O3;0.1;ppb;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khalidiya;O3;41.3;ppb;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Muruj;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khalidiya;PM10;17.0;µg/m3;Min / Hourly;Monthly;
2020-05-01;Riyadh;Al-Khaleej;PM10;346.0;µg/m3;Max / Hourly;Monthly;
2020-05-01;Riyadh;At-Taawun;PM10;384.0;µg/m3;Max / Hourly;Monthly;
2020-05-01;Riyadh;Al-Ghurabi;PM10;67.66;µg/m3;Avg / Hourly;Monthly;
2019-09-14;Riyadh;Al-Khaleej;CO;1.03;ppm;Min / Hourly;Daily;
2019-09-14;Riyadh;Al-Khalidiya;CO;1.88;ppm;Min / Hourly;Daily;
2019-09-14;Riyadh;Ar-Rawabi;CO;2.5;ppm;Max / Hourly;Daily;
2019-09-14;Riyadh;Al-Khaleej;SO2;5.2;ppb;Max / Hourly;Daily;
2019-09-14;Riyadh;Al-Khalidiya;SO2;4.38;ppb;Avg / Hourly;Daily;
2019-09-14;Riyadh;Al-Khalidiya;NO2;51.9;ppb;Max / Hourly;Daily;
2019-09-14;Riyadh;Al-Khaleej;O3;6.3;ppb;Min / Hourly;Daily;
2019-09-14;Riyadh;Ar-Rawabi;O3;4.2;ppb;Min / Hourly;Daily;
2019-09-14;Riyadh;Al-Jazeera;O3;34.71;ppb;Avg / Hourly;Daily;
2019-09-14;Riyadh;Al-Muruj;O3;12.23;ppb;Avg / Hourly;Daily;
2019-09-14;Riyadh;At-Taawun;PM10;140.0;µg/m3;Max / Hourly;Daily;
2019-09-14;Riyadh;At-Taawun;PM10;92.25;µg/m3;Avg / Hourly;Daily;
2019-09-18;Riyadh;Al-Muruj;CO;1.48;ppm;Max / Hourly;Daily;
2020-02-22;Riyadh;Al-Ghurabi;CO;2.62;ppm;Min / Hourly;Daily;
2020-02-22;Riyadh;Al-Ghurabi;CO;3.19;ppm;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Ghurabi;SO2;2.3;ppb;Max / Hourly;Daily;
2020-02-22;Riyadh;Al-Uraija;SO2;1.3;ppb;Max / Hourly;Daily;
2020-02-22;Riyadh;Ar-Rawabi;SO2;4.7;ppb;Max / Hourly;Daily;
2020-02-22;Riyadh;Al-Khaleej;SO2;3.14;ppb;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Jazeera;SO2;1.3;ppb;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Khaleej;NO2;2.03;ppb;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Uraija;O3;7.0;ppb;Max / Hourly;Daily;
2020-02-22;Riyadh;Al-Khaleej;O3;5.59;ppb;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Jazeera;O3;14.48;ppb;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Muruj;O3;5.19;ppb;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Jazeera;PM10;53.0;µg/m3;Max / Hourly;Daily;
2020-02-22;Riyadh;Al-Ghurabi;PM10;45.54;µg/m3;Avg / Hourly;Daily;
2020-02-22;Riyadh;Al-Jazeera;PM10;19.45;µg/m3;Avg / Hourly;Daily;
2020-02-29;Riyadh;Al-Muruj;CO;0.71;ppm;Min / Hourly;Daily;
2020-02-29;Riyadh;Al-Khaleej;CO;0.57;ppm;Max / Hourly;Daily;
2020-02-29;Riyadh;Al-Uraija;CO;1.46;ppm;Avg / Hourly;Daily;
2020-02-29;Riyadh;At-Taawun;SO2;1.5;ppb;Max / Hourly;Daily;
2020-02-29;Riyadh;Al-Khaleej;SO2;1.98;ppb;Avg / Hourly;Daily;
2020-02-29;Riyadh;Al-Jazeera;PM10;11.0;µg/m3;Min / Hourly;Daily;
2020-02-29;Riyadh;Al-Jazeera;PM10;115.0;µg/m3;Max / Hourly;Daily;
2020-02-29;Riyadh;Al-Muruj;PM10;313.0;µg/m3;Max / Hourly;Daily;
2020-02-29;Riyadh;At-Taawun;PM10;193.2;µg/m3;Avg / Hourly;Daily;
2020-03-01;Riyadh;Ar-Rawabi;CO;1.1;ppm;Min / Hourly;Daily;
2020-03-01;Riyadh;At-Taawun;CO;2.87;ppm;Max / Hourly;Daily;
2020-03-01;Riyadh;Al-Uraija;CO;2.04;ppm;Avg / Hourly;Daily;
2020-03-01;Riyadh;Al-Khaleej;SO2;2.55;ppb;Avg / Hourly;Daily;
2020-02-01;Riyadh;Ar-Rawabi;O3;56.7;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Muruj;CO;0.4;ppm;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Uraija;CO;2.98;ppm;Max / Hourly;Monthly;
2020-03-01;Riyadh;Ar-Rawabi;CO;2.87;ppm;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Jazeera;CO;1.69;ppm;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khaleej;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Uraija;SO2;0.8;ppb;Min / Hourly;Monthly;
2020-03-01;Riyadh;Al-Jazeera;SO2;1.85;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;At-Taawun;SO2;1.47;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Muruj;SO2;1.1;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khalidiya;NO2;31.48;ppb;Avg / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khaleej;O3;14.2;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Muruj;O3;47.5;ppb;Max / Hourly;Monthly;
2020-03-01;Riyadh;Al-Khaleej;PM10;2.0;µg/m3;Min / Hourly;Monthly;
2020-04-01;Riyadh;Ar-Rawabi;CO;2.76;ppm;Max / Hourly;Monthly;
