stop_id,stop_name,stop_desc,latitude,longitude,zone_id,stop_url,location_type,parent_station,feed
101014,WILLIS AV/E 138 ST,,40.80893,-73.922855,,,0,,manhattan
101015,WILLIS AV/E 140 ST,,40.810634,-73.921632,,,0,,manhattan
101017,WILLIS AV/E 144 ST,,40.813111,-73.919823,,,0,,manhattan
101018,WILLIS AV/E 146 ST,,40.814404,-73.918954,,,0,,manhattan
101066,3 AV/E 150 ST,,40.816142,-73.917547,,,0,,manhattan
101069,WILLIS AV/E 144 ST,,40.812711,-73.920405,,,0,,manhattan
101074,E 138 ST/3 AV,,40.810945,-73.926956,,,0,,manhattan
102209,E 138 ST/WILLIS AV,,40.809367,-73.923348,,,0,,manhattan
103772,BERGEN AV/WESTCHESTER AV,,40.816234,-73.915859,,,0,,manhattan
104075,LINCOLN AV/BRUCKNER BLVD,,40.80803,-73.929335,,,0,,manhattan
104630,WILLIS AV/E 140 ST,,40.810753,-73.921819,,,0,,manhattan
400001,4 AV/E 9 ST,,40.730955,-73.990418,,,0,,manhattan
400003,4 AV/E 13 ST,,40.733936,-73.98972,,,0,,manhattan
400007,PARK AV SOUTH/E 21 ST,,40.738976,-73.987053,,,0,,manhattan
400008,5 AV/E 72 ST,,40.772134,-73.967365,,,0,,manhattan
400018,MADISON AV/E 43 ST,,40.753349,-73.978759,,,0,,manhattan
400019,MADISON AV/E 46 ST,,40.755236,-73.977436,,,0,,manhattan
400021,MADISON AV/E 50 ST,,40.757739,-73.975556,,,0,,manhattan
400023,MADISON AV/E 56 ST,,40.761496,-73.972818,,,0,,manhattan
400024,MADISON AV/E 58 ST,,40.762701,-73.971959,,,0,,manhattan
400026,MADISON AV/E 63 ST,,40.766274,-73.969329,,,0,,manhattan
400027,MADISON AV/E 65 ST,,40.76758,-73.968375,,,0,,manhattan
400028,MADISON AV/E 67 ST,,40.768812,-73.967483,,,0,,manhattan
400029,MADISON AV/E 69 ST,,40.770075,-73.966558,,,0,,manhattan
400030,MADISON AV/E 72 ST,,40.772141,-73.96508,,,0,,manhattan
400031,MADISON AV/E 74 ST,,40.77345,-73.964142,,,0,,manhattan
400032,MADISON AV/E 77 ST,,40.775322,-73.962739,,,0,,manhattan
400033,MADISON AV/E 79 ST,,40.776647,-73.961823,,,0,,manhattan
400034,MADISON AV/E 83 ST,,40.778793,-73.960206,,,0,,manhattan
400036,MADISON AV/E 86 ST,,40.781155,-73.958483,,,0,,manhattan
400037,MADISON AV/E 89 ST,,40.782676,-73.957373,,,0,,manhattan
400038,MADISON AV/E 91 ST,,40.78436,-73.956137,,,0,,manhattan
400039,MADISON AV/E 93 ST,,40.785636,-73.955205,,,0,,manhattan
400041,MADISON AV/E 98 ST,,40.788413,-73.95318,,,0,,manhattan
400042,MADISON AV/E 101 ST,,40.790304,-73.951799,,,0,,manhattan
400043,MADISON AV/E 102 ST,,40.791371,-73.951022,,,0,,manhattan
400044,MADISON AV/E 104 ST,,40.792159,-73.950447,,,0,,manhattan
400045,MADISON AV/E 106 ST,,40.793434,-73.949511,,,0,,manhattan
400046,MADISON AV/E 107 ST,,40.794551,-73.948694,,,0,,manhattan
400047,MADISON AV/E 109 ST,,40.795813,-73.947779,,,0,,manhattan
400048,MADISON AV/E 111 ST,,40.796865,-73.947073,,,0,,manhattan
400051,MADISON AV/E 118 ST,,40.801507,-73.943618,,,0,,manhattan
400053,MADISON AV/E 123 ST,,40.804777,-73.941328,,,0,,manhattan
400054,MADISON AV/E 125 ST,,40.806015,-73.940348,,,0,,manhattan
400055,MADISON AV/E 127 ST,,40.807247,-73.939459,,,0,,manhattan
400056,MADISON AV/E 129 ST,,40.808511,-73.938536,,,0,,manhattan
400057,MADISON AV/E 132 ST,,40.810426,-73.937108,,,0,,manhattan
400059,5 AV/E 135 ST,,40.813125,-73.937224,,,0,,manhattan
400060,5 AV/E 138 ST,,40.814463,-73.936251,,,0,,manhattan
400061,W 139 ST/5 AV,,40.815616,-73.936283,,,0,,manhattan
400062,MALCOLM X BLVD/W 139 ST,,40.81694,-73.938615,,,0,,manhattan
400065,MALCOLM X BLVD/W 145 ST,,40.82068,-73.935873,,,0,,manhattan
400066,W 147 ST/MALCOLM X BLVD,,40.821952,-73.935729,,,0,,manhattan
400067,W 147 ST/ADAM C POWELL BLVD,,40.822853,-73.937867,,,0,,manhattan
400070,TRINITY PL/RECTOR ST,,40.708007,-74.012714,,,0,,manhattan
400080,CENTRE ST/BROOME ST,,40.720678,-73.997674,,,0,,manhattan
400081,CLEVELAND  PL/SPRING ST,,40.722433,-73.997008,,,0,,manhattan
400085,LAFAYETTE ST/E 4 ST,,40.728066,-73.992849,,,0,,manhattan
400086,LAFAYETTE ST/ASTOR PL,,40.729751,-73.991427,,,0,,manhattan
400087,W 146 ST/MALCOLM X BLVD,,40.821178,-73.935956,,,0,,manhattan
400088,MALCOLM X BLVD/W 145 ST,,40.820359,-73.93646,,,0,,manhattan
400089,MALCOLM X BLVD/W 142 ST,,40.818247,-73.938003,,,0,,manhattan
400091,W 139 ST/MALCOLM X BLVD,,40.816381,-73.938746,,,0,,manhattan
400092,5 AV/W 138 ST,,40.815202,-73.93598,,,0,,manhattan
400093,5 AV/W 137 ST,,40.813791,-73.937003,,,0,,manhattan
400094,5 AV/W 135 ST,,40.812365,-73.938045,,,0,,manhattan
400095,5 AV/W 132 ST,,40.81062,-73.939282,,,0,,manhattan
400096,5 AV/W 130 ST,,40.809347,-73.940208,,,0,,manhattan
400097,5 AV/W 128 ST,,40.808076,-73.941141,,,0,,manhattan
400098,5 AV/W 125 ST,,40.806137,-73.942555,,,0,,manhattan
400099,MOUNT MORRIS PARK WEST/W 124 ST,,40.80619,-73.944603,,,0,,manhattan
400102,5 AV/W 118 ST,,40.801694,-73.945835,,,0,,manhattan
400103,5 AV/W 116 ST,,40.800355,-73.946815,,,0,,manhattan
400105,5 AV/W 112 ST,,40.79786,-73.948595,,,0,,manhattan
400107,5 AV/E 109 ST,,40.796533,-73.94957,,,0,,manhattan
400108,5 AV/E 108 ST,,40.795513,-73.950319,,,0,,manhattan
400109,5 AV/E 106 ST,,40.794176,-73.951287,,,0,,manhattan
400110,5 AV/E 104 ST,,40.792922,-73.952153,,,0,,manhattan
400111,5 AV/E 102 ST,,40.79157,-73.953182,,,0,,manhattan
400115,5 AV/E 94 ST,,40.786559,-73.956865,,,0,,manhattan
400116,5 AV/E 92 ST,,40.785205,-73.957824,,,0,,manhattan
400117,5 AV/E 90 ST,,40.783993,-73.958712,,,0,,manhattan
400118,5 AV/E 87 ST,,40.782181,-73.960036,,,0,,manhattan
400119,5 AV/E 84 ST,,40.780435,-73.961321,,,0,,manhattan
400120,5 AV/E 80 ST,,40.777791,-73.963228,,,0,,manhattan
400121,5 AV/E 79 ST,,40.776724,-73.963977,,,0,,manhattan
400122,5 AV/E 77 ST,,40.77561,-73.964837,,,0,,manhattan
400123,5 AV/E 75 ST,,40.774356,-73.965776,,,0,,manhattan
400124,5 AV/E 72 ST,,40.771976,-73.967447,,,0,,manhattan
400125,5 AV/E 69 ST,,40.770259,-73.968739,,,0,,manhattan
400126,5 AV/E 66 ST,,40.768234,-73.970238,,,0,,manhattan
400127,5 AV/E 63 ST,,40.766715,-73.971292,,,0,,manhattan
400128,5 AV/E 61 ST,,40.76568,-73.972026,,,0,,manhattan
400129,5 AV/E 60 ST,,40.765226,-73.972459,,,0,,manhattan
400131,5 AV/W 53 ST,,40.760147,-73.976147,,,0,,manhattan
400133,5 AV/W 47 ST,,40.756381,-73.978884,,,0,,manhattan
400135,5 AV/W 42 ST,,40.753141,-73.981216,,,0,,manhattan
400153,BROADWAY/WAVERLY PL,,40.7294,-73.993516,,,0,,manhattan
400154,BROADWAY/W 3 ST,,40.727539,-73.9951,,,0,,manhattan
400155,BROADWAY/BLEECKER ST,,40.726263,-73.996172,,,0,,manhattan
400157,BROADWAY/SPRING ST,,40.722843,-73.999066,,,0,,manhattan
400162,BROADWAY/FRANKLIN ST,,40.717587,-74.003435,,,0,,manhattan
400166,BROADWAY/PARK PL,,40.712679,-74.007665,,,0,,manhattan
400168,BROADWAY/CORTLANDT ST,,40.709969,-74.009942,,,0,,manhattan
400170,BROADWAY/RECTOR ST,,40.707554,-74.01196,,,0,,manhattan
400176,E 9 ST/BROADWAY,,40.731425,-73.992408,,,0,,manhattan
400190,MADISON AV/E 35 ST,,40.748313,-73.982456,,,0,,manhattan
400191,MADISON AV/E 37 ST,,40.749808,-73.981344,,,0,,manhattan
400224,CENTRAL PARK NORTH/MALCOLM X BLVD,,40.798395,-73.952601,,,0,,manhattan
400225,CENTRAL PARK NORTH/ADAM C POWELL BLVD,,40.799354,-73.954975,,,0,,manhattan
400226,ADAM C POWELL BLVD/W 113 ST,,40.801484,-73.953579,,,0,,manhattan
400227,ADAM C POWELL BLVD/W 137 ST,,40.816789,-73.942405,,,0,,manhattan
400228,ADAM C POWELL BLVD/W 116 ST,,40.803426,-73.952158,,,0,,manhattan
400230,ADAM C POWELL BLVD/W 121 ST,,40.806598,-73.949844,,,0,,manhattan
400231,ADAM C POWELL BLVD/W 123 ST,,40.80752,-73.949175,,,0,,manhattan
400233,ADAM C POWELL BLVD/W 127 ST,,40.810475,-73.947009,,,0,,manhattan
400234,ADAM C POWELL BLVD/W 129 ST,,40.811718,-73.946105,,,0,,manhattan
400235,ADAM C POWELL BLVD/W 131 ST,,40.812958,-73.945197,,,0,,manhattan
400236,ADAM C POWELL BLVD/W 133 ST,,40.81419,-73.9443,,,0,,manhattan
400237,ADAM C POWELL BLVD/W 135 ST,,40.815549,-73.943309,,,0,,manhattan
400238,ADAM C POWELL BLVD/W 139 ST,,40.818034,-73.94149,,,0,,manhattan
400239,ADAM C POWELL BLVD/W 141 ST,,40.819296,-73.940571,,,0,,manhattan
400240,ADAM C POWELL BLVD/W 143 ST,,40.820515,-73.939681,,,0,,manhattan
400241,ADAM C POWELL BLVD/W 145 ST,,40.821878,-73.938687,,,0,,manhattan
400242,ADAM C POWELL BLVD/W 147 ST,,40.823169,-73.937752,,,0,,manhattan
400248,EDGECOMBE AV/W 155 ST,,40.830904,-73.940279,,,0,,manhattan
400249,EDGECOMBE AV/W 158 ST,,40.832912,-73.939461,,,0,,manhattan
400250,EDGECOMBE AV/W 160 ST,,40.834045,-73.938133,,,0,,manhattan
400251,EDGECOMBE AV/W 162 ST,,40.835242,-73.937496,,,0,,manhattan
400252,EDGECOMBE AV/W 164 ST,,40.836657,-73.936852,,,0,,manhattan
400258,BROADWAY/W 168 ST,,40.841041,-73.939971,,,0,,manhattan
400259,W 166 ST/SAINT NICHOLAS AV,,40.839624,-73.940184,,,0,,manhattan
400263,EDGECOMBE AV/W 164 ST,,40.836219,-73.937231,,,0,,manhattan
400264,EDGECOMBE AV/W 162 ST,,40.835011,-73.937775,,,0,,manhattan
400265,EDGECOMBE AV/W 160 ST,,40.833653,-73.938817,,,0,,manhattan
400266,EDGECOMBE AV/W 158 ST,,40.832421,-73.939905,,,0,,manhattan
400267,EDGECOMBE AV/W 155 ST,,40.830618,-73.940438,,,0,,manhattan
400268,W 155 ST/EDGECOMBE AV,,40.830182,-73.939846,,,0,,manhattan
400271,ADAM C POWELL BLVD/W 154 ST,,40.827574,-73.935345,,,0,,manhattan
400272,ADAM C POWELL BLVD/W 151 ST,,40.825776,-73.936202,,,0,,manhattan
400274,ADAM C POWELL BLVD/W 148 ST,,40.823366,-73.938028,,,0,,manhattan
400275,ADAM C POWELL BLVD/W 145 ST,,40.821387,-73.939471,,,0,,manhattan
400276,ADAM C POWELL BLVD/W 142 ST,,40.819535,-73.94082,,,0,,manhattan
400277,ADAM C POWELL BLVD/W 140 ST,,40.818303,-73.941721,,,0,,manhattan
400278,ADAM C POWELL BLVD/W 138 ST,,40.817028,-73.942661,,,0,,manhattan
400279,ADAM C POWELL BLVD/W 135 ST,,40.815277,-73.943909,,,0,,manhattan
400280,ADAM C POWELL BLVD/W 132 ST,,40.813155,-73.945461,,,0,,manhattan
400281,ADAM C POWELL BLVD/W 130 ST,,40.812037,-73.946257,,,0,,manhattan
400282,ADAM C POWELL BLVD/W 128 ST,,40.810701,-73.947255,,,0,,manhattan
400283,ADAM C POWELL BLVD/W 125 ST,,40.80918,-73.948379,,,0,,manhattan
400284,ADAM C POWELL BLVD/W 122 ST,,40.806837,-73.950097,,,0,,manhattan
400285,ADAM C POWELL BLVD/W 120 ST,,40.805602,-73.950997,,,0,,manhattan
400287,ADAM C POWELL BLVD/W 116 ST,,40.803591,-73.952433,,,0,,manhattan
400288,ADAM C POWELL BLVD/W 114 ST,,40.801714,-73.953836,,,0,,manhattan
400289,ADAM C POWELL BLVD/W 112 ST,,40.80046,-73.95475,,,0,,manhattan
400290,CENTRAL PARK NORTH/ADAM C POWELL BLVD,,40.799173,-73.95486,,,0,,manhattan
400292,CENTRAL PARK NORTH/5 AV,,40.797099,-73.949858,,,0,,manhattan
400316,5 AV/W 56 ST,,40.761999,-73.974749,,,0,,manhattan
400322,5 AV/W 39 ST,,40.75131,-73.982589,,,0,,manhattan
400323,5 AV/W 36 ST,,40.749477,-73.983921,,,0,,manhattan
400324,5 AV/W 33 ST,,40.747494,-73.985338,,,0,,manhattan
400325,5 AV/W 31 ST,,40.746263,-73.986268,,,0,,manhattan
400327,5 AV/W 26 ST,,40.743534,-73.988188,,,0,,manhattan
400329,5 AV/W 23 ST,,40.74124,-73.990062,,,0,,manhattan
400330,5 AV/W 20 ST,,40.739407,-73.99126,,,0,,manhattan
400331,5 AV/W 17 ST,,40.73767,-73.992523,,,0,,manhattan
400333,5 AV/W 12 ST,,40.734469,-73.994847,,,0,,manhattan
400334,5 AV/W 10 ST,,40.733223,-73.995749,,,0,,manhattan
400335,E 8 ST/5 AV,,40.731996,-73.995926,,,0,,manhattan
400336,E 8 ST/UNIVERSITY PL,,40.731417,-73.994502,,,0,,manhattan
400337,E 8 ST/MERCER ST,,40.730576,-73.99259,,,0,,manhattan
400352,MADISON AV/E 30 ST,,40.74551,-73.984493,,,0,,manhattan
400353,MADISON AV/E 32 ST,,40.746763,-73.983626,,,0,,manhattan
400354,MADISON AV/E 34 ST,,40.748328,-73.982437,,,0,,manhattan
400358,MADISON AV/E 45 ST,,40.755233,-73.977403,,,0,,manhattan
400360,MADISON AV/E 49 ST,,40.757429,-73.975822,,,0,,manhattan
400362,MADISON AV/E 55  ST,,40.761386,-73.972943,,,0,,manhattan
400363,MADISON AV/E 57 ST,,40.762702,-73.971997,,,0,,manhattan
400364,MADISON AV/E 60  ST,,40.76457,-73.970598,,,0,,manhattan
400390,CATHEDRAL PKWY/FREDERICK DOUGLASS BLVD,,40.80078,-73.958486,,,0,,manhattan
400394,MANHATTAN AV/W 116 ST,,40.804877,-73.956842,,,0,,manhattan
400395,MANHATTAN AV/W 119 ST,,40.807171,-73.955168,,,0,,manhattan
400396,MANHATTAN AV/W 121 ST,,40.808447,-73.954236,,,0,,manhattan
400397,SAINT NICHOLAS AV/W 125 ST,,40.811052,-73.952325,,,0,,manhattan
400398,SAINT NICHOLAS AV/W 127 ST,,40.812206,-73.951155,,,0,,manhattan
400399,SAINT NICHOLAS AV/W 130 ST,,40.814014,-73.949575,,,0,,manhattan
400400,SAINT NICHOLAS AV/W 133 ST,,40.815562,-73.948647,,,0,,manhattan
400401,SAINT NICHOLAS AV/W 135 ST,,40.816973,-73.948012,,,0,,manhattan
400403,SAINT NICHOLAS AV/W 139 ST,,40.82015,-73.946481,,,0,,manhattan
400404,SAINT NICHOLAS AV/W 141 ST,,40.821124,-73.946034,,,0,,manhattan
400405,SAINT NICHOLAS AV/W 144 ST,,40.823278,-73.945037,,,0,,manhattan
400406,SAINT NICHOLAS AV/W 145 ST,,40.824338,-73.944408,,,0,,manhattan
400408,SAINT NICHOLAS AV/W 151 ST,,40.828325,-73.942272,,,0,,manhattan
400409,SAINT NICHOLAS AV/W 153 ST,,40.829645,-73.941744,,,0,,manhattan
400418,SAINT NICHOLAS AV/W 170 ST,,40.842529,-73.938555,,,0,,manhattan
400419,SAINT NICHOLAS AV/W 173 ST,,40.844406,-73.937188,,,0,,manhattan
400422,SAINT NICHOLAS AV/W 179 ST,,40.848225,-73.934397,,,0,,manhattan
400423,SAINT NICHOLAS AV/W 181 ST,,40.849572,-73.933416,,,0,,manhattan
400426,SAINT NICHOLAS AV/W 187 ST,,40.853358,-73.930644,,,0,,manhattan
400448,SAINT NICHOLAS AV/W 192 ST,,40.856246,-73.928691,,,0,,manhattan
400449,SAINT NICHOLAS AV/W 190 ST,,40.854494,-73.930039,,,0,,manhattan
400452,SAINT NICHOLAS AV/W 184 ST,,40.85079,-73.932783,,,0,,manhattan
400453,SAINT NICHOLAS AV/W 181 ST,,40.849015,-73.934086,,,0,,manhattan
400454,SAINT NICHOLAS AV/W 178 ST,,40.847482,-73.935168,,,0,,manhattan
400457,SAINT NICHOLAS AV/W 172 ST,,40.843215,-73.938316,,,0,,manhattan
400461,SAINT NICHOLAS AV/W 164 ST,,40.837543,-73.940115,,,0,,manhattan
400462,SAINT NICHOLAS AV/W 162 ST,,40.83629,-73.940039,,,0,,manhattan
400467,SAINT NICHOLAS AV/W 150 ST,,40.827466,-73.942831,,,0,,manhattan
400468,SAINT NICHOLAS AV/W 148 ST,,40.82571,-73.943669,,,0,,manhattan
400469,SAINT NICHOLAS AV/W 145 ST,,40.823764,-73.945033,,,0,,manhattan
400470,SAINT NICHOLAS AV/W 142 ST,,40.822296,-73.945724,,,0,,manhattan
400471,SAINT NICHOLAS AV/W 141 ST,,40.821042,-73.946307,,,0,,manhattan
400472,SAINT NICHOLAS AV/W 138 ST,,40.818937,-73.947284,,,0,,manhattan
400473,SAINT NICHOLAS AV/W 135 ST,,40.817178,-73.948099,,,0,,manhattan
400474,SAINT NICHOLAS AV/W 133 ST,,40.81537,-73.948945,,,0,,manhattan
400475,SAINT NICHOLAS AV/W 130 ST,,40.813469,-73.950237,,,0,,manhattan
400476,SAINT NICHOLAS AV/W 128 ST,,40.812363,-73.951246,,,0,,manhattan
400477,SAINT NICHOLAS AV/W 125 ST,,40.810492,-73.952926,,,0,,manhattan
400479,MANHATTAN AV/W 122 ST,,40.808628,-73.95429,,,0,,manhattan
400482,MANHATTAN AV/W 116 ST,,40.804751,-73.957121,,,0,,manhattan
400483,MANHATTAN AV/W 114 ST,,40.803829,-73.957789,,,0,,manhattan
400484,MANHATTAN AV/W 112 ST,,40.802216,-73.958968,,,0,,manhattan
400485,CATHEDRAL PKWY/MANHATTAN AV,,40.801047,-73.959575,,,0,,manhattan
400486,CENTRAL PARK NORTH/CENTRAL PARK WEST,,40.800357,-73.957727,,,0,,manhattan
400512,5 AV/W 59 ST,,40.764429,-73.972966,,,0,,manhattan
400514,5 AV/W 52 ST,,40.759924,-73.976306,,,0,,manhattan
400515,5 AV/W 49 ST,,40.758031,-73.977678,,,0,,manhattan
400516,5 AV/W 46 ST,,40.756156,-73.979047,,,0,,manhattan
400518,5 AV/W 41 ST,,40.753191,-73.981154,,,0,,manhattan
400519,5 AV/W 38 ST,,40.750927,-73.982808,,,0,,manhattan
400561,MADISON AV/E 42 ST,,40.753337,-73.978759,,,0,,manhattan
400595,CATHEDRAL PKWY/MANHATTAN AV,,40.801417,-73.959954,,,0,,manhattan
400596,CATHEDRAL PKWY/MORNINGSIDE DR,,40.802016,-73.961395,,,0,,manhattan
400597,CATHEDRAL PKWY/AMSTERDAM AV,,40.803219,-73.964208,,,0,,manhattan
400598,CATHEDRAL PKWY/BROADWAY,,40.804038,-73.966264,,,0,,manhattan
400599,RIVERSIDE DR/W 112 ST,,40.806297,-73.967664,,,0,,manhattan
400602,RIVERSIDE DR/W 119 ST,,40.810907,-73.964175,,,0,,manhattan
400609,BROADWAY/W 137 ST,,40.82124,-73.954014,,,0,,manhattan
400610,BROADWAY/W 139 ST,,40.822815,-73.952874,,,0,,manhattan
400611,BROADWAY/W 141 ST,,40.82408,-73.951948,,,0,,manhattan
400612,BROADWAY/W 143 ST,,40.825312,-73.951051,,,0,,manhattan
400613,BROADWAY/W 145 ST,,40.826791,-73.94997,,,0,,manhattan
400614,BROADWAY/W 147 ST,,40.827916,-73.949145,,,0,,manhattan
400615,BROADWAY/W 149 ST,,40.829167,-73.948237,,,0,,manhattan
400616,BROADWAY/W 151 ST,,40.830413,-73.947322,,,0,,manhattan
400617,BROADWAY/W 153 ST,,40.831697,-73.946385,,,0,,manhattan
400618,BROADWAY/W 155 ST,,40.832992,-73.945441,,,0,,manhattan
400619,BROADWAY/W 157 ST,,40.834257,-73.944519,,,0,,manhattan
400620,BROADWAY/W 159 ST,,40.835516,-73.9436,,,0,,manhattan
400621,BROADWAY/W 161 ST,,40.83674,-73.942702,,,0,,manhattan
400622,BROADWAY/W 163 ST,,40.838005,-73.941772,,,0,,manhattan
400623,BROADWAY/W 165 ST,,40.839363,-73.940785,,,0,,manhattan
400624,BROADWAY/W 167 ST,,40.840308,-73.94011,,,0,,manhattan
400626,FORT WASHINGTON AV/W 171 ST,,40.844315,-73.940871,,,0,,manhattan
400627,FORT WASHINGTON AV/W 173 ST,,40.8457,-73.940298,,,0,,manhattan
400628,FORT WASHINGTON AV/W 175 ST,,40.846825,-73.939845,,,0,,manhattan
400629,FORT WASHINGTON AV/W 177 ST,,40.847906,-73.939407,,,0,,manhattan
400630,FORT WASHINGTON AV/W 179 ST,,40.849229,-73.938932,,,0,,manhattan
400631,FORT WASHINGTON AV/W 181 ST,,40.851202,-73.938078,,,0,,manhattan
400632,FORT WASHINGTON AV/W 183 ST,,40.852396,-73.937654,,,0,,manhattan
400633,FORT WASHINGTON AV/W 185 ST,,40.853639,-73.937266,,,0,,manhattan
400634,FORT WASHINGTON AV/W 187 ST,,40.85507,-73.936723,,,0,,manhattan
400635,FORT WASHINGTON AV/W 190 ST,,40.857335,-73.935335,,,0,,manhattan
400636,FORT WASHINGTON AV/CABRINI BLVD,,40.859129,-73.934142,,,0,,manhattan
400639,FORT WASHINGTON AV/CABRINI BLVD,,40.858763,-73.934434,,,0,,manhattan
400640,FORT WASHINGTON AV/W 190 ST,,40.856809,-73.935921,,,0,,manhattan
400641,FORT WASHINGTON AV/W 187 ST,,40.854822,-73.937062,,,0,,manhattan
400642,FORT WASHINGTON AV/W 185 ST,,40.853134,-73.937591,,,0,,manhattan
400643,FORT WASHINGTON AV/W 183 ST,,40.851888,-73.937987,,,0,,manhattan
400644,FORT WASHINGTON AV/W 181 ST,,40.850634,-73.938487,,,0,,manhattan
400645,FORT WASHINGTON AV/W 179 ST,,40.849216,-73.939025,,,0,,manhattan
400646,FORT WASHINGTON AV/W 177 ST,,40.847583,-73.939718,,,0,,manhattan
400647,FORT WASHINGTON AV/W 174 ST,,40.845854,-73.94041,,,0,,manhattan
400648,FORT WASHINGTON AV/W 172 ST,,40.844435,-73.940982,,,0,,manhattan
400649,FORT WASHINGTON AV/W 170 ST,,40.843204,-73.941912,,,0,,manhattan
400655,BROADWAY/W 157 ST,,40.834229,-73.944922,,,0,,manhattan
400656,BROADWAY/W 155 ST,,40.832512,-73.946226,,,0,,manhattan
400657,BROADWAY/W 152 ST,,40.830668,-73.947579,,,0,,manhattan
400658,BROADWAY/W 150 ST,,40.829398,-73.948497,,,0,,manhattan
400659,BROADWAY/W 147 ST,,40.827513,-73.949879,,,0,,manhattan
400661,BROADWAY/W 142 ST,,40.824316,-73.952208,,,0,,manhattan
400662,BROADWAY/W 140 ST,,40.823073,-73.953123,,,0,,manhattan
400663,BROADWAY/W 138 ST,,40.821841,-73.954028,,,0,,manhattan
400676,CATHEDRAL PKWY/BROADWAY,,40.803862,-73.966205,,,0,,manhattan
400677,CATHEDRAL PKWY/AMSTERDAM AV,,40.802722,-73.963511,,,0,,manhattan
400678,CATHEDRAL PKWY/COLUMBUS AV,,40.801508,-73.960792,,,0,,manhattan
400716,W 34 ST/BROADWAY,,40.749982,-73.98805,,,0,,manhattan
400719,WEST HOUSTON ST/SULLIVAN ST,,40.727752,-74.001516,,,0,,manhattan
400722,6 AV/W 3 ST,,40.730879,-74.001389,,,0,,manhattan
400723,6 AV/WAVERLY PL,,40.733006,-73.999838,,,0,,manhattan
400724,6 AV/W 10 ST,,40.734865,-73.998466,,,0,,manhattan
400725,6 AV/W 12 ST,,40.736155,-73.997539,,,0,,manhattan
400731,6 AV/W 27 ST,,40.745283,-73.990927,,,0,,manhattan
400732,6 AV/W 29 ST,,40.746542,-73.990097,,,0,,manhattan
400744,W 57 ST/7 AV,,40.765736,-73.980402,,,0,,manhattan
400745,W 57 ST/BROADWAY,,40.766518,-73.982248,,,0,,manhattan
400747,BROADWAY/W 63 ST,,40.77186,-73.981984,,,0,,manhattan
400750,BROADWAY/W 69 ST,,40.776682,-73.981922,,,0,,manhattan
400751,W 72 ST/BROADWAY,,40.779127,-73.982766,,,0,,manhattan
400752,W 72 ST/WEST END AV,,40.780124,-73.984968,,,0,,manhattan
400755,RIVERSIDE DR/W 77 ST,,40.783989,-73.983566,,,0,,manhattan
400756,RIVERSIDE DR/W 79 ST,,40.785215,-73.982281,,,0,,manhattan
400759,RIVERSIDE DR/W 85 ST,,40.789293,-73.98076,,,0,,manhattan
400760,RIVERSIDE DR/W 87 ST,,40.790737,-73.979671,,,0,,manhattan
400761,RIVERSIDE DR/W 89 ST,,40.791852,-73.978234,,,0,,manhattan
400762,RIVERSIDE DR/W 91 ST,,40.792603,-73.977074,,,0,,manhattan
400764,RIVERSIDE DR/W 97 ST,,40.79649,-73.974307,,,0,,manhattan
400768,RIVERSIDE DR/W 106 ST,,40.802241,-73.970219,,,0,,manhattan
400769,RIVERSIDE DR/W 108 ST,,40.803674,-73.969149,,,0,,manhattan
400771,RIVERSIDE DR/W 114 ST,,40.807864,-73.966626,,,0,,manhattan
400772,RIVERSIDE DR/W 116 ST,,40.809122,-73.965499,,,0,,manhattan
400796,BROADWAY/W 171 ST,,40.843509,-73.939006,,,0,,manhattan
400798,BROADWAY/W 175 ST,,40.846487,-73.938292,,,0,,manhattan
400799,W 178 ST/BROADWAY,,40.84803,-73.936989,,,0,,manhattan
400808,BROADWAY/W 178 ST,,40.848425,-73.937697,,,0,,manhattan
400809,BROADWAY/W 176 ST,,40.846657,-73.938432,,,0,,manhattan
400810,BROADWAY/W 174 ST,,40.845164,-73.938824,,,0,,manhattan
400811,BROADWAY/W 172 ST,,40.843646,-73.939171,,,0,,manhattan
400812,BROADWAY/W 170 ST,,40.842568,-73.939311,,,0,,manhattan
400814,BROADWAY/W 164 ST,,40.838197,-73.942072,,,0,,manhattan
400815,BROADWAY/W 162 ST,,40.836998,-73.942951,,,0,,manhattan
400816,BROADWAY/W 160 ST,,40.835736,-73.943874,,,0,,manhattan
400834,RIVERSIDE DR/W 116 ST,,40.808776,-73.966007,,,0,,manhattan
400835,RIVERSIDE DR/W 113 ST,,40.807137,-73.967414,,,0,,manhattan
400836,RIVERSIDE DR/W 112 ST,,40.806236,-73.967951,,,0,,manhattan
400837,RIVERSIDE DR/W 108 ST,,40.803581,-73.969521,,,0,,manhattan
400838,RIVERSIDE DR/W 106 ST,,40.802324,-73.970472,,,0,,manhattan
400840,RIVERSIDE DR/W 100 ST,,40.798412,-73.973916,,,0,,manhattan
400841,RIVERSIDE DR/W 97 ST,,40.796511,-73.974404,,,0,,manhattan
400843,RIVERSIDE DR/W 91 ST,,40.792862,-73.977067,,,0,,manhattan
400846,RIVERSIDE DR/W 86 ST,,40.789741,-73.9806,,,0,,manhattan
400847,RIVERSIDE DR/W 84 ST,,40.788278,-73.981178,,,0,,manhattan
400848,RIVERSIDE DR/W 82 ST,,40.786689,-73.981341,,,0,,manhattan
400849,RIVERSIDE DR/W 80 ST,,40.785449,-73.982266,,,0,,manhattan
