السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,1,الربع الأول,20241,الرياض,الرياض,الملقا,شقة,360,389732969.2,47361.76,8246.476037,9649.4,6696.84
2024,1,الربع الأول,20241,الرياض,الرياض,المنار,شقة,13,10247000,1798.2,5738.937703,6123.09,5070.99
2024,1,الربع الأول,20241,الرياض,الرياض,القدس,شقة,56,51518346.67,7692.49,6810.64534,7875.25,5852.27
2024,1,الربع الأول,20241,الرياض,الرياض,النخيل,شقة,42,53018639.26,5294.72,9686.924314,11085.73,8744.27
2024,1,الربع الأول,20241,الرياض,الرياض,العليا,شقة,7,11587200,644.13,18070.66102,21427.97,11593.49
2024,1,الربع الأول,20241,الرياض,الرياض,العوالي,شقة,55,33843683,8206.25,4306.427302,5089.82,3551.72
2024,1,الربع الأول,20241,الرياض,الرياض,القادسية,شقة,83,63078072,12902.8,5051.529209,5988.73,4300.28
2024,1,الربع الأول,20241,الرياض,الرياض,المروة,شقة,9,3898188,1594.3766,2448.713786,3271.68,1493.88
2024,1,الربع الأول,20241,الرياض,الرياض,المصيف,شقة,7,7108000,747.5,7721.545506,8438.34,7063.44
2024,1,الربع الأول,20241,الرياض,الرياض,النسيم الشرقي,شقة,13,7849000,1749.2,4399.639338,4685.3,4209.05
2024,1,الربع الأول,20241,الرياض,الرياض,المحمدية,شقة,62,79583000,7550.21,10184.40478,10971.95,9745.44
2024,1,الربع الأول,20241,الرياض,الرياض,المونسية,شقة,237,203153854,35107,5576.048937,6465.77,4648.87
2024,1,الربع الأول,20241,الرياض,الرياض,النفل,شقة,8,8957419.83,1164.42,7540.19862,7890.4,7185.548318
2024,1,الربع الأول,20241,الرياض,الرياض,النرجس,شقة,719,695697277.6,101797.15,6625.274098,7438.49,5879.79
2024,1,الربع الأول,20241,الرياض,الرياض,المعيزيلة,شقة,4,1922475,389.26,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الملك عبدالله,شقة,2,1100000,273.18,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,المهدية,شقة,48,32564413,6862.43,4807.391489,5144.36,4428.87
2024,1,الربع الأول,20241,الرياض,الرياض,الندوة,شقة,1,250000,120,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,القيروان,شقة,140,156797605.4,18683.26,8143.440283,9466.35,7007.78
2024,1,الربع الأول,20241,الرياض,الرياض,المروج,شقة,9,11559128.68,1076.45,10325.24527,12224.89,9261.97
2024,1,الربع الأول,20241,الرياض,الرياض,المعذر,شقة,53,71743113,6638.44,9003.457177,10837.69,8275.36
2024,1,الربع الأول,20241,الرياض,الرياض,الملز,شقة,10,3006807,1252.31,1808.341518,6026.33,6.19
2024,1,الربع الأول,20241,الرياض,الرياض,الملك سلمان,شقة,37,46332150,4923.25,9246.130026,10921.5,8136.76
2024,1,الربع الأول,20241,الرياض,الرياض,المنصورة (خنشليلة),شقة,3,1918574.23,477.838,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الوادي,شقة,55,54195559,7194.37,7243.850433,8539.6,6657.57
2024,1,الربع الأول,20241,الرياض,الرياض,نمار,شقة,17,10470832,2972.95,3457.86595,3903.51,3008.6
2024,1,الربع الأول,20241,الرياض,الرياض,حطين,شقة,118,150413549,16791.7,9098.547027,9851.27,8387.5
2024,1,الربع الأول,20241,الرياض,الرياض,النزهة,شقة,27,32048000,3648.39,8793.757565,10119.89,7766.58
2024,1,الربع الأول,20241,الرياض,الرياض,النهضة,شقة,26,19915000,4016.15,4867.751885,6009.8,3784.73
2024,1,الربع الأول,20241,الرياض,الرياض,سلطانة,شقة,1,190000,85.91,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,النسيم الغربي,شقة,2,1640000,304.78,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الورود,شقة,3,4770000,425.27,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الياسمين,شقة,200,209845412,27835.29,7812.298951,9508.88,6317.58
2024,1,الربع الأول,20241,الرياض,الرياض,اليرموك,شقة,78,65184184.89,11935.607,5546.111016,6431.07,4674.35
2024,1,الربع الأول,20241,الرياض,الرياض,بدر,شقة,98,52440281.16,15738.91,3231.686678,3958.97,2170.14
2024,1,الربع الأول,20241,الرياض,الرياض,ضاحية نمار,شقة,23,13586312,3900.61,3530.132456,3929.36,3254.15
2024,1,الربع الأول,20241,الرياض,الرياض,عرقة,شقة,20,25046420,3040.52,7996.238298,8696.52,7621.48
2024,1,الربع الأول,20241,الرياض,الرياض,جرير,شقة,15,9836750,1702.73,5656.922433,6267.41,5200.02
2024,1,الربع الأول,20241,الرياض,الرياض,ديراب,شقة,2,530000,165.52,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,شبرا,شقة,1,423000,65.82,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,عكاظ,شقة,63,29699994.95,10246.45,3058.381173,3997.93,2055.05
2024,1,الربع الأول,20241,الرياض,الرياض,غرناطة,شقة,11,9202212,1555.57,5637.56236,7400.87,3629.13
2024,1,الربع الأول,20241,الرياض,الرياض,قرطبة,شقة,186,175374893.5,26489.924,6717.98166,7781.59,5742.18
2024,1,الربع الأول,20241,الرياض,الرياض,الندى,شقة,23,21957000,2521.26,8511.99506,9880.61,7469.48
2024,1,الربع الأول,20241,الرياض,الرياض,النظيم,شقة,5,2962150,607.31,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,طويق,شقة,257,168709481.3,44513.596,3782.073865,4413,3294.36
2024,1,الربع الأول,20241,الرياض,الرياض,ظهرة البديعة,شقة,8,5177500,1200.36,4371.603734,4862.68,4109.31
2024,1,الربع الأول,20241,الرياض,الرياض,ظهرة لبن,شقة,270,164899890.7,38947.763,4355.284573,5382.45,3080.52
2024,1,الربع الأول,20241,الرياض,الرياض,بنبان,شقة,11,7783718,1926.07,4267.357557,4402.73,4103.17
2024,1,الربع الأول,20241,الرياض,الرياض,لبن,شقة,63,36380223,8734.37,4303.192372,4831.4,3855.54
2024,1,الربع الأول,20241,الرياض,الرياض,مغرزات,شقة,34,35721070.17,4594.64,8036.910134,8525.78,7594.59
2024,1,الربع الأول,20241,الرياض,الرياض,طيبة,شقة,6,2780655,920.85,3447.168324,3508.29,3385.81
2024,1,الربع الأول,20241,الرياض,الرياض,العريجاء,عمارة,4,525000,114.19,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,سلطانة,عمارة,3,1800000,475.92,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,غبيرا,عمارة,1,400000,120,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,البطيحا,عمارة,1,300000,161.89,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الشميسي,عمارة,2,1800000,317.97,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,المرقب,عمارة,1,650000,288.16,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,منفوحة الجديدة,عمارة,3,2850000,485.35,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,العود,عمارة,1,400000,196,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,ثليم,عمارة,1,244000,146.3,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,البديعة,عمارة,2,520000,217.8,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,العمل,عمارة,3,4100000,524.65,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,المروة,عمارة,1,1260000,414.09,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,اليمامة,عمارة,1,500000,177.75,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,منفوحة,عمارة,3,1580000,394.45,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,العريجاء الغربي,عمارة,1,300000,108.9,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الأندلس,فيلا,17,28966668,4479.77,6942.534376,7508.98,6535.95
2024,1,الربع الأول,20241,الرياض,الرياض,البيان,فيلا,17,14533349.53,3131,4739.12881,5226.8,4090.27
2024,1,الربع الأول,20241,الرياض,الرياض,الربيع,فيلا,6,18300000,2060.81,8914.309953,9076.92,8765.78
2024,1,الربع الأول,20241,الرياض,الرياض,الجزيرة,فيلا,6,8257642,2904,3372.933884,3615.7,3099.17
2024,1,الربع الأول,20241,الرياض,الرياض,الجنادرية,فيلا,412,344997630.9,126136.156,2522.946405,2682.43,2375
2024,1,الربع الأول,20241,الرياض,الرياض,إشبيلية,فيلا,34,68124736.48,10994.14,6185.346314,7166.67,5428.22
2024,1,الربع الأول,20241,الرياض,الرياض,أم الحمام الشرقي,فيلا,3,3600000,522.78,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,البديعة,فيلا,2,3021350.88,981.04,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,التعاون,فيلا,5,18660000,1678.68,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الرمال,فيلا,344,508137332.4,103265.12,4952.530739,5921.42,4193
2024,1,الربع الأول,20241,الرياض,الرياض,الخزامى,فيلا,1,4748285.41,375,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الخليج,فيلا,25,46472212.3,8926.03,4946.017046,6056.37,4184.42
2024,1,الربع الأول,20241,الرياض,الرياض,الإزدهار,فيلا,7,13982800,1503.59,9627.346643,11647.73,8777.7
2024,1,الربع الأول,20241,الرياض,الرياض,البرية,فيلا,1,700000,194.57,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,أحد,فيلا,10,9326684,3201.4,2947.490847,3166.67,2811.83
2024,1,الربع الأول,20241,الرياض,الرياض,الرفيعة,فيلا,22,42320610.96,5652.275,6916.30086,7908.28,5789.25
2024,1,الربع الأول,20241,الرياض,الرياض,الحزم,فيلا,71,70719448.54,17872.7,3993.578468,4630.73,3399.08
2024,1,الربع الأول,20241,الرياض,الرياض,الحمراء,فيلا,10,29090840,3979.59,7679.119905,8818.34,6518.52
2024,1,الربع الأول,20241,الرياض,الرياض,الخالدية,فيلا,4,3340000,1272.49,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الشفا,فيلا,64,66923055.51,19352.16,3360.882648,4147.7,3171.92
2024,1,الربع الأول,20241,الرياض,الرياض,الحائر,فيلا,3,1490000,598.85,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الروضة,فيلا,27,49261500,8277.43,6517.829736,8170.6,5261.99
2024,1,الربع الأول,20241,الرياض,الرياض,الصحافة,فيلا,17,147047712,9436.13,11020.26016,16750,8333.33
2024,1,الربع الأول,20241,الرياض,الرياض,الصفا,فيلا,12,18419914,3103.19,4713.729219,6505.33,4300
2024,1,الربع الأول,20241,الرياض,الرياض,العقيق,فيلا,9,59580395,6143.09,8198.723146,9562.53,7500
2024,1,الربع الأول,20241,الرياض,الرياض,الجرادية,فيلا,22,18472983,4884.43,3783.979643,5177.3,2675.23
2024,1,الربع الأول,20241,الرياض,الرياض,الدريهمية,فيلا,7,4837000,1106.44,3730.363459,4409.86,2984.88
2024,1,الربع الأول,20241,الرياض,الرياض,الدار البيضاء,فيلا,117,114537487.6,37650.37,3171.761967,4000,2272.73
2024,1,الربع الأول,20241,الرياض,الرياض,الربوة,فيلا,27,77556761.66,10483.335,8096.858483,9535.51,5866.67
2024,1,الربع الأول,20241,الرياض,الرياض,الرحمانية,فيلا,8,29850000,2906.78,12247.57459,12847.22,11932.14
2024,1,الربع الأول,20241,الرياض,الرياض,الروابي,فيلا,2,5300000,671.005,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,السويدي الغربي,فيلا,14,11340000,2657.28,4888.578076,5284.36,4567.53
2024,1,الربع الأول,20241,الرياض,الرياض,الشهداء,فيلا,7,22112324,2308.4,8607.642258,10946.75,7178.87
2024,1,الربع الأول,20241,الرياض,الرياض,السليمانية,فيلا,16,79013333.35,9376.165,7450.794608,8534.62,6590.91
2024,1,الربع الأول,20241,الرياض,الرياض,الرائد,فيلا,3,4970000,459.08,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,السعادة,فيلا,22,19249955,4300.28,4805.799354,6023.68,4101.33
2024,1,الربع الأول,20241,الرياض,الرياض,السلي,فيلا,6,6025000,1003.22,5798.976449,6304.84,4396.46
2024,1,الربع الأول,20241,الرياض,الرياض,السلام,فيلا,3,5260000,937.5,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,السويدي,فيلا,84,68004541.2,26585.34,2633.293581,3854.17,1700
2024,1,الربع الأول,20241,الرياض,الرياض,الضباط,فيلا,12,29607573.98,5693.84,4510.375252,5397.3,3800
2024,1,الربع الأول,20241,الرياض,الرياض,الزهرة,فيلا,17,12810323,3016.92,4290.82271,4599.49,3857.69
2024,1,الربع الأول,20241,الرياض,الرياض,العزيزية,فيلا,106,74635287,21031.1,3595.945088,4110.08,3155.71
2024,1,الربع الأول,20241,الرياض,الرياض,المربع,فيلا,1,1140000,475,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الشميسي,فيلا,9,6210000,1470.35,4239.115571,4740.15,3446.3
2024,1,الربع الأول,20241,الرياض,الرياض,العريجاء الأوسط,فيلا,2,1973171,650.72,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الغنامية,فيلا,42,27121588.5,24864.186,925.9189873,1406.25,750
2024,1,الربع الأول,20241,الرياض,الرياض,الفيحاء,فيلا,21,29951278.33,6330.1,5251.517078,6175.9,3866.67
2024,1,الربع الأول,20241,الرياض,الرياض,العارض,فيلا,216,492891065.6,59880.3208,8204.399944,9267.84,7053.2
2024,1,الربع الأول,20241,الرياض,الرياض,العريجاء الغربي,فيلا,3,3099900,934.5,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,المعذر,فيلا,2,4250000,514.95,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,العليا,فيلا,10,28239000,3376.095,8279.671493,10631.81,6583.33
2024,1,الربع الأول,20241,الرياض,الرياض,العريجاء,فيلا,2,1690000,627.38,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,القيروان,فيلا,38,160494675.5,15882.78,9616.243744,12142.85714,7700
2024,1,الربع الأول,20241,الرياض,الرياض,المرسلات,فيلا,3,10593800,1230,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,القدس,فيلا,10,23585000,3256.43,7058.564889,8204.24,6724.64
2024,1,الربع الأول,20241,الرياض,الرياض,المروج,فيلا,4,14250000,1968.04,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الملك فيصل,فيلا,12,25150000,4099.925,6639.00136,8000,5333.33
2024,1,الربع الأول,20241,الرياض,الرياض,النزهة,فيلا,6,24187375,3297.26,6796.91358,7000,6550
2024,1,الربع الأول,20241,الرياض,الرياض,العوالي,فيلا,22,19087309,4919.19,3742.86188,4326.81,3389.44
2024,1,الربع الأول,20241,الرياض,الرياض,المدينة الصناعية الجديدة,فيلا,9,15790400,10800,1347.958333,2166.67,1150
2024,1,الربع الأول,20241,الرياض,الرياض,الفلاح,فيلا,1,7350000,1050,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,القادسية,فيلا,27,42397201.63,8140.83,5359.95859,6080,4200
2024,1,الربع الأول,20241,الرياض,الرياض,الملك سلمان,فيلا,2,4195000,914.48,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الملقا,فيلا,120,760960222.6,60599.8324,12534.22351,14287.47,9802.38
2024,1,الربع الأول,20241,الرياض,الرياض,المعيزيلة,فيلا,12,17303046.9,3673.45,4731.034338,5192.26,4102.56
2024,1,الربع الأول,20241,الرياض,الرياض,النظيم,فيلا,20,23608550.15,6030.3,3830.294906,4320,3365.33
2024,1,الربع الأول,20241,الرياض,الرياض,الملز,فيلا,14,32047799.99,6289.58,4654.805821,5652,3428.57
2024,1,الربع الأول,20241,الرياض,الرياض,المحمدية,فيلا,22,97495218.01,8595.81,12605.26441,14895.39,10000
2024,1,الربع الأول,20241,الرياض,الرياض,المروة,فيلا,2,1621125,386.84,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,المصيف,فيلا,13,38535858,5513.185,6383.380363,8211.72,3663.043478
2024,1,الربع الأول,20241,الرياض,الرياض,النسيم الغربي,فيلا,22,27540010.08,6943.11,3842.735653,4639.06,3412.46
2024,1,الربع الأول,20241,الرياض,الرياض,المهدية,فيلا,273,456213297.8,96745.87,4648.852788,6349.21,3809.52
2024,1,الربع الأول,20241,الرياض,الرياض,النخيل,فيلا,66,440483658.9,32286.43,13100.3306,14245.49,12240
2024,1,الربع الأول,20241,الرياض,الرياض,المونسية,فيلا,112,207495364.2,29630.28,6890.683207,7575.76,5925.93
2024,1,الربع الأول,20241,الرياض,الرياض,اليرموك,فيلا,47,81113619.34,12607.47,7035.584562,7800,5800
2024,1,الربع الأول,20241,الرياض,الرياض,حطين,فيلا,52,326014626.5,25585.805,12602.19431,14018.45,11428.57
2024,1,الربع الأول,20241,الرياض,الرياض,الملك فهد,فيلا,12,35197000,4589.02,7863.88661,10000,6363.636364
2024,1,الربع الأول,20241,الرياض,الرياض,المنار,فيلا,8,14550000,3307.91,4441.624365,4500,4347.83
2024,1,الربع الأول,20241,الرياض,الرياض,الناصرية,فيلا,1,24933000,12466.5,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,النرجس,فيلا,380,1103354586,115066.32,9837.271744,11518.93,7873.52
2024,1,الربع الأول,20241,الرياض,الرياض,عرقة,فيلا,15,60025000,7512.47,7713.438105,9972.08,5316.93
2024,1,الربع الأول,20241,الرياض,الرياض,لبن,فيلا,9,18871060.18,3834.828,5094.286081,5533.33,4361.87
2024,1,الربع الأول,20241,الرياض,الرياض,الندى,فيلا,9,35365800,2934.2,11077.5428,12156.86,10704.61
2024,1,الربع الأول,20241,الرياض,الرياض,النهضة,فيلا,38,70232552.34,13182.16,5699.616981,6404.76,4786.47
2024,1,الربع الأول,20241,الرياض,الرياض,عكاظ,فيلا,164,146228151.3,42857.025,3447.98059,4070.83,2929.38
2024,1,الربع الأول,20241,الرياض,الرياض,النفل,فيلا,11,24512948.83,2817.78,9004.112808,10555.56,7662.38
2024,1,الربع الأول,20241,الرياض,الرياض,الوشام,فيلا,3,2400000,983.94,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,ظهرة البديعة,فيلا,3,2500000,893.02,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,النموذجية,فيلا,1,8000000,2400,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الياسمين,فيلا,64,504742817.4,35387.643,11386.16861,14150,7528.08
2024,1,الربع الأول,20241,الرياض,الرياض,بدر,فيلا,661,533767177,165833.2925,3370.648135,3976.86,2830.79
2024,1,الربع الأول,20241,الرياض,الرياض,سلطانة,فيلا,10,6920000,2055.14,3536.519475,4481.96,2491.69
2024,1,الربع الأول,20241,الرياض,الرياض,شبرا,فيلا,7,5057712,1143.22,4573.791349,4869.94,4340.91
2024,1,الربع الأول,20241,الرياض,الرياض,عريض,فيلا,47,18752000,15311.23,1154.998235,1255.56,1100
2024,1,الربع الأول,20241,الرياض,الرياض,الوادي,فيلا,13,27723370,3257.98,8449.292838,9855.06,7652.17
2024,1,الربع الأول,20241,الرياض,الرياض,الورود,فيلا,13,27686020,2597.88,9548.371961,11364.07,8157.1
2024,1,الربع الأول,20241,الرياض,الرياض,بنبان,فيلا,52,58713253.5,19408.02,3005.10553,4301.02,2222.22
2024,1,الربع الأول,20241,الرياض,الرياض,عليشة,فيلا,6,14542000,4241,2237.438424,2300,2200
2024,1,الربع الأول,20241,الرياض,الرياض,غرناطة,فيلا,6,13913000,1535,9107.981221,9120,9090.91
2024,1,الربع الأول,20241,الرياض,الرياض,قرطبة,فيلا,28,65844800,8258.17,8103.448603,9722.22,6980
2024,1,الربع الأول,20241,الرياض,الرياض,الهدا,فيلا,40,162637782,17148.905,9393.729557,10609.66,7384.63
2024,1,الربع الأول,20241,الرياض,الرياض,طيبة,فيلا,27,21490287,6812.72,3275.575656,3720.61,2782.68
2024,1,الربع الأول,20241,الرياض,الرياض,ديراب,فيلا,4,2590000,876.69,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,مغرزات,فيلا,1,3250000,416.73,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,ضاحية نمار,فيلا,122,122022921,55394.88,1953.241523,2800,1388.89
2024,1,الربع الأول,20241,الرياض,الرياض,طويق,فيلا,475,526079821.5,133728.915,4089.814764,4880.95,3308.82
2024,1,الربع الأول,20241,الرياض,الرياض,ظهرة لبن,فيلا,152,227093631.3,55325.245,3888.957469,5000,3200
2024,1,الربع الأول,20241,الرياض,الرياض,منفوحة الجديدة,فيلا,1,350000,269.85,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,نمار,فيلا,12,12036900,3538.27,3098.717803,3896.74,2374.16
2024,1,الربع الأول,20241,الرياض,الرياض,ديراب,قطعة أرض- زراعي,1,550000,2500,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الحائر,قطعة أرض- زراعي,1,850000,2000,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,الملك سلمان,قطعة أرض- زراعي,1,150000,2000,NULL,NULL,NULL
2024,1,الربع الأول,20241,الرياض,الرياض,لبن,قطعة أرض- زراعي,1,7500000,5000,NULL,NULL,NULL
