السنة,الربع,الربع ,المنطقة,المدينة,الحي,نوع العقار,تصنيف العقار,عدد الصكوك ,قيمة الصفقات,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2025,3,الربع الثالث,الرياض,الزلفي,السيح,أرض,سكني,1,3339.05,1637.4,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العارض,أخرى,تجاري,1,7200000,900,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المروة,أرض,سكني,2,2350000,1125,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المرسلات,أرض,تجاري,1,7200000,1400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,عتيقة,أخرى,أخرى,1,350000,171,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,العيون,أرض,سكني,3,421000,1067.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المجمعة,المطار,أرض,سكني,1,600000,625,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المزاحمية,أخرى,أرض,تجاري,2,26485000,29329.47,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,مطار الملك خالد الدولي,فيلا,سكني,1,2094000,296.71,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الرفيعة,أرض,سكني,2,1996522,495,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النسيم الشرقي,أرض,تجاري,3,7508000,1990,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الربيع,دوبلكس,سكني,1,2800000,250,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الشميسي,أرض,سكني,4,1492342,917.72,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حوطة بني تميم,السعودية,أرض,سكني,2,2000,625,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,لبن,أرض,سكني,5,4784164.04,1545,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,طيبة,دور,سكني,5,4035000,1066.96,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ظهرة لبن,مبنى,تجاري,1,2300000,400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,شقراء,الوقف,أرض,سكني,1,250000,780,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملز,مبنى,تجاري,4,36300141.04,3056.37,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,السلام,أرض,تجاري,1,500000,100,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الحزم,أرض,تجاري,4,6632700,2927,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الوسام,أرض,زراعي,2,2000000,4184.85,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الحريق,المفيجر,أرض,سكني,1,90000,690,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ظهرة البديعة,أرض,تجاري,2,5870000,1394.8,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حوطة بني تميم,المصيف,أرض,سكني,2,380000,1250,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الافلاج,أخرى,أرض,تجاري,5,1546000,9122.58,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المروة,أخرى,تجاري,3,2992500,1425,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,عرقة,فيلا,سكني,2,5871152,700.7,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الريان,دوبلكس,سكني,2,5362721,653.07,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفاروق,دور,سكني,2,2000000,404.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,أم الحمام الغربي,أرض,تجاري,1,6000000,565,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النرجس,مبنى,تجاري,3,467630304.3,27337.02,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النزهة,شقة,سكني,3,4300000,383.24,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفاروق,شقة,سكني,3,1535000,417.2,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,طويق,أرض,سكني,4,2150000,1902.13,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الضباط,فيلا,سكني,2,8128682,861.31,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المحمدية,شقة,سكني,1,1999000,121.8,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,الورود,أرض,سكني,5,540000,2563.35,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المصيف,فيلا,سكني,4,15988000,1956,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العريجاء الغربي,أرض,تجاري,3,5540000,1388,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العزيزية,مبنى,تجاري,1,6719999.98,2700.28,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السليمانية,مبنى,تجاري,1,13112415,971.29,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حريملاء,أخرى,أرض,سكني,5,6395000,2898.75,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ظهرة البديعة,فيلا,سكني,5,7652856.57,1862.24,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السليمانية,دور,سكني,1,2150000,174.43,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,مغرزات,شقة,سكني,4,4488000,451.65,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,أحد,دوبلكس,سكني,1,699500,250,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القادسية,أخرى,سكني,2,2041200,567,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الواحة,أرض,تجاري,1,60000,630,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,العالية,دور,سكني,1,728568,329.25,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الزهرة,أرض,سكني,1,700000,312.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,شبرا,مبنى,تجاري,2,1260000,800,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الديرة,عمارة,سكني,1,1000,19.38,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,اليمامة,أخرى,أخرى,1,160000,119.08,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,جرير,شقة,سكني,3,2567760.52,326.23,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الروضة,مبنى,تجاري,1,4550000,810,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المصفاة,أرض,تجاري,3,21885987.5,17121.27,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الزهرة,مبنى,تجاري,1,3200000,625,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المصفاة,أخرى,أخرى,3,3410000,1900,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الحمراء,أخرى,أخرى,1,12200000,11000,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السلام,شقة,سكني,1,800000,144.59,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الحريق,المدينة الجديدة,أرض,سكني,5,1175000,2761.22,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,الملك سلمان,أرض,تجاري,1,150000,258.42,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الهداء,أرض,تجاري,1,600000,600,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,شقراء,الفلاح,أرض,سكني,1,260000,750,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ديراب,فيلا,سكني,1,1000000,305,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الخالدية,فيلا,سكني,1,350000,312.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,البرية,دور,سكني,1,680000,174.98,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,النهضة,أخرى,أخرى,1,350000,400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الشميسي,فيلا,سكني,4,2220000,693.49,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الوزارات,أخرى,سكني,4,3325000,438.75,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القادسية,أخرى,أخرى,1,871017,275,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ثليم,أخرى,أخرى,4,1487777,370.55,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,عرقة,أرض,سكني,4,7480000,825.26,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العاصمة,أرض,سكني,1,3869296.69,300,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الوزارات,دوبلكس,سكني,1,2300000,225,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,منفوحة الجديدة,دوبلكس,سكني,2,400000,434.89,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المعيزيلة,دوبلكس,سكني,2,2780000,802.44,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الورود,شقة,سكني,3,7130000,607.31,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,طويق,أخرى,أخرى,3,2370000,515.05,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,التعاون,دوبلكس,سكني,1,3600000,200,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الجرادية,أخرى,أخرى,2,665000,278.82,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,التعاون,أرض,سكني,1,2757000,358,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,سدرة,أرض,تجاري,1,2200000,240,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,النخيل,أرض,سكني,3,1900000,15000,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملك فيصل,أرض,سكني,3,5830000,1125,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الأندلس,فيلا,سكني,2,3407774.35,1200,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حريملاء,النهضة,أرض,سكني,1,840000,450,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السلام,فيلا,سكني,2,3900000,660,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العليا,أرض,تجاري,3,86365410,4543.46,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حوطة بني تميم,أخرى,أخرى,أخرى,1,28000,151.66,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العود,أرض,تجاري,1,120000,86.67,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,قرطبة,أخرى,أخرى,1,4925535,240.27,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السلام,أرض,تجاري,1,100000,500,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الشهداء,أرض,سكني,2,230000,1380,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ظهرة لبن,أخرى,سكني,1,8000000,1050,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الغنامية,فيلا,سكني,5,10507090,7028.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القادسية,مبنى,تجاري,1,5000000,900,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملك عبدالله,أخرى,سكني,1,8125000,1250,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الوادي,أرض,سكني,1,1109865.56,210,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,بدر,أخرى,تجاري,3,2100000,1760,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملقا,أخرى,سكني,2,68500000,2561.82,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,النخيل,أرض,زراعي,2,1010000,10000,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العوالي,أرض,تجاري,4,9514000,3150,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الندوة,فيلا,سكني,3,5843680.04,2055,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,مرات,أخرى,أرض,زراعي,1,3000000,1000000,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الدار البيضاء,مبنى,تجاري,4,9530000,2323,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حريملاء,حي ج7,دور,سكني,1,672000,182.65,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الريان,أرض,سكني,1,2950000,500,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الصحافة,فيلا,سكني,5,15083135,1798.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الياسمين,أرض,تجاري,2,343000000,6850.3,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المروة,مبنى,تجاري,2,2152500,1025,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العريجاء الأوسط,أرض,تجاري,1,1300000,400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,اليرموك,أرض,تجاري,1,660000,751.69,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملك عبدالعزيز,أرض,سكني,2,4400000,807.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الافلاج,أخرى,فيلا,سكني,1,25000,360.85,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ظهرة البديعة,شقة,سكني,4,2308000,464.64,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,البيان,أرض,تجاري,2,7805415,1949.465,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المنصورية,فيلا,سكني,1,7600000,5400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المجمعة,الملك فهد,أرض,سكني,5,1140000,3067,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الوزارات,فيلا,سكني,2,3855000,512.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,بدر,أرض,تجاري,4,6977500,3247.51,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,العالية,أرض,سكني,2,750000,857.05,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,أخرى,أرض,تجاري,4,27767600,22140.43,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,عليشة,فيلا,سكني,1,6200000,898.29,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الشفاء,فيلا,سكني,5,4715885.96,2185.48,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,شقراء,النخيل,أرض,سكني,1,105000,345,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العقيق,دور,سكني,3,6330000,647.97,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,أم الحمام الشرقي,أرض,سكني,3,5291925.54,2251.8,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المعذر,فيلا,سكني,2,3750000,650,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السويدي الغربي,أرض,سكني,2,3570000,1625,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الزهرة,أرض,تجاري,2,2927812.5,1100,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ثليم,أرض,سكني,2,312000,197.7,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,ضرما,أخرى,فيلا,سكني,2,830000,817.25,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القادسية,دور,سكني,4,3950000,833.71,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الربوة,دور,سكني,1,1360000,165.03,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النفل,أخرى,أخرى,1,122000000,12000,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفلاح,مبنى,تجاري,4,255460156,15430,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,فرزان,أرض,سكني,1,245000,600,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,وادي الدواسر,أخرى,أرض,تجاري,1,3300000,4150.72,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,وادي لبن,فيلا,سكني,3,4530000,1000,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العود,فيلا,سكني,2,540000,926.46,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الملقا,دور,سكني,2,620000,347.16,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المرجان,دوبلكس,سكني,1,950000,241.32,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الدلم,أخرى,شقة,سكني,3,1518093,924.12,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,قرطبة,أرض,سكني,2,440000,1362.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,غرناطة,فيلا,سكني,2,2960291.51,1075,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,ضرما,أخرى,أرض,تجاري,2,1650000,1356.75,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الزاهر,أرض,تجاري,1,134375,313.7,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النخيل,أخرى,سكني,1,13000000,1050,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,سمنان,أرض,سكني,2,126242.46,934,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الحزم,شقة,سكني,1,670000,188.53,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,جرير,دور,سكني,1,1150000,180.48,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المربع,دور,سكني,5,5500000,723.02,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,اليرموك,أرض,تجاري,3,1750000,1926.61,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المهدية,أرض,تجاري,1,2400000,400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملك فهد,فيلا,سكني,5,20064846,2801,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المصيف,أرض,تجاري,1,94668672,7696.64,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المنصورية,أرض,تجاري,3,30328000,17500,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,أخرى,دوبلكس,سكني,1,80000,235.14,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,النهضة,أرض,سكني,1,40000,625,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,البديعة,أرض,سكني,1,3299406,999.82,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الربوة,أرض,سكني,4,10675710,2212.78,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,مشرف,دور,سكني,1,735000,327.08,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الحمراء,أرض,سكني,1,4900000,375,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,جبرة,عمارة,سكني,1,800000,177.6,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,عفيف,أخرى,شقة,سكني,1,419154,130.99,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الوادي,دوبلكس,سكني,2,2700000,455,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,أحد,أرض,سكني,4,3971593.69,1909.9,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,مرات,أخرى,أرض,تجاري,1,80000,625,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الحريق,أخرى,أرض,زراعي,1,650000,2352.13,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,أم الحمام الغربي,فيلا,سكني,2,5550000,938.04,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المربع,شقة,سكني,4,2100000,362.22,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,عريض,فيلا,سكني,4,2255000,1760,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القيروان,دوبلكس,سكني,1,694148,200,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,حطين,أخرى,سكني,1,50000000,2750,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفيصلية,أرض,تجاري,1,2549610,945,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المروة,شقة,سكني,4,2306400,581.12,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,القطار,دوبلكس,سكني,1,135000,221.36,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المجمعة,الرفيعة,أرض,سكني,1,600000,1400.64,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفيحاء,أرض,سكني,2,2495000,790,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العود,أخرى,أخرى,3,2056273.72,505.28,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الروابي,دوبلكس,سكني,2,4700000,400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الرفيعة,فيلا,سكني,2,6950000,672.26,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,أخرى,فيلا,سكني,1,450000,445.45,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الزهرة,دور,سكني,3,2535000,600.31,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الضباط,أرض,سكني,5,12196852.87,2406.93,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النهضة,أرض,سكني,2,3225600,672,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العارض,أخرى,سكني,2,2311033,372.77,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المنار,دور,سكني,4,4871150,780.19,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النخيل,أرض,تجاري,1,30800000,2200,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,اليمامة,أرض,سكني,2,1000000,637,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العليا,دور,سكني,5,9554000,805.26,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,طيبة,شقة,سكني,4,2000700,472.54,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفيحاء,فيلا,سكني,5,5698792.43,1805,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السليمانية,أرض,سكني,3,12673311,2170.125,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المرسلات,شقة,سكني,1,1610000,111.93,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,حوطة بني تميم,السلام,أرض,سكني,1,300000,615,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الملقا,دور,سكني,1,2550000,199.74,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المعيزيلة,أرض,سكني,4,10350000,2376,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المشرق,أرض,تجاري,1,1300000,900,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,السلام,أخرى,أخرى,2,275000,252.33,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,طويق,مبنى,تجاري,3,6851579.55,1980,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,أم الحمام الغربي,دوبلكس,سكني,5,14363650,1879.22,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الجنادرية,مبنى,تجاري,1,4974940,2487.47,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,السليمانية,شقة,سكني,1,2080000,200.27,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,التعاون,شقة,سكني,3,3290000,453.73,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,شقراء,البساتين,أرض,سكني,2,700000,1236,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الفيحاء,أرض,تجاري,1,1900000,375,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النسيم الشرقي,أرض,سكني,4,3227372.95,1638,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الرفيعة,أخرى,أخرى,1,12129000,43508.4,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الصفاء,دور,سكني,2,2550000,270.13,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الحزم,دور,سكني,2,1780000,420.77,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الجزيرة,فيلا,سكني,1,1000000,484,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الخرج,الديرة في الهياثم,أرض,سكني,2,200000,605.36,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,شبرا,فيلا,سكني,4,4200000,1789.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,النزهة,دور,سكني,1,1523000,157.2,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الخزامى,فيلا,سكني,1,8088740,705,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المزاحمية,أخرى,شقة,سكني,4,2674690,833.9,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المنصورة,مبنى,تجاري,1,3024000,672,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الزهرة,أخرى,سكني,1,2100000,500,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القيروان,مبنى,تجاري,3,22200000,2400,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المناخ,فيلا,سكني,2,4105000,1850,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,شقراء,أخرى,أخرى,أخرى,2,1416000,301.08,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المزاحمية,أخرى,دوبلكس,سكني,1,644500,388.5,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,الربوة,أرض,سكني,1,50496.44,675,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,العارض,أخرى,أخرى,1,6625000,1250,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,المجمعة,أخرى,أخرى,أخرى,1,50000,173.46,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,المونسية,أرض,تجاري,5,156264500,24991.45,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,القادسية,فيلا,سكني,5,10210000,2076.74,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,ديراب,أرض,تجاري,2,2500000,1250,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الصالحية,أخرى,أخرى,2,300000,146.53,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الرياض,الريان,دور,سكني,4,5203300,720.6,NULL,NULL,NULL
2025,3,الربع الثالث,الرياض,الزلفي,الياسمين,أرض,سكني,3,375000,1950,NULL,NULL,NULL
