name,lat,lon,capacity
Cedar Ave & W Fordham Rd,40.86156,-73.91219,24
34 St & 4 Ave,40.655278,-74.003101,23
63 Dr & 102 St,40.73244,-73.85404,0
64 Ave & 108 St,40.73305,-73.84942,0
98 St & 64 Rd,40.72973,-73.85817,0
112 St & 67 Rd,40.72955,-73.84263,0
Yellowstone Blvd & 67 Rd,40.72782,-73.84924,0
108 St & Jewel Ave,40.72374,-73.8448,0
Queens Blvd S & Yellowstone Blvd,40.72261,-73.84721,0
Queens Blvd S & 76 Rd,40.7172,-73.83524,0
65 St & 35 Ave,40.75053,-73.8977,25
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,0
Eldert St & Bushwick Ave,40.68652,-73.91321,22
Riverdale Ave & W 254 St,40.90207,-73.90578,12
46 St & 7 Ave,40.644743,-74.003754,21
Albany Ave & Carroll St,40.6667,-73.93972,19
Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369,23
E 196 St & Valentine Ave,40.86744,-73.89198,25
Amsterdam Ave & W 136 St,40.819746,-73.951819,21
33 St & 47 Ave,40.74283,-73.9321,24
Broadway & 31 St,40.76194,-73.92513,35
21 Ave & Shore Blvd,40.783956,-73.916894,21
W 25 St & 9 Ave,40.747832605837715,-74.0005722643582,68
Riverside Dr & W 145 St,40.827305,-73.951989,35
St Ann's Ave & Westchester Ave,40.815887,-73.911918,19
Vernon Blvd & 10 St,40.7671863,-73.9373554,41
E 170 St & Webster Ave,40.83617913677475,-73.90730146322765,25
99 St & 35 Ave,40.75404,-73.86887,23
Southern Blvd & E 142 St,40.807347437082,-73.90809774398804,23
Albemarle Rd & E 21 St,40.64741,-73.95933,21
28 St & 36 Ave,40.757186,-73.932719,29
Eastern Pkwy & Franklin Ave (SW Corner),40.670529,-73.958222,30
38 St & 30 Ave,40.764174520197685,-73.91583994030952,27
Sands St & Jay St,40.700119,-73.9862,48
Broadway & W 133 St,40.8190344,-73.956156,21
79 St & Roosevelt Ave,40.74718,-73.88675,23
23 Rd & 31 St,40.77336750284339,-73.91382560133934,21
Marcy Ave & Rutledge St,40.703681,-73.95427,19
Hamilton Pl & W 140 St,40.822756,-73.951346,21
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,21
Schenectady Ave & Prospect Pl,40.67351,-73.93363,19
Park Pl & Franklin Ave,40.67418106036449,-73.95655458212127,20
W 11 St & 6 Ave,40.73532427,-73.99800419,79
40 St & 3 Ave,40.6535,-74.00902,31
E 63 St & 3 Ave,40.763954,-73.9646,57
60 St & 37 Ave,40.74952,-73.90265,19
Ditmars Blvd & 43 St,40.771203,-73.903865,27
43 Ave & 42 St,40.74534682580983,-73.9219419658184,24
Faile St & Garrison Ave,40.820578,-73.888271,19
E 8 St & Beverley Rd,40.64369,-73.97163,12
Morris Ave & McClellan St,40.831584,-73.9149,22
Wakeman Pl & Ridge Blvd,40.639421,-74.026823,19
21 St & 43 Ave,40.75052534,-73.94594845,27
30 Ave & 80 St,40.76109,-73.88838,19
Forest Ave & Summerfield St,40.69922,-73.89795,23
64 St & Woodbine St,40.70809,-73.89549,19
E 156 St & Brook Ave,40.819823,-73.912411,19
Brook Ave & E 138 St,40.807408,-73.91924,23
Queens Blvd & 56 Ave,40.73481,-73.87431,38
Broadway & 49 St,40.755389,-73.911517,25
20 Ave & 42 St,40.775415,-73.900063,21
Arion Pl & Broadway,40.697891,-73.936642,20
W 43 St & 10 Ave,40.76009437,-73.99461843,117
Claflin Ave & Reservoir Ave,40.87398,-73.89943,19
24 Ave & 29 St,40.7729,-73.916142,45
Huron St & Franklin St,40.73266,-73.95826,35
Scholes St & Lorimer St,40.708323,-73.948732,27
Ave D & E 8 St,40.72368361,-73.97574813,30
Clarkson Ave & Utica Ave,40.65666,-73.93109,20
Chauncey St & Malcolm X Blvd,40.68044,-73.92842,24
Knickerbocker Ave & Hancock St,40.69385,-73.90974,22
W 84 St & Amsterdam Ave,40.78621,-73.9756,63
Longfellow Ave & E 165 St,40.825322,-73.887729,21
Fulton St & Adams St,40.692418292578466,-73.98949474096298,47
E 115 St & Lexington Ave,40.797911,-73.9423,25
34 Ave & 31 St,40.759604471387945,-73.92714411020279,19
Skillman Ave & 54 St,40.745502,-73.909887,19
20 Ave & 48 St,40.772899,-73.896849,23
McDonald Ave & Vanderbilt St,40.651654,-73.981231,21
Gillmore St & 27 Ave,40.76399,-73.8669,18
E 118 St & 3 Ave,40.799139,-73.9389152,31
Wyckoff St & 3 Ave,40.6827549,-73.98258555,22
Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,36
Greenwood Ave & E 4 St,40.650739,-73.977739,21
Central Park W & W 85 St,40.78476,-73.969862,38
N 5 St & Northside Piers,40.719876,-73.963865,45
Kingston Ave & Montgomery St,40.66481,-73.94269,19
Ovington Ave & 3 Ave,40.63487,-74.02625,16
Liberty St & Nassau St,40.70858894,-74.00935482,45
Lorimer St & Broadway,40.70411791,-73.94818595,29
Bronx Shore Comfort Station,40.80046,-73.92404,25
Spring St & Hudson St,40.72583996792375,-74.0076532959938,63
W 233 St & Albany Crescent,40.87979,-73.90164,20
Audubon Ave & W 192 St,40.85589030603889,-73.92708241939545,21
Cypress Ave & George St,40.69812,-73.90271,19
E 191 St & Bathgate Ave,40.8601,-73.8866,30
Paul Ave & W 205 St,40.87704,-73.88943,19
Lenox Ave & W 133 St,40.81296,-73.941878,27
Lexington Ave & E 120 St,40.8013066,-73.9398167,29
Sterling Pl & Classon Ave,40.6739411,-73.96026,29
5 Ave & 44 St,40.64865,-74.00646,24
31 Ave & 34 St,40.763154,-73.920827,23
37 Ave & 106 St,40.75397,-73.862,19
51 Ave & Van Loon St,40.73832,-73.87913,24
Ogden Ave & W 164 St,40.832812,-73.929372,19
30 St & 48 Ave,40.7413272,-73.937999,29
49 St & 25 Ave,40.764496,-73.904632,25
11 Ave & W 27 St,40.751396,-74.005226,45
53 St & Flushing Ave,40.71435,-73.91405,19
Seigel St & Humboldt St,40.704613,-73.940865,42
Shore Rd & Oliver St,40.61919,-74.0402,16
FDR Drive & E 35 St,40.744219,-73.97121214,123
65 St & Roosevelt Ave,40.74589,-73.89915,30
Broadway & Battery Pl,40.70463334,-74.01361706,52
E 91 St & 2 Ave,40.781152764279156,-73.94963040947914,73
E 75 St & 3 Ave,40.77112927,-73.95772297,41
Pike St & E Broadway,40.71406667,-73.99293911,34
Edgecombe Ave & W 141 St,40.820681,-73.945144,21
Dock 72 Way & Market St,40.69985,-73.97141,22
Prospect Park W & 20 St,40.656633,-73.983864,25
Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,23
Wyckoff Ave & Jefferson St,40.707165,-73.923711,27
60 St & 60 Rd,40.71592232709503,-73.90601366758347,19
W 116 St & Broadway,40.8082,-73.9641,43
Crescent Ave & Belmont Ave,40.85391,-73.8866,24
Driggs Ave & Lorimer St,40.72179134,-73.9504154,27
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,22
Benham St & Roosevelt Ave,40.74841,-73.8751,24
16 St & 4 Ave,40.666197,-73.992466,30
15 Ave & 37 St,40.63899,-73.98074,14
University Pl & E 14 St,40.734814,-73.992085,61
Market St & Henry St,40.71310702305908,-73.99446353316307,42
E 181 St & Bathgate Ave,40.85198,-73.89438,21
Amsterdam Ave & W 183 St,40.84925,-73.93022,21
Washington Pl & 6 Ave,40.73224119,-74.00026394,76
11 St & 43 Ave,40.75177,-73.94821,28
Congress St & Clinton St,40.68825516598005,-73.99545192718506,44
Howard St & Lafayette St,40.71910537,-73.99973337,39
Pacific St & Smith St,40.687880939612775,-73.98939281702042,47
St James Ave & 51 Ave,40.73813,-73.88104,21
Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,79
79 St & 37 Ave,40.74937,-73.88714,21
Marcy Ave & Hart St,40.693022,-73.94868,20
Amity St & Court St,40.68841885589487,-73.9931417101234,32
E 70 St & Madison Ave,40.77059,-73.96655,44
N 10 St & Berry St,40.720253,-73.957082,47
Tiebout Ave & E Fordham Rd,40.861915,-73.894831,31
48 St & 37 Ave,40.751555,-73.915026,29
Jerome Ave & Ogden Ave,40.829797,-73.931015,21
49 Ave & 21 St,40.74252,-73.948852,21
Ocean Pkwy & Church Ave,40.644718957635746,-73.97451460361481,25
Park Pl & Utica Ave,40.67242,-73.93094,21
30 Ave & 12 St,40.771717105208275,-73.93159255385399,33
Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057,24
Broadway & W 25 St,40.74286877312112,-73.98918628692627,109
Irving Ave & Jefferson St,40.70538,-73.92535,19
46 St & Queens Blvd,40.74349759836971,-73.91860529780388,33
S 5 Pl & S 5 St,40.710451,-73.960876,43
Somers St & Rockaway Ave,40.67872,-73.91105,20
Andrew Ave N & Hall of Fame Tce,40.85834,-73.91008,19
Central Park W & W 68 St,40.7734066,-73.97782542,43
Colonial Rd & 83 St,40.62691,-74.03564,16
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,48
W 235 St & Independence Ave,40.88641,-73.9144,18
Riverside Dr & W 104 St,40.8013434,-73.9711457439,58
32 Ave & 77 St,40.75727,-73.89024,23
Suydam St & Knickerbocker Ave,40.702013,-73.923769,27
Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,22
Park Ave & E 40 St,40.75112,-73.97851,72
34 St & 5 Ave,40.654098,-74.001131,19
Concourse Village West & E 156 St,40.823162,-73.923267,21
St Nicholas Terrace & Convent Ave,40.821294,-73.947868,24
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,23
Grand Concourse & E 181 St,40.85466,-73.9015,23
Woodside Ave & 55 St,40.74679,-73.90893,19
8 Ave & W 52 St,40.76370739,-73.9851615,31
Boston Rd & E 167 St,40.828199,-73.903719,21
Madison St & Malcolm X Blvd,40.68713,-73.93008,25
W 18 St & 6 Ave,40.73971301,-73.99456405,69
39 Dr & 52 St,40.74732,-73.91197,19
W 180 St & Fort Washington Ave,40.849972,-73.938423,24
Cypress Ave & Palmetto St,40.701573408737914,-73.90876293182373,25
Broadway & W 168 St,40.84089603193041,-73.93972098827362,31
43 Ave & 40 St,40.74562,-73.92402,21
Shore Rd & 97 St,40.61529,-74.03779,12
Thomas S. Boyland St & Fulton St,40.67854,-73.91367,24
Ocean Ave & Tennis Ct,40.64873,-73.96084,23
Rutland Rd & Brooklyn Ave,40.65969,-73.94517,25
Park Pl & Carlton Ave,40.677358,-73.97211,27
Lott St & Erasmus St,40.64949,-73.95408,19
Manhattan Ave & Leonard St,40.72084,-73.94844,18
Ithaca St & Baxter Ave,40.74638,-73.88322,25
E 89 St & 3 Ave,40.7806284,-73.9521667,39
Menahan St & Central Ave,40.69543,-73.9196,25
51 St & 43 Ave,40.74451,-73.91412,27
Intervale Ave & Kelly St,40.827301,-73.896372,20
Colonial Rd & Wakeman Pl,40.64067,-74.0294,18
Broadway & W 185 St,40.852538,-73.93441,21
Davidson Ave & W Burnside Ave,40.853646,-73.908731,32
Fulton St & Broadway,40.711066,-74.009447,49
Crown St & Troy Ave,40.66559,-73.93712,20
20 Ave & 31 St,40.78001336610564,-73.90667617321014,21
Plaza St East & Flatbush Ave,40.673134,-73.969106,63
98 St & 25 Ave,40.76454,-73.87171,20
Greenpoint Ave & Monitor St,40.73224,-73.94383,20
Judge St & Britton Ave,40.74454,-73.88112,23
W 10 St & Washington St,40.73342399437081,-74.00851495563984,68
74 St & Woodside Ave,40.74325,-73.89079,19
2 Ave & E 125 St,40.802554,-73.933509,30
11 Ave & Prospect Ave,40.65629,-73.977335,20
50 Ave & 65 St,40.73707,-73.90077,19
48 St & 2 Ave,40.650176,-74.015606,19
19 St & 8 Ave,40.658489,-73.985543,23
Center Blvd & 51 Ave,40.743366080270214,-73.95960688591003,23
48 Ave & 5 St,40.744363287066875,-73.9558732509613,79
Rugby Rd & Beverley Rd,40.64435,-73.96591,25
Broadway & 74 St,40.74653,-73.89121,28
Aqueduct Ave & North St,40.8604787,-73.9057169936,20
3 Ave & E 174 St,40.84224,-73.8985,35
58 St & Pier 4,40.646475,-74.026081,31
Kingsbridge Terrace & W 230 St,40.87555,-73.90212,20
E 11 St & 1 Ave,40.72953837,-73.98426726,61
43 Ave & 47 St,40.7448062877224,-73.91728967428207,33
Morgan Ave & Maspeth Ave,40.716657,-73.93637,25
Verveelen Pl & Broadway,40.87826,-73.90508,23
Bedford Ave & Beverley Rd,40.64491,-73.95487,24
Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,50
E 157 St & River Ave,40.825737,-73.927311,19
Bainbridge Ave & E 206 St,40.8751,-73.87941,23
58 St & 56 Dr,40.72419,-73.91244,19
Walton Ave & E 151 St,40.82090903827738,-73.92753845245076,29
Greenpoint Ave & West St,40.729803,-73.959099,35
Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,19
Eliot Ave & 60 Ln,40.71391,-73.90299,22
4 Ave & 72 St,40.63283,-74.02439,14
57 St & Grand Ave,40.71921,-73.9124,19
Seaman Ave & Beak St,40.867505,-73.926363,21
E 34 St & Linden Blvd,40.65302,-73.94599,24
30 Ave & 47 St,40.761294,-73.909562,21
Carroll St & Columbia St,40.6830456,-74.00348559,39
Corona Ave & 98 St,40.74448,-73.86516,19
St Johns Pl & Utica Ave,40.6705,-73.9308,21
34 Ave & 45 St,40.754795,-73.917014,23
Grand Concourse & E Mount Eden Ave,40.84301,-73.91172,19
E 89 St & York Ave,40.7779453,-73.946041,35
Franklin Ave & Quincy St,40.68636,-73.95678,23
Stratford Rd & Beverley Rd,40.64378,-73.96867,19
Stuyvesant Ave & Hart St,40.69465,-73.9343,27
39 Ave & 45 St,40.749478221834764,-73.91826465725897,19
39 Ave & 99 St,40.74962,-73.86677,21
E 169 St & Fox St,40.827184,-73.893721,19
E 19 St & Beverley Rd,40.64483,-73.9613,19
46 St & 30 Rd,40.76072,-73.910989,21
60 Pl & Linden St,40.70886,-73.90182,21
Pacific St & Rochester Ave,40.67639,-73.92748,19
Lenox Ave & W 130 St,40.8107922,-73.9430681,25
34 Ave & 83 St,40.753935004830225,-73.88390148299196,22
E 123 St & Lexington Ave,40.8029263,-73.9379,27
E 48 St & 3 Ave,40.7546011026,-73.971878855,78
94 St & 57 Ave,40.73628,-73.86752,25
E 20 St & FDR Dr,40.733208626522426,-73.9756813647,75
W 84 St & Columbus Ave,40.78499979,-73.97283406,35
E 27 St & Park Ave S,40.74275179648995,-73.9847157150507,69
Whitney Ave & Ketcham Pl,40.74249,-73.87809,25
S 4 St & Rodney St,40.70934,-73.95608,21
103 St & Martense Ave,40.74046,-73.8565,19
Halsey St & Ralph Ave,40.68494,-73.92299,20
Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,23
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,19
Clarkson Ave & E 40 St,40.65592,-73.94068,30
50 St & 7 Ave,40.642501,-74.006055,22
W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,39
Popham Ave & W 174 St,40.847746,-73.922079,20
Van Cortlandt Park S & Gouverneur Ave,40.88492,-73.89084,25
W 49 St & 8 Ave,40.76227205,-73.98788205,67
E 16 St & 5 Ave,40.73726186,-73.99238967,65
E 12 St & 3 Ave,40.73223272,-73.98889957,70
67 St & Erik Pl,40.633385,-74.016562,25
Steuben Ave & E 210 St,40.87985,-73.88083,20
4 Ave & 9 St,40.6705135,-73.98876585,31
E 170 St & Clay Ave,40.837213,-73.908345,24
E 49 St & Church Ave,40.65182,-73.93135,25
Eames Pl & Claflin Ave,40.8692,-73.90121,20
E Burnside Ave & Ryer Ave,40.850535,-73.901318,21
Little West St & 1 Pl,40.70569254,-74.01677685,35
10 St & 2 Ave,40.671907,-73.993612,19
Central Park S & 6 Ave,40.76590936,-73.97634151,73
E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931,19
E 8 St & Caton Ave,40.648055,-73.972432,30
88 St & Astoria Blvd,40.76424,-73.8812,20
W 170 St & University Ave,40.84207,-73.926075,22
Concord St & Bridge St,40.69766564,-73.98476437,19
5 St & 51 Ave,40.7423737,-73.9566,21
E 94 St & Madison Ave,40.785851052913884,-73.95482444378061,43
Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,19
8 Ave & W 31 St,40.7505853470215,-73.9946848154068,97
New York Ave & Lenox Rd,40.65458,-73.94716,24
University Ave & Morton Pl,40.85118155499655,-73.91465058978447,21
Jerome Ave & E Gun Hill Rd,40.88239,-73.88146,19
Beck St & Leggett Ave,40.815077,-73.899939,20
2 Ave & E 96 St,40.7839636,-73.9471673,45
48 Ave & 41 St,40.73985995699164,-73.92400324344635,21
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,23
Hudson St & W 13 St,40.74005708567285,-74.0052741765976,42
W 145 St & Amsterdam Ave,40.825244,-73.947257,24
St Nicholas Ave & W 150 St,40.827212,-73.942722,26
Waterloo Pl & Crotona Park East,40.839194,-73.888587,19
E 85 St & 3 Ave,40.77801203,-73.95407149,39
W Tremont Ave & Grand Ave,40.850036,-73.912785,21
W 40 St & 7 Ave,40.754818,-73.988154,45
5 Ave & E 78 St,40.77632142182271,-73.96427392959595,47
Palmetto St & Traffic Ave,40.70929,-73.89441,21
Hudson St & Reade St,40.71625008,-74.0091059,55
W 45 St & 8 Ave,40.75929124,-73.98859651,65
Lenox Ave & W 144 St,40.819783,-73.936521,22
Queens Blvd & Broadway,40.73672,-73.87728,25
Keegan Rd & 2 Ave,40.64243139706092,-74.0255355834961,35
99 St & Astoria Blvd,40.76196,-73.87042,23
Jay St & Tech Pl,40.695065,-73.987167,52
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,24
McKibbin St & Bogart St,40.706237,-73.933871,30
3 Ave & 17 St,40.666168,-73.995549,21
DeKalb Ave & Hudson Ave,40.689888,-73.981013,74
Southern Blvd & E 187 St,40.8535,-73.88177,23
E 1 St & Bowery,40.72486122254819,-73.99213135242462,44
E Tremont Ave & Jerome Ave,40.851747,-73.908964,20
Amsterdam Ave & W 125 St,40.813358,-73.956461,39
31 St & Ditmars Blvd,40.776168,-73.910485,24
Andrews Ave S & W 179 St,40.855156,-73.91278,20
25 Ave & 96 St,40.76447,-73.87369,21
Roosevelt Ave & 104 St,40.74984,-73.86156,24
111 St & 53 Ave,40.74336,-73.85129,25
W 43 St & 6 Ave,40.75527307,-73.98316936,63
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,56
Southern Blvd & E 172 St,40.834124,-73.88955,19
Windsor Pl & 8 Ave,40.660906,-73.983074,20
5 Ave & 67 St,40.63593237994821,-74.01975896253617,20
Picnic Point,40.68512559515415,-74.02535319328308,45
Freeman St & Southern Blvd,40.830051,-73.892103,23
E 27 St & 1 Ave,40.739445,-73.976806,87
1 Ave & E 6 St,40.72633085971696,-73.98616880178452,94
E 176 St & Clinton Ave,40.84311,-73.89149,20
E 102 St & Park Ave,40.7904828,-73.95033068,33
Fairmount Pl & Prospect Ave,40.843099,-73.889927,18
Roosevelt Island Tramway,40.757284,-73.9536,39
97 St & 57 Ave,40.73727,-73.86415,20
Pacific St & Thomas S. Boyland St,40.67568,-73.91396,21
Eastern Pkwy & Kingston Ave,40.66959,-73.94237,30
91 St & 23 Ave,40.76768,-73.87899,22
Franklin Ave & E 169 St,40.83169292241844,-73.90210601220633,19
35 St & 21 Ave,40.776745,-73.906558,23
Putnam Ave & Throop Ave,40.6851532,-73.94111,21
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,19
Garrison Ave & Manida St,40.818743,-73.890247,30
5 Ave & 88 St,40.62021,-74.02717,16
Broadway & E 21 St,40.739888408589955,-73.98958593606949,54
Catherine St & Monroe St,40.71117444,-73.99682619,35
E 155 St & Courtlandt Ave,40.82057,-73.917579,19
Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.97077560424805,25
Madison St & Clinton St,40.71269042,-73.98776323,39
Knickerbocker Ave & Thames St,40.70539,-73.92976,20
Crotona Park East & E 173 St,40.837037,-73.890413,19
Allen St & Rivington St,40.72019576,-73.98997825,42
Queens Blvd & Albion Ave,40.73856,-73.88553,21
Prospect Park SW & 16 St,40.657265,-73.974165,33
7 Ave & 41 St,40.647379,-74.000911,25
Beverley Rd & Flatbush Ave,40.64499,-73.95818,30
Wadsworth Ave & W 175 St,40.846052,-73.937648,24
E 58 St & 1 Ave (NW Corner),40.759125,-73.962658,50
Bleecker St & Forest Ave,40.7107,-73.90525,19
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,41
E 53 St & Lexington Ave,40.75828065,-73.97069431,57
Pioneer St & Van Brunt St,40.679043,-74.011169,39
Schenectady Ave & Pacific St,40.67686,-73.93327,21
Seaman Ave & Isham St,40.869898661940454,-73.92076313495636,23
Clay Ave & E 173 St,40.843264,-73.904867,19
W 56 St & 8 Ave,40.765959181657976,-73.98313522338867,50
New York Ave & Montgomery St,40.66509,-73.94824,20
E 3 St & Cortelyou Rd,40.63828,-73.9765,14
Gerard Ave & McClellan St,40.833909,-73.92112,30
60 Ave & Junction Blvd,40.73466,-73.86501,24
Vyse Ave & E 181 St,40.84463,-73.87988,20
Jerome Ave & Bedford Park Blvd E,40.87307,-73.88971,25
114 St & 39 Ave,40.7532,-73.853,30
Wadsworth Ave & W 179 St,40.848467,-73.936064,35
57 St & 4 Ave,40.642622,-74.016866,22
7 Ave & W 55 St,40.764126,-73.980973,67
27 Ave & 9 St,40.7739825,-73.9309134,40
Park Ave & Marcy Ave,40.697576,-73.948881,23
Jackson Ave & 46 Rd,40.74524768,-73.94733276,27
Putnam Ave & Ralph Ave,40.68705,-73.92338,20
Frost St & Debevoise Ave,40.71882,-73.93948,22
Ocean Pkwy & Ave C,40.64078,-73.97395,16
E 118 St & Park Ave,40.80069087251806,-73.94255424184108,27
University Ave & Brandt Pl,40.848354,-73.918389,23
George St & Wilson Ave,40.702997,-73.92997,19
Fort Hamilton Pkwy & 92 St,40.61717,-74.02744,16
Roebling St & N 4 St,40.71469,-73.95739,25
Queens Blvd & 56 St,40.74193,-73.90913,20
Clarkson Ave & E 37 St,40.65577,-73.9432,22
71 St & 37 Ave,40.7488,-73.89451,23
3 Ave & 81 St,40.627,-74.02948,16
99 St & 38 Ave,40.75055,-73.86725,30
44 Dr & Jackson Ave,40.74718234,-73.9432635,34
Eastern Pkwy & Schenectady Ave,40.66876,-73.93376,24
W 41 St & 8 Ave,40.75640548,-73.9900262,105
W 42 St & 8 Ave,40.7575699,-73.99098507,41
62 St & 34 Ave,40.75201,-73.89986,22
Dock St & Front St,40.702709,-73.99253,29
11 St & 44 Rd,40.749207,-73.949373,27
1 Ave & E 118 St,40.797459,-73.934499,24
W Broadway & Spring St,40.72494672359416,-74.00165855884552,99
Walnut Ave & E 136 St,40.801657,-73.909513,17
Goulden Ave & W 197 St,40.87156,-73.89714,20
Bergen St & Smith St,40.6867443,-73.99063168,48
Wythe Ave & N 13 St,40.722767,-73.957021,43
Front St & Gold St,40.70224,-73.982578,37
Monroe St & Patchen Ave,40.68814,-73.92693,20
3 Ave & Carroll St,40.677027,-73.9865,27
E 14 St & 1 Ave,40.73139303364151,-73.98286700248718,34
Leonard St & Church St,40.717571,-74.005549,54
Macon St & Patchen Ave,40.68374,-73.9261,19
10 Ave & W 202 St,40.861281970750994,-73.921417593956,23
Franklin St & W Broadway,40.71911552,-74.00666661,33
Jerome Ave & E 164 St,40.831444,-73.926226,21
W 20 St & 11 Ave,40.746745,-74.007756,73
Park Circle & East Dr,40.651566,-73.972212,29
Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,23
Lafayette St & Grand St,40.72028,-73.99879,78
Mercer St & Spring St,40.72362738,-73.99949601,67
Cortelyou Rd & Albany Ave,40.64483,-73.93853,21
31 Ave & Steinway St,40.7611488,-73.9170071,27
William St & Pine St,40.70717936,-74.00887308,57
Central Park W & W 76 St,40.77896784,-73.97374737,39
W 46 St & 11 Ave,40.76341379,-73.99667444,25
Macon St & Howard Ave,40.68452,-73.92011,20
Greenwich St & Rector St,40.708351,-74.013493,59
Manhattan Ave & Devoe St,40.713532,-73.9459867,24
Chauncey St & Stuyvesant Ave,40.68012,-73.93168,25
University Pl & E 8 St,40.73143724085228,-73.99490341544151,79
Caton Ave & Bedford Ave,40.65237,-73.95623,22
W 20 St & 10 Ave,40.745686,-74.005141,49
St Marks Ave & Ralph Ave,40.67372,-73.92199,19
Valentine Ave & E 181 St,40.854123869116,-73.89932222664356,21
11 Ave & W 59 St,40.77149671054441,-73.99046033620834,32
E 141 St & St Ann's Ave,40.808633,-73.916124,19
Broadway & Furman Ave,40.68139,-73.90756,29
37 St & Fort Hamilton Pkwy,40.64417,-73.98923,12
Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,75
Broadway & Madison St,40.68822,-73.91966,25
Gansevoort St & Hudson St,40.73937600789778,-74.00520807425661,120
Ave A & E 14 St,40.73031071000895,-73.98047178983688,41
Boston Rd & E 178 St,40.84096,-73.87923,25
Old Fulton St,40.70277159,-73.99383605,39
Fresh Pond Rd & 69 Ave,40.70311,-73.89547,28
South Railroad Ave & Broadway,40.741,-73.88027,25
E 165 St & Clay Ave,40.82809,-73.91288,19
W 44 St & 5 Ave,40.75500254,-73.98014437,25
Cathedral Pkwy & Broadway,40.804213,-73.96699104,25
3 Ave & E 72 St,40.7699426,-73.96060712,35
St Marks Pl & 2 Ave,40.7284186,-73.98713956,73
29 St & 5 Ave,40.656986,-73.998194,19
Riverdale Ave & W 261 St,40.90972,-73.90324,12
Anderson Ave & W 164 St,40.832057,-73.927421,19
E 51 St & 2 Ave,40.755293,-73.967641,61
62 Ave & Queens Blvd,40.73161,-73.8669,0
Queens Blvd N & 63 Rd,40.73016,-73.86207,0
Grand Central Pkwy & 62 Dr,40.73694,-73.84601,0
Yellowstone Blvd & 65 Ave,40.73103,-73.85128,0
113 St & Jewel Ave,40.72521,-73.83928,0
69 Ave & Queens Blvd N,40.72398,-73.84872,0
71 Ave & 110 St,40.72232,-73.8417,0
78 Ave & Queens Blvd S,40.7149,-73.83247,0
Forley St & Lamont Ave,40.74463,-73.87386,21
Decatur St & Saratoga Ave,40.68332,-73.91711,21
Windsor Pl & Howard Pl,40.659490558938955,-73.98013919591904,24
41 St & 4 Ave,40.651354,-74.007168,23
4 Ave & 99 St,40.61327,-74.03315,16
Linden Blvd & Nostrand Ave,40.65272,-73.94994,23
Central Ave & Decatur St,40.6882,-73.90798,24
Lincoln Rd & Ocean Ave,40.6605,-73.9626,23
31 Ave & 14 St,40.7682,-73.9322662,19
Woodside Ave & 60 St,40.74521,-73.90462,21
Onderdonk Ave & Gates Ave,40.70413,-73.90737,19
Crotona Park North & Prospect Ave,40.841092,-73.892317,19
Seneca Ave & Decatur St,40.69723,-73.89811,20
Pearl St & York St,40.70140463410644,-73.98768022656441,54
81 St & 24 Ave,40.76466,-73.88803,19
92 St & 35 Ave,40.7529,-73.87536,26
E 106 St & 1 Ave,40.7892529,-73.93956237,26
Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,25
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,17
104 St & 38 Ave,40.75138,-73.86242,22
E 149 St & Jackson Ave,40.813167759506804,-73.90923197581881,23
43 St & 23 Ave,40.769673,-73.906018,23
Madison Ave & E 51 St,40.75863,-73.97513,43
43 St & 35 Ave,40.754139,-73.919543,25
W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,59
47 Ave & 48 St,40.74086,-73.91708,20
36 St & Hunters Point Ave,40.73781699881193,-73.93024072051048,21
Knolls Crescent & Kappock St,40.87875,-73.91743,16
Fort Hamilton Pkwy & E 2 St,40.648005,-73.979342,19
W 176 St & Montgomery Ave,40.849629,-73.919205,19
Nostrand Ave & Flushing Ave,40.69928,-73.953259,25
21 St & 36 Ave,40.7601853,-73.9362726,19
