name,lat,lon,capacity
E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,73
E 45 St & 3 Ave,40.75255434,-73.97282625,34
E 171 St & 3 Ave,40.837119,-73.902185,24
Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917358,35
Kingsland Ave & Nassau Ave,40.72577,-73.94173,25
Seneca Ave & Irvine St,40.81872569990116,-73.88862490653992,19
49 Ave & 108 St,40.74535,-73.8558,22
Morris Ave & E 153 St,40.820036,-73.921411,19
E 171 St & Webster Ave,40.838379,-73.905838,20
Church Ave & Story St,40.642031,-73.981073,23
Pinehurst Ave & W 187 St,40.855331,-73.937878,20
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,27
Home St & Westchester Ave,40.827629,-73.886659,21
MacDougal St & Washington Sq,40.73226398,-73.99852205,33
Washington Ave & E 174 St,40.843079,-73.900216,19
Fulton St & Clermont Ave,40.68415748,-73.96922273,75
Crotona Pkwy & Bronx Park S,40.84784,-73.883,25
Anthony Ave & E 175 St,40.846465,-73.903869,19
8 Ave & W 49 St,40.76171227910671,-73.98655101656914,65
46 St & 28 Ave,40.763328,-73.908782,19
Bailey Ave & Sedgwick Ave,40.86571,-73.90857,20
Wards Meadow Comfort Station,40.78294,-73.93077,18
W Broadway & Watts St,40.72323,-74.00314,51
Clinton St & Cherry St,40.711471394469264,-73.98672603070736,49
Crotona Ave & E 183 St,40.85157,-73.88475,25
River Ave & E 153 St,40.82441,-73.92818,27
E 6 St & Ave B,40.72453734,-73.98185424,95
Broadway & Roebling St,40.70924826276157,-73.96063148975372,27
Warren St & Smith St,40.685424009970184,-73.99127773940563,33
Kent Ave & Grand St,40.716425,-73.96594,45
Columbus Ave & W 59 St,40.76931,-73.98464,44
39 St & Queens Blvd,40.74431,-73.92601,21
Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534,19
55 Dr & Maurice Ave,40.7261,-73.90917,19
Carroll St & 6 Ave,40.6740886,-73.9787282,23
Broadway & Morris St,40.705945132708806,-74.01321887969969,69
3 St & 7 Ave,40.6703837,-73.97839676,27
4 Ave & Shore Road Dr,40.637033,-74.022141,20
E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,62
Steinway St & 19 Ave,40.778089,-73.899558,21
Convent Ave & W 135 St,40.818215,-73.950988,30
Lafayette Ave & Ft Greene Pl,40.68700231292619,-73.97664964199066,36
Southern Blvd & Tiffany St,40.818185,-73.894143,20
Amsterdam Ave & W 156 St,40.832081,-73.942386,27
4 Ave & 76 St,40.63005,-74.0255,23
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,23
10 Ave & W 34 St,40.75476986284269,-73.99914588449698,33
39 St & 50 Ave,40.73824937345944,-73.92737478017807,19
E 15 St & 3 Ave,40.734232,-73.986923,78
E 14 St & Ave B,40.72938685,-73.97772429,43
Dwight St & Dikeman St,40.67487503856169,-74.01048018571481,21
55 St & Northern Blvd,40.75326,-73.90585,23
Hazen St & 20 Ave,40.772092,-73.895166,23
Columbus Ave & W 72 St,40.7770575,-73.97898475,67
Rogers Ave & Snyder Ave,40.6487143313713,-73.95207855180962,23
Steinway St & Broadway,40.75905795418586,-73.91897544264793,32
W 160 St & Riverside Dr,40.83719,-73.9466,27
65 Pl & 53 Ave,40.73145,-73.90022,19
Clinton St & Tillary St,40.696232971293156,-73.99142056703568,34
Bridge St & Front St,40.702969341552716,-73.98469090461731,47
Sedgwick Ave & W 231 St,40.87512,-73.90126,19
E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366,22
Marble Hill Ave & W 225 St,40.87471,-73.91099,21
9 St & 44 Rd,40.74966,-73.9521,34
Broadway & W 48 St,40.76017739537783,-73.98486793041229,103
Lenox Ave & W 146 St,40.821111,-73.935971,24
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,22
Fulton Ave & St Paul's Pl,40.83545,-73.90153,19
56 Dr & 61 St,40.72368,-73.90458,19
Broadway & W 53 St,40.76344058,-73.98268129,85
Macon St & Nostrand Ave,40.6809833854,-73.9500479759,24
St Marks Ave & Thomas S. Boyland St,40.67313,-73.91387,21
Matthews Ct & Coney Island Ave,40.64235,-73.96951,21
W 25 St & 6 Ave,40.74395411,-73.99144871,51
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,28
9 Ave & W 33 St,40.752568,-73.996765,94
Broadway & Moylan Pl,40.8143256,-73.9590255,41
Riverside Dr & W 148 St,40.829114,-73.950426,22
W 59 St & 10 Ave,40.770513,-73.988038,117
Clinton St & Grand St,40.71559509,-73.9870295,54
W 67 St & Broadway,40.77492513,-73.98266566,31
Rutland Rd & E 45 St,40.66034,-73.93618,23
3 Ave & E 62 St,40.76313,-73.96527,51
Graham Ave & Withers St,40.7169811,-73.94485918,18
E 78 St & 2 Ave,40.7727966,-73.95577801,25
Madison Ave & E 120 St,40.80295,-73.942954,30
E 31 St & 3 Ave,40.74394314,-73.97966069,65
Barry St & Tiffany St,40.816126,-73.891559,19
19 St & 24 Ave,40.7774552,-73.9225403,23
63 Dr & Austin St,40.72713,-73.86416,0
64 Rd & Grand Central Pkwy,40.73362,-73.84494,0
