السنة,الربع,الربع ,المنطقة,المدينة,الحي,نوع العقار,تصنيف العقار,عدد الصكوك ,قيمة الصفقات,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2025,2,الربع الثاني,الرياض,رماح,أخرى,شقة,سكني,1,200000,119.67,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,حريملاء,السد,أرض,سكني,2,1400000,1300,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المصانع,مبنى,تجاري,2,5100000,3660.14,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,أخرى,أرض,تجاري,3,2125000,1653.14,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,المزاحمية,أخرى,دور,سكني,2,1679000,492.08,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,غرناطة,دوبلكس,سكني,2,1200000,605.42,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العقيق,فيلا,سكني,2,5900000,762.5,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,قرطبة,مبنى,تجاري,1,448350000,102264,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المنصورة,أخرى,أخرى,1,11970000,13300,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,التعاون,فيلا,سكني,1,4000000,350,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,رماح,أخرى,أرض,تجاري,2,520000,1194,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,ظهرة البديعة,دور,سكني,3,2695000,543.68,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,السعادة,دوبلكس,سكني,2,2050000,451.56,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الملك فهد,أرض,سكني,1,1500000,587.5,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,أم سليم,فيلا,سكني,1,1100000,285,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الفاروق,أرض,سكني,2,5000000,600,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,عرقة,دور,سكني,1,1350000,160.69,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,طويق,أرض,تجاري,3,10125000,3375,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,عرقة,دور,سكني,1,1785141,176.1,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الخليج,أرض,سكني,3,12694750,3150,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,النخيل,أرض,سكني,3,2880000,15000,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المصفاة,أخرى,تجاري,1,4184265,4184.27,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,اليمامة,أرض,زراعي,1,3500000,10794,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الملز,فيلا,سكني,3,7350000,1368.75,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الدلم,أخرى,أرض,تجاري,5,197502645,3642876.65,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الأندلس,دور,سكني,3,2750000,463.96,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العاصمة,أرض,تجاري,3,667360692.9,16177.19,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المحمدية,فيلا,سكني,2,9450000,630,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الدوادمي,أخرى,أخرى,أخرى,3,239168,4096.36,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,المجمعة,المطار,أرض,سكني,5,2337845,2513.88,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,مغرزات,دوبلكس,سكني,1,2145712,220.13,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المعذر,أخرى,سكني,1,2650000,150,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المرقب,أرض,سكني,3,1880000,307.2,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,سدرة,فيلا,سكني,2,2795000,600,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الفيحاء,مبنى,تجاري,1,2500000,621,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الزهرة,أرض,سكني,2,1900000,1300,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الدريهمية,أرض,سكني,4,5861339,5328.49,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المرجان,دوبلكس,سكني,1,850000,223.57,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الخليج,مبنى,تجاري,2,3720000,1365,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الفلاح,فيلا,سكني,2,7800000,742.93,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الدريهمية,دوبلكس,سكني,2,2504389,688.6,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,النهضة,أرض,تجاري,1,15120000,4197.6,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,العفجة,أرض,سكني,1,700000,5000,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,السلام,فيلا,سكني,4,6975000,1337.5,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,صياح,أرض,سكني,5,6048336.05,1370.3,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,القطار,دوبلكس,سكني,2,405000,475.27,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الوزارات,فيلا,سكني,5,4440000,518.25,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الزهرة,أرض,تجاري,1,2350000,500,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الياسمين,دور,سكني,2,4049000,380.45,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العليا,دور,سكني,3,5517342,439.69,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,النظيم,شقة,سكني,1,100000,87.76,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الزلفي,القدس,أرض,زراعي,1,1000000,150000,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,السلام,أخرى,أخرى,2,638000,304.94,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الرفيعة,دوبلكس,سكني,1,4200000,522.71,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الخالدية,دور,سكني,1,400000,249.59,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,حوطة بني تميم,نجد,أرض,سكني,2,242000,1260,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,غرناطة,فيلا,سكني,5,12775617.41,2361,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الدار البيضاء,أخرى,تجاري,2,10516600,8642.28,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المصانع,مبنى,تجاري,1,3200000,1153.71,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,أخرى,فيلا,سكني,2,635000,1180.47,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,غياضة,أرض,سكني,3,1184000,1660.47,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الزلفي,الندى,أرض,سكني,5,545000,3083.33,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,العقيق,أرض,سكني,1,150000,525,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,الورود,أرض,سكني,5,5293694.72,3727.11,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,الهداء,أرض,سكني,5,1771100,2855.27,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الفيحاء,أرض,سكني,4,6372500,1779,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,سلطانة,أرض,سكني,3,3200000,1095.13,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,طيبة,مبنى,تجاري,1,2628800,992,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,المجمعة,الملك فهد,أرض,سكني,2,255000,971.02,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الخالدية,مبنى,تجاري,1,1300000,540,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الورود,دور,سكني,1,1910000,193.8,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,ضاحية نمار,دور,سكني,3,2815000,623.67,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المدينة الصناعية الجديدة,أرض,تجاري,1,1350000,600,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,حوطة بني تميم,الورود,أرض,تجاري,1,1000000,420,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العقيق,مبنى,تجاري,1,18798500,900,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الحزم,أرض,تجاري,2,5850000,1450,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الفاروق,دور,سكني,2,2500000,445.16,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الملقا,أخرى,أخرى,1,70000,10,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الشميسي,أرض,سكني,2,205000,226.32,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العقيق,فيلا,سكني,3,11855000,1250,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,اليرموك,أخرى,سكني,1,1850000,326.9,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المصفاة,أرض,تجاري,1,7251328,5179.52,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,البيان,فيلا,سكني,1,1115371.13,360,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الملقا,أخرى,سكني,1,25500000,1008,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرين,أخرى,أرض,زراعي,2,641500,712191,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الرائد,مبنى,تجاري,2,46250000,4719.65,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الصناعية,أرض,تجاري,1,20500000,3050,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,الفيصلية,شقة,سكني,1,100000,114.7,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,القويعية,أخرى,فيلا,سكني,1,5000,852.3,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,شقراء,مخطط رقم 126 في اشيقر,أرض,سكني,1,33000,511.5,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,السليمانية/الدرعية,أرض,سكني,1,4050000,375,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الصالحية,أرض,سكني,5,1276666.66,711.31,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الملك فيصل,شقة,سكني,4,3223000,334.43,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,طويق,مبنى,تجاري,2,1028212.3,1150,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,السليل,أخرى,أرض,زراعي,1,1000,810000,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,البيان,دوبلكس,سكني,2,3150000,713.21,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العليا,أخرى,تجاري,5,5062240,218.42,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,أخرى,أرض,تجاري,4,4676000,3654,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,القادسية,مبنى,تجاري,3,10700000,4600.75,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الأندلس,دوبلكس,سكني,1,3145000,514.37,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الزهرة,مبنى,تجاري,1,1600000,500,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,اليرموك,أرض,سكني,2,1860380.14,612.5,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,سلطانة,أرض,سكني,1,205000,161.25,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العليا,أرض,سكني,4,12800000,1702,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,لبن,دوبلكس,سكني,1,1560000,316.07,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الجرادية,أرض,سكني,4,4600000,953.54,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الفرسان,أرض,سكني,5,2100000,4485.65,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,السرحية,أرض,سكني,2,10825649,1205,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,السلي,شقة,سكني,2,1200000,260.85,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,أخرى,شقة,سكني,2,274521.22,470.977,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,غبيرا,أخرى,أخرى,1,500000,112,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,السعادة,أرض,سكني,3,4194544.24,1152.75,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,المزاحمية,أخرى,شقة,سكني,2,1418000,388.07,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,العوالي,دور,سكني,2,1890000,395.19,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,المعيزيلة,مبنى,تجاري,1,2925000,750,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الزلفي,قرطبة,أرض,تجاري,1,232000,819,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الزلفي,الدرعية,أرض,سكني,2,446600,662,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الرياض,الورود,فيلا,سكني,1,2500000,315,NULL,NULL,NULL
2025,2,الربع الثاني,الرياض,الخرج,الرفايع,أرض,زراعي,1,500000,5025,NULL,NULL,NULL
