id,latitude,longitude,price,room_type,neighbourhood_cleansed,neighbourhood_group_cleansed
1293635451739936644,40.84585921211764,-73.91620176533185,,Private room,Morris Heights,Bronx
1293660931410399186,40.66712,-73.92984,,Private room,Crown Heights,Brooklyn
1293682501063425305,40.71391964630922,-73.98299796594027,,Private room,Lower East Side,Manhattan
1293804915955170254,40.6288191,-73.90365940000001,,Private room,Canarsie,Brooklyn
1293887002113007059,40.87659082919237,-73.87889017655056,,Entire home/apt,Norwood,Bronx
1296551910916884721,40.7061242991603,-74.00519929172357,,Entire home/apt,Financial District,Manhattan
1296669420470600650,40.6762366,-73.8594801,,Private room,Ozone Park,Queens
1296718362976813510,40.76303589600043,-73.93673575545,,Entire home/apt,Long Island City,Queens
1297160329138804117,40.684917918573866,-73.78010879579924,,Private room,Jamaica,Queens
1297219249495562544,40.59554,-73.99711,,Entire home/apt,Gravesend,Brooklyn
1297277611175594752,40.7844636,-73.9729133,,Entire home/apt,Upper West Side,Manhattan
1297337240229428020,40.73584284680349,-74.00169405126852,,Entire home/apt,West Village,Manhattan
1297388751512103486,40.6818047,-73.9065079,,Private room,Bushwick,Brooklyn
1294276473817755259,40.72882594254339,-73.95089836466576,,Entire home/apt,Greenpoint,Brooklyn
1294357209917236393,40.7909,-73.94909,,Entire home/apt,East Harlem,Manhattan
1294387352531114501,40.7806869,-73.9810357,,Hotel room,Upper West Side,Manhattan
1294388669495954876,40.7806869,-73.9810357,,Hotel room,Upper West Side,Manhattan
1294389252493707420,40.7806869,-73.9810357,,Hotel room,Upper West Side,Manhattan
1294390363264990691,40.7806869,-73.9810357,,Entire home/apt,Upper West Side,Manhattan
1299502297252861385,40.68136800023692,-73.88726077135858,,Private room,Cypress Hills,Brooklyn
1299518184950343395,40.683315,-73.774555,,Entire home/apt,Jamaica,Queens
1299524131259285835,40.76206756695782,-73.91764398233896,,Entire home/apt,Astoria,Queens
1299667314297029836,40.68228,-73.96381,,Entire home/apt,Clinton Hill,Brooklyn
1297422699209994514,40.8950890856182,-73.90495354247153,,Entire home/apt,Fieldston,Bronx
1297492109755858320,40.76414038706773,-73.92782061562846,,Entire home/apt,Astoria,Queens
1297762041714646973,40.7038385,-73.7483603,,Entire home/apt,Queens Village,Queens
1297822453324252559,40.6724118,-73.8811185,,Entire home/apt,East New York,Brooklyn
1297823716727648486,40.61369,-74.0039,,Private room,Bensonhurst,Brooklyn
1297832286041209097,40.65974,-73.97751,,Private room,Windsor Terrace,Brooklyn
1297837822580522637,40.70997370643161,-73.89985413488904,,Entire home/apt,Ridgewood,Queens
1300037681233437424,40.66841,-73.92941,,Entire home/apt,Crown Heights,Brooklyn
1300178500689802017,40.67923306837018,-73.9491307279485,,Private room,Bedford-Stuyvesant,Brooklyn
1300233055492155040,40.70705126250432,-73.92589625043583,,Private room,Williamsburg,Brooklyn
1300289378125008990,40.82888,-73.94291,,Private room,Harlem,Manhattan
1300568410346446118,40.7887221,-73.9709402,,Entire home/apt,Upper West Side,Manhattan
1300568695477078121,40.7887221,-73.9709402,,Entire home/apt,Upper West Side,Manhattan
1300568967122505601,40.7938182,-73.9728559,,Entire home/apt,Upper West Side,Manhattan
1300569382834238945,40.7335403,-74.0047471,,Entire home/apt,West Village,Manhattan
1300569640673653685,40.7334219,-74.0047021,,Entire home/apt,West Village,Manhattan
1297857397437720044,40.724422095441376,-73.93904238939285,,Entire home/apt,Greenpoint,Brooklyn
1297882854575565311,40.79233,-73.97449,,Entire home/apt,Upper West Side,Manhattan
1297891655160958881,40.76039,-73.96401,,Entire home/apt,Midtown,Manhattan
1297900361924171425,40.844440068241354,-73.93518023537392,,Private room,Washington Heights,Manhattan
1297904562696647997,40.67498,-73.96028,,Entire home/apt,Crown Heights,Brooklyn
1297916611687858436,40.7383308,-73.9984644,,Entire home/apt,Chelsea,Manhattan
1297920874380365861,40.52034,-74.23173,,Private room,Tottenville,Staten Island
1298016667175046182,40.7644809,-73.9889458,,Entire home/apt,Hell's Kitchen,Manhattan
1298068015400019203,40.72977072617134,-73.98876853903116,,Entire home/apt,East Village,Manhattan
1300820745713362015,40.69584,-73.80365,,Hotel room,Jamaica,Queens
1300823553800804690,40.69728,-73.80385,,Hotel room,Jamaica,Queens
1300839454193926836,40.73673579234945,-73.99903502315283,,Entire home/apt,West Village,Manhattan
1300916255343463398,40.67514,-73.97802,,Entire home/apt,Park Slope,Brooklyn
1301077968948130267,40.7461925206552,-73.94599175665745,,Entire home/apt,Long Island City,Queens
1301525839130690770,40.6453,-73.95917,,Private room,Flatbush,Brooklyn
1301561636371005523,40.7621734351263,-73.98805808275938,,Entire home/apt,Hell's Kitchen,Manhattan
1301737585869376595,40.69583,-73.94762,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
1302175472720520147,40.7467817531154,-73.97836005012901,,Entire home/apt,Murray Hill,Manhattan
1302192490457281505,40.74883,-73.98104,,Entire home/apt,Murray Hill,Manhattan
1298078346992867733,40.78087958162297,-73.9532018094658,,Entire home/apt,Upper East Side,Manhattan
1298087756403015038,40.73520052844198,-73.98169037451433,,Entire home/apt,Gramercy,Manhattan
1298254618591900869,40.74061,-73.92559,,Private room,Sunnyside,Queens
1298456467463343286,40.7163189,-73.9521546,,Entire home/apt,Williamsburg,Brooklyn
1298483154935061303,40.70398805431556,-73.89821073936058,,Entire home/apt,Ridgewood,Queens
1298553614369114796,40.80321635436981,-73.96424220974623,,Entire home/apt,Morningside Heights,Manhattan
1298638325422963882,40.81850231296123,-73.94367966352993,,Entire home/apt,Harlem,Manhattan
1298736958709030142,40.70936,-73.90039,,Private room,Ridgewood,Queens
1299133904099985447,40.76165941956203,-73.98845101335186,,Entire home/apt,Hell's Kitchen,Manhattan
1299194338143932677,40.7887221,-73.9709402,,Entire home/apt,Upper West Side,Manhattan
1302244340227836020,40.67433624521486,-73.92541568330368,,Private room,Crown Heights,Brooklyn
1302262977867223666,40.68635,-73.9623,,Entire home/apt,Clinton Hill,Brooklyn
1302265517470649544,40.7322798063533,-73.95950329027475,,Entire home/apt,Greenpoint,Brooklyn
1302414061225602677,40.82779,-73.93584,,Private room,Harlem,Manhattan
1302598479748572008,40.6614150169193,-73.89512769896146,,Entire home/apt,East New York,Brooklyn
1302598873140366555,40.69308888966531,-73.90790292065192,,Private room,Bushwick,Brooklyn
1302749513767113405,40.643533816589475,-73.93935066284413,,Entire home/apt,East Flatbush,Brooklyn
1302785704600506643,40.741268341709024,-73.97783709938632,,Shared room,Kips Bay,Manhattan
1302814979737584392,40.68502715803975,-73.95481165542459,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
1299222792779005171,40.76245,-73.98493,,Private room,Theater District,Manhattan
1299274159107059262,40.72326,-73.74432,,Private room,Queens Village,Queens
1299303649233998267,40.72206,-73.74429,,Private room,Queens Village,Queens
1299369433716816792,40.7454529735888,-73.99375088536031,,Private room,Chelsea,Manhattan
1299405124262455022,40.6867944,-73.912078,,Entire home/apt,Bushwick,Brooklyn
1299452778704619691,40.81526766053079,-73.9424289357454,,Private room,Harlem,Manhattan
1302886734172326864,40.87528681174713,-73.90991996973753,,Entire home/apt,Marble Hill,Manhattan
1303001580814715552,40.74630985419382,-73.99229501689507,,Entire home/apt,Chelsea,Manhattan
1303469491827689617,40.6888842,-73.9813142,,Entire home/apt,Downtown Brooklyn,Brooklyn
1303498152597541153,40.6888874,-73.9812463,,Entire home/apt,Downtown Brooklyn,Brooklyn
1303498441828462537,40.736159,-73.98753599999999,,Entire home/apt,Gramercy,Manhattan
1303498705343457095,40.70931540000001,-73.95780549999999,,Entire home/apt,Williamsburg,Brooklyn
1303498949364272866,40.70931540000001,-73.95780549999999,,Entire home/apt,Williamsburg,Brooklyn
1303544801495324319,40.72452,-73.94889,,Entire home/apt,Greenpoint,Brooklyn
1299491137291843578,40.71499,-73.98646,,Entire home/apt,Lower East Side,Manhattan
1305294589180823626,40.71485948490361,-73.99104226256516,,Entire home/apt,Chinatown,Manhattan
1305686584376475945,40.6888427,-73.96266229999999,,Entire home/apt,Clinton Hill,Brooklyn
1305715886149338004,40.7374417,-73.98240799999999,,Entire home/apt,Gramercy,Manhattan
1305767390166197442,40.74844,-73.93984,,Private room,Long Island City,Queens
1305822010108188588,40.7553673,-73.9954545,,Entire home/apt,Hell's Kitchen,Manhattan
1305867536067284125,40.77894347321797,-73.91898798099824,,Entire home/apt,Ditmars Steinway,Queens
1303564120784875224,40.6888874,-73.9812463,,Entire home/apt,Downtown Brooklyn,Brooklyn
1303587397243545059,40.72447,-73.98713,,Entire home/apt,East Village,Manhattan
1303617700217918030,40.667029511603495,-73.9385808711457,,Entire home/apt,Crown Heights,Brooklyn
1303622154116534954,40.7937747,-73.9751287,,Entire home/apt,Upper West Side,Manhattan
1303689041445035007,40.73796,-73.85193,,Private room,Corona,Queens
1303742851922211002,40.67757,-73.97957,,Private room,Park Slope,Brooklyn
1303789015275349694,40.67659159999999,-73.9602772,,Private room,Crown Heights,Brooklyn
1303792006148808804,40.67659159999999,-73.9602772,,Private room,Crown Heights,Brooklyn
1305884735502447649,40.67417846904713,-73.87982684023554,,Entire home/apt,East New York,Brooklyn
1305889068460883671,40.6834,-73.96163,,Private room,Clinton Hill,Brooklyn
1305930003190096391,40.6833979,-73.9616266,,Private room,Clinton Hill,Brooklyn
1305930848567796999,40.6833979,-73.9616266,,Private room,Clinton Hill,Brooklyn
1305931686533722060,40.6833979,-73.9616266,,Private room,Clinton Hill,Brooklyn
1305945251288603947,40.6833979,-73.9616266,,Private room,Clinton Hill,Brooklyn
1305946029208223657,40.6834,-73.96163,,Private room,Clinton Hill,Brooklyn
1305946832620258772,40.6833979,-73.9616266,,Private room,Clinton Hill,Brooklyn
1305989386371667863,40.7611439,-73.9941353,,Entire home/apt,Hell's Kitchen,Manhattan
1306049433257191606,40.7494017,-73.9784833,,Private room,Murray Hill,Manhattan
1306053246177173299,40.7494,-73.97848,,Private room,Murray Hill,Manhattan
1303796688189367467,40.67659159999999,-73.9602772,,Private room,Crown Heights,Brooklyn
1303812144286246878,40.66767,-73.93495,,Entire home/apt,Crown Heights,Brooklyn
1303857126206577982,40.7611439,-73.9941353,,Entire home/apt,Hell's Kitchen,Manhattan
1303859613356603180,40.73387277623398,-73.98761421246559,,Private room,Gramercy,Manhattan
1303873258789253150,40.70015897529477,-73.7500353778728,,Private room,St. Albans,Queens
1303884604226371796,40.69902992476908,-73.83394155322276,,Private room,Richmond Hill,Queens
1303893043252717487,40.67206,-73.92365,,Entire home/apt,Crown Heights,Brooklyn
1303917519314967935,40.69965464978287,-73.83320239409007,,Private room,Richmond Hill,Queens
1304417138516106936,40.69538,-73.90213,,Private room,Ridgewood,Queens
1304531452476802836,40.7088539,-73.9410455,,Private room,Williamsburg,Brooklyn
1304549420589033442,40.72950276552538,-73.8663411198344,,Private room,Rego Park,Queens
1306058110290127705,40.7494017,-73.9784833,,Private room,Murray Hill,Manhattan
1306141019599223277,40.73895818250503,-74.00068766510837,,Entire home/apt,West Village,Manhattan
1306692611742410370,40.78013,-73.97727,,Entire home/apt,Upper West Side,Manhattan
1306760524006496593,40.75761553260255,-73.91192858760601,,Private room,Astoria,Queens
1306775272424746206,40.758805661145026,-73.91192241750642,,Private room,Astoria,Queens
1306964850219973675,40.7065,-73.80332,,Entire home/apt,Jamaica,Queens
1307179957177383017,40.8981,-73.85801,,Entire home/apt,Wakefield,Bronx
1307205644227867324,40.6757737,-73.9399086,,Private room,Crown Heights,Brooklyn
1304556482432498977,40.7191366,-73.99476729999999,,Entire home/apt,Little Italy,Manhattan
1304888327303334077,40.6888842,-73.9813142,,Entire home/apt,Downtown Brooklyn,Brooklyn
1304893383570136558,40.7444752,-73.9950137,,Entire home/apt,Chelsea,Manhattan
1305023398903324406,40.70320728542707,-73.85720186844313,,Entire home/apt,Glendale,Queens
1305059574266469232,40.79075,-73.97593,,Entire home/apt,Upper West Side,Manhattan
1305080302547425769,40.7661948,-73.9891725,,Entire home/apt,Hell's Kitchen,Manhattan
1305089956017145344,40.75069543267278,-73.98318265406613,,Private room,Midtown,Manhattan
1305091192784256338,40.75257,-73.98356,,Private room,Midtown,Manhattan
1307304412310622342,40.820082928727885,-73.94095796919507,,Private room,Harlem,Manhattan
1307436337927204224,40.76151,-73.77174,,Entire home/apt,Bayside,Queens
1307590389811951061,40.67965,-73.96758,,Entire home/apt,Prospect Heights,Brooklyn
1307658363754176454,40.76392289207882,-73.83069303459908,,Private room,Flushing,Queens
1307909604329980682,40.7176547,-73.98364049999999,,Entire home/apt,Lower East Side,Manhattan
1307952985686504228,40.7161094,-73.9517153,,Entire home/apt,Williamsburg,Brooklyn
1305092541518230802,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305092969836556862,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305093690842228163,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305094445506176270,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305094594871339028,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305095106716193497,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1307953338446219822,40.7324502,-73.9544605,,Entire home/apt,Greenpoint,Brooklyn
1307957788317994577,40.74232,-73.98075,,Entire home/apt,Kips Bay,Manhattan
1307960993323551747,40.7501375,-73.9977803,,Entire home/apt,Chelsea,Manhattan
1307962735840020272,40.70827981541689,-74.00587655310146,,Entire home/apt,Financial District,Manhattan
1307981424683991103,40.76166,-73.97674,,Entire home/apt,Midtown,Manhattan
1305095293816213388,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305095466098421605,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305095686123663481,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305096322826956646,40.71,-74.00869999999999,,Entire home/apt,Financial District,Manhattan
1305126466271364148,40.7629644,-73.9920309,,Entire home/apt,Hell's Kitchen,Manhattan
1305127271309695379,40.68189,-73.9131,,Private room,Bedford-Stuyvesant,Brooklyn
1308042821496837399,40.7611439,-73.9941353,,Entire home/apt,Hell's Kitchen,Manhattan
1308063256370633680,40.764200645892494,-73.91750948608755,,Private room,Astoria,Queens
1308085978089541612,40.76517924898197,-73.99056324112956,,Entire home/apt,Hell's Kitchen,Manhattan
1308095757751672505,40.68461,-73.95345,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
1308096457783964803,40.74836267057411,-73.98750706695546,,Private room,Midtown,Manhattan
1308124757052620936,40.7189884,-73.9977285,,Entire home/apt,Little Italy,Manhattan
1308147004690094916,40.70641445124576,-73.94874183490396,,Private room,Williamsburg,Brooklyn
1308178606830498075,40.82621242535416,-73.91647187813474,,Private room,Concourse Village,Bronx
1305155395885790298,40.7629644,-73.9920309,,Entire home/apt,Hell's Kitchen,Manhattan
1305169539262043240,40.7501922,-73.9775392,,Private room,Murray Hill,Manhattan
1305175697577051905,40.7372379749785,-74.00445666911553,,Entire home/apt,West Village,Manhattan
1305216263895459156,40.7927,-73.94075,,Entire home/apt,East Harlem,Manhattan
1305232994873379876,40.76326,-73.99327,,Entire home/apt,Hell's Kitchen,Manhattan
1311034051037122798,40.7464449,-73.9920304,,Private room,Chelsea,Manhattan
1311039185852600517,40.71225,-73.79613,,Private room,Jamaica Hills,Queens
1311689357740272190,40.66521,-73.99404,,Entire home/apt,Sunset Park,Brooklyn
1311717767585635809,40.685324374542894,-73.95180424054702,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
1308179300183428077,40.6884663073761,-73.90961678906973,,Private room,Bushwick,Brooklyn
1308192155111492189,40.803360952031305,-73.95837376392896,,Private room,Morningside Heights,Manhattan
1308220180752781128,40.86814100000001,-73.924193,,Entire home/apt,Inwood,Manhattan
1308226925638300623,40.73097,-73.95651,,Private room,Greenpoint,Brooklyn
1308233196381765490,40.73139,-73.95636,,Private room,Greenpoint,Brooklyn
1308239764134525481,40.73118,-73.95458,,Private room,Greenpoint,Brooklyn
1308288440807651905,40.65993,-73.9784,,Entire home/apt,Windsor Terrace,Brooklyn
1308526950566373172,40.7662939,-73.9892462,,Entire home/apt,Hell's Kitchen,Manhattan
1308716552365145886,40.709305,-73.95780959999999,,Entire home/apt,Williamsburg,Brooklyn
1311728623519883227,40.76981882894228,-73.92470356695028,,Private room,Astoria,Queens
1311851965025083755,40.6762366,-73.8594801,,Private room,Ozone Park,Queens
1311988990788249100,40.77499189697196,-73.95524345767002,,Private room,Upper East Side,Manhattan
1312535942906053898,40.69437,-73.98202,,Entire home/apt,Fort Greene,Brooklyn
1312549916498073457,40.6501060662402,-73.94494163550107,,Entire home/apt,East Flatbush,Brooklyn
1312570839471078787,40.7298,-73.80974,,Private room,Flushing,Queens
1313067928708737367,40.7812014,-73.9530193,,Entire home/apt,Upper East Side,Manhattan
1313072232879548694,40.66054589514012,-73.98846677071622,,Entire home/apt,Sunset Park,Brooklyn
1313101880836038196,40.7742568,-73.96468159999999,,Entire home/apt,Upper East Side,Manhattan
1313109942824449282,40.67507,-73.94403,,Private room,Crown Heights,Brooklyn
1308780466970105207,40.66732,-73.93334,,Shared room,Crown Heights,Brooklyn
1308791070578812470,40.7594,-73.98901,,Entire home/apt,Hell's Kitchen,Manhattan
1308813592917247558,40.66981232565085,-73.88264997491856,,Private room,East New York,Brooklyn
1308822069323762943,40.82407691784416,-73.95163193207408,,Entire home/apt,Harlem,Manhattan
1308849720653431555,40.6173761,-73.99383259999999,,Entire home/apt,Bensonhurst,Brooklyn
1308864666891601767,40.7812014,-73.9530193,,Entire home/apt,Upper East Side,Manhattan
1308882717766558822,40.74219,-73.97855,,Entire home/apt,Kips Bay,Manhattan
1308890102080452409,40.74114608764648,-73.97921752929688,,Entire home/apt,Kips Bay,Manhattan
1313122595316445483,40.66702,-73.92297,,Entire home/apt,Brownsville,Brooklyn
1313156485419305970,40.77125,-73.95564,,Entire home/apt,Upper East Side,Manhattan
1313238298445872544,40.7191366,-73.99476729999999,,Entire home/apt,Little Italy,Manhattan
1313275491604130149,40.69656,-73.89439,,Private room,Glendale,Queens
1313351484190596189,40.77977,-73.9531,,Entire home/apt,Upper East Side,Manhattan
1313386233223217471,40.72455426644163,-73.9900572378636,,Private room,East Village,Manhattan
1313430859428844249,40.636575869333335,-73.96251194010999,,Private room,Flatbush,Brooklyn
1313441654489724881,40.58252785949771,-74.08246650081624,,Private room,South Beach,Staten Island
1313850412764315637,40.8065754,-73.9471997,,Entire home/apt,Harlem,Manhattan
1313866429333234266,40.68264611100817,-73.95561793012416,,Private room,Bedford-Stuyvesant,Brooklyn
1308892090599082243,40.83503,-73.94665,,Private room,Washington Heights,Manhattan
1309031254882729294,40.6859,-73.93008,,Private room,Bedford-Stuyvesant,Brooklyn
1309445836235423904,40.72919,-73.8449,,Private room,Forest Hills,Queens
1309475690879705407,40.7898,-73.94891,,Entire home/apt,East Harlem,Manhattan
1309475998047965582,40.74779764513063,-73.98710824889544,,Private room,Midtown,Manhattan
1309481208952816987,40.7897969,-73.94890749999999,,Entire home/apt,East Harlem,Manhattan
1309559029737321449,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1309565575952934825,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1309567017494523553,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1309568019196574613,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1309569185904747040,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1309578837258277868,40.7563378,-73.98221699999999,,Entire home/apt,Midtown,Manhattan
1313873315894374951,40.825448,-73.9464641,,Private room,Harlem,Manhattan
1313887370337947013,40.74104,-73.98406,,Entire home/apt,Flatiron District,Manhattan
1313887772691942309,40.6750919,-73.8031812,,Private room,South Ozone Park,Queens
1313888345227624637,40.68878,-73.9082,,Private room,Bushwick,Brooklyn
1313898436335092936,40.68736,-73.93567,,Private room,Bedford-Stuyvesant,Brooklyn
1313899289905245368,40.8038304543702,-73.95831672012648,,Private room,Morningside Heights,Manhattan
1313900599124342508,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1313902189955845819,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1313904957732342981,40.68736,-73.93567,,Private room,Bedford-Stuyvesant,Brooklyn
1313907558763090173,40.6873644,-73.93566969999999,,Private room,Bedford-Stuyvesant,Brooklyn
1309593707806609196,40.76275,-73.95959,,Entire home/apt,Upper East Side,Manhattan
1309594972119033421,40.7563378,-73.98221699999999,,Entire home/apt,Midtown,Manhattan
1309609267935235316,40.75634,-73.98222,,Entire home/apt,Midtown,Manhattan
1309867493593515904,40.775482415273885,-73.90654100588314,,Entire home/apt,Ditmars Steinway,Queens
1310132633661457888,40.82591176487896,-73.94824038381579,,Private room,Harlem,Manhattan
1310132992387121679,40.68324907634515,-73.96203193357007,,Entire home/apt,Clinton Hill,Brooklyn
1310250024437059569,40.75897996394851,-73.99098288630428,,Private room,Hell's Kitchen,Manhattan
1310265281936741203,40.76661046873171,-73.98837137371942,,Entire home/apt,Hell's Kitchen,Manhattan
1310292474876772556,40.65313013588375,-73.9607348741806,,Entire home/apt,Flatbush,Brooklyn
1310333463529048431,40.7476014,-73.9770625,,Entire home/apt,Murray Hill,Manhattan
1310835542545485931,40.7378546,-73.9842156,,Entire home/apt,Gramercy,Manhattan
1313921774622511568,40.76473,-73.98223,,Private room,Midtown,Manhattan
1313950450887133162,40.7677791,-73.9919132,,Entire home/apt,Hell's Kitchen,Manhattan
1313969661924278639,40.67423,-73.96573,,Entire home/apt,Prospect Heights,Brooklyn
1314055810287235223,40.72245,-73.9828,,Private room,East Village,Manhattan
1314470186073443843,40.763836890294414,-73.99116061286513,,Entire home/apt,Hell's Kitchen,Manhattan
1314491803706317325,40.76537,-73.98368,,Entire home/apt,Midtown,Manhattan
1314525533392492537,40.68844,-73.85279,,Entire home/apt,Woodhaven,Queens
1314549753852039035,40.77651,-73.95248,,Entire home/apt,Upper East Side,Manhattan
1314555089480853682,40.80433,-73.95774,,Private room,Harlem,Manhattan
1314692063415977536,40.70140015088481,-73.93438448424814,,Entire home/apt,Bushwick,Brooklyn
1310929424856847275,40.8695739,-73.8407555,,Entire home/apt,Baychester,Bronx
1318086509109743082,40.738451,-73.997761,,Entire home/apt,Chelsea,Manhattan
1318087264077513131,40.7800854,-73.9474989,,Entire home/apt,Upper East Side,Manhattan
1318087753741207788,40.7823266,-73.9460053,,Entire home/apt,Upper East Side,Manhattan
1318088100467570673,40.7373232,-74.0042366,,Entire home/apt,West Village,Manhattan
1318088510555607795,40.77951729999999,-73.9826518,,Entire home/apt,Upper West Side,Manhattan
1318088861115875944,40.7448909,-73.9568403,,Entire home/apt,Long Island City,Queens
1318091951273982727,40.744575,-73.9949274,,Entire home/apt,Chelsea,Manhattan
1318093169712065363,40.743839,-73.973503,,Entire home/apt,Murray Hill,Manhattan
1318093833438898841,40.7796854,-73.9826586,,Entire home/apt,Upper West Side,Manhattan
1314710618035612256,40.818711876847786,-73.9100792537728,,Private room,Longwood,Bronx
1314782090718692471,40.63465868386114,-73.96262146660875,,Private room,Flatbush,Brooklyn
1314854424760333152,40.831721114152614,-73.91529150076373,,Private room,Concourse Village,Bronx
1315204278316211714,40.590648907773534,-73.92846861936145,,Private room,Gerritsen Beach,Brooklyn
1315219656673389852,40.7612,-73.9653,,Entire home/apt,Upper East Side,Manhattan
1315236981168867835,40.764054180714304,-73.93741236319222,,Private room,Long Island City,Queens
1315244571825005083,40.757667,-73.9792477,,Entire home/apt,Midtown,Manhattan
1315244848480392300,40.7029128,-73.98349379999999,,Entire home/apt,Vinegar Hill,Brooklyn
1315245097183941787,40.7029128,-73.98349379999999,,Entire home/apt,Vinegar Hill,Brooklyn
1315245332784117997,40.7611007,-73.9977239,,Entire home/apt,Hell's Kitchen,Manhattan
1318096895366517194,40.7347326,-73.9896255,,Entire home/apt,Gramercy,Manhattan
1318097490457644770,40.735401,-74.0053843,,Entire home/apt,West Village,Manhattan
1318099975855322117,40.6822868,-73.9673744,,Entire home/apt,Clinton Hill,Brooklyn
1318100925635184764,40.7677253,-73.9915642,,Entire home/apt,Hell's Kitchen,Manhattan
1318101305923925752,40.7120455,-73.9533407,,Entire home/apt,Williamsburg,Brooklyn
1318106415889167101,40.76375,-73.96345,,Entire home/apt,Upper East Side,Manhattan
1318106721458004400,40.76375,-73.96345,,Entire home/apt,Upper East Side,Manhattan
1318107072746303605,40.744575,-73.9949274,,Entire home/apt,Chelsea,Manhattan
1318107673123469865,40.744575,-73.9949274,,Entire home/apt,Chelsea,Manhattan
1318109181447365540,40.7339499,-73.9895919,,Entire home/apt,East Village,Manhattan
1315270555120549266,40.69344,-73.97167,,Private room,Fort Greene,Brooklyn
1315319482276829241,40.67429786685657,-73.9405583518313,,Entire home/apt,Crown Heights,Brooklyn
1315334356691344405,40.7966948,-73.9622776,,Entire home/apt,Upper West Side,Manhattan
1315351635891305804,40.7742552,-73.9486898,,Entire home/apt,Upper East Side,Manhattan
1315425085449413508,40.76526,-73.92205,,Private room,Astoria,Queens
1315551894496105899,40.751668052318614,-73.98500356811806,,Entire home/apt,Midtown,Manhattan
1315565699104563323,40.65972,-73.73607,,Shared room,Rosedale,Queens
1315690915082664101,40.73480739306225,-73.95765946563989,,Entire home/apt,Greenpoint,Brooklyn
1315700102429260102,40.64470641729077,-73.96864224430816,,Entire home/apt,Flatbush,Brooklyn
1315872192558040243,40.7120455,-73.9533407,,Entire home/apt,Williamsburg,Brooklyn
1318110489094937046,40.7339499,-73.9895919,,Entire home/apt,East Village,Manhattan
1318111269155148362,40.743839,-73.973503,,Entire home/apt,Murray Hill,Manhattan
1318115225260395846,40.743839,-73.973503,,Entire home/apt,Murray Hill,Manhattan
1318117178298039673,40.7796854,-73.9826586,,Entire home/apt,Upper West Side,Manhattan
1318117481722272074,40.7563378,-73.98221699999999,,Entire home/apt,Midtown,Manhattan
1318117888252870752,40.7887221,-73.9709402,,Entire home/apt,Upper West Side,Manhattan
1318119411467040940,40.7647884,-73.98272279999999,,Entire home/apt,Midtown,Manhattan
1318120061606018916,40.76380959999999,-73.9634726,,Entire home/apt,Upper East Side,Manhattan
1318120409178071251,40.7341884,-73.9897163,,Entire home/apt,East Village,Manhattan
1318129134684263970,40.76375,-73.96345,,Entire home/apt,Upper East Side,Manhattan
1315878769422056009,40.7528697,-73.9961337,,Entire home/apt,Chelsea,Manhattan
1315924666207563599,40.6845511,-73.7469969,,Private room,Laurelton,Queens
1316013662675056464,40.7191366,-73.99476729999999,,Entire home/apt,Little Italy,Manhattan
1316046799962075466,40.758033446734,-73.90506857596215,,Private room,Astoria,Queens
1316175756064754999,40.7021786,-73.8986536,,Private room,Ridgewood,Queens
1316197866022645206,40.5792465203583,-73.84975232183933,,Entire home/apt,Belle Harbor,Queens
1316636724309429374,40.72675230000001,-74.0022862,,Entire home/apt,SoHo,Manhattan
1316947194693127310,40.68588,-73.84763,,Entire home/apt,Ozone Park,Queens
1317051361316531367,40.75602797492482,-73.99765636946539,,Entire home/apt,Hell's Kitchen,Manhattan
1317616791908523573,40.755028016254435,-73.99760727119835,,Entire home/apt,Hell's Kitchen,Manhattan
1318130342610189013,40.744575,-73.9949274,,Entire home/apt,Chelsea,Manhattan
1318131064354157312,40.7339499,-73.9895919,,Entire home/apt,East Village,Manhattan
1318131416468553829,40.7347326,-73.9896255,,Entire home/apt,Gramercy,Manhattan
1318131986416906805,40.7339499,-73.9895919,,Entire home/apt,East Village,Manhattan
1318132325655998843,40.744575,-73.9949274,,Entire home/apt,Chelsea,Manhattan
