السنة,الربع,الربع ,المنطقة,المدينة,الحي,نوع العقار,تصنيف العقار,عدد الصكوك ,قيمة الصفقات,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2025,1,الربع الأول,الرياض,الرياض,لبن,فيلا,سكني,5,11460000,1826.8,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,السليل,أخرى,فيلا,سكني,1,90000,257,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المحمدية,مبنى,تجاري,1,11750000,1000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,منفوحة,أخرى,أخرى,1,180000,97,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,السليل,أخرى,أخرى,أخرى,1,10000,164,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الشفاء,مبنى,تجاري,1,1725000,750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السليمانية,أرض,سكني,2,5000000,1225,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,الياسمين,أرض,تجاري,1,90000,688,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الروضة,مبنى,تجاري,1,6500000,1000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,أخرى,فيلا,سكني,3,258000,1363.96,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حريملاء,حي ج9,أرض,سكني,2,2250000,1260,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,سكيرينة,أرض,سكني,2,330000,441.79,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الصفاء,أرض,تجاري,3,26077225,6040.25,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصيف,أرض,سكني,1,1900000,750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الغنامية,أخرى,أخرى,1,200000,160,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,الصديق,أرض,تجاري,1,800000,704,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الإزدهار,دور,سكني,3,5049000,432.82,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العود,أرض,سكني,5,1080000,815.76,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,مشرفة,أرض,تجاري,1,1321750,1555,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,القطار,فيلا,سكني,1,116000,485.7,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,صياح,أرض,سكني,1,80000,100.2,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,منفوحة الجديدة,أرض,تجاري,1,500000,235.67,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الجزيرة,أرض,تجاري,1,1800000,484,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,القيروان,أرض,سكني,4,26668000,2452,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الدلم,أخرى,أخرى,أخرى,1,700000,304,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصفاة,أرض,تجاري,5,20530072,15604.06,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المحمدية,أرض,سكني,2,21999978,2310,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الحمراء,مبنى,تجاري,1,7000000,1128.75,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,البدع,أرض,زراعي,1,3900000,50000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,الفيصلية,دوبلكس,سكني,1,1112000,428.72,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,عرقة,أرض,سكني,4,5022656.41,1442.525,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المحمدية,أرض,تجاري,2,154459200,8275.2,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الندى,أرض,تجاري,1,45000000,1820,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,البرية,دور,سكني,4,2338637,649.03,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المرقب,أرض,تجاري,1,848000,137.46,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السلام,دور,سكني,1,1300000,218.91,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,الخالدية,أرض,سكني,2,350000,825.6,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,صياح,فيلا,سكني,1,700000,200,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,منفوحة الجديدة,أرض,تجاري,1,4062293.12,1031.39,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,أحد,أرض,سكني,2,1457000,955,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الفيصلية,أرض,سكني,3,4153000,1651,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الياسمين,دوبلكس,سكني,3,9300000,750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,عرقة,أرض,تجاري,1,6687500,625,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,النهضة,أخرى,أخرى,1,350000,400,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الفاروق,أخرى,أخرى,1,3225375,1372.5,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الرمال,أخرى,تجاري,1,3200000,965.64,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حوطة بني تميم,نتيقة,أخرى,أخرى,1,450000,246.77,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,قرطبة,أرض,سكني,1,2294516.45,411,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,قرطبة,مبنى,تجاري,3,37250000,3206,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المربع,فيلا,سكني,4,24221250,4065.52,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المنصورة,فيلا,سكني,2,2900000,962.5,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,البرية,شقة,سكني,1,700000,181.85,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الروضة,دوبلكس,سكني,1,1875000,300.78,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النزهة,فيلا,سكني,3,11844400,1843,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العليا,أخرى,سكني,3,29630000,3390,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الملك فهد,أرض,سكني,1,2000000,364.2,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العارض,أخرى,تجاري,1,5000000,540,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حريملاء,السد,أرض,سكني,4,2949325,1950.25,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المنار,أرض,تجاري,1,11700000,1800,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النسيم الغربي,أخرى,تجاري,1,580000,40,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الفيصلية/الدرعية,أرض,سكني,1,1250000,249.3,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المشاعل,فيلا,سكني,1,4048736,1265.23,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,إشبيلية,دور,سكني,2,2700000,620.92,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصيف,مبنى,تجاري,1,12600000,1050,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,اليمامة,أرض,سكني,2,1040968,1186,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,حطين,أخرى,سكني,2,240000000,20000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,اليمامة,أرض,تجاري,1,4300000,2101.89,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المرسلات,أرض,سكني,2,4450000,798,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الأندلس,فيلا,سكني,5,15013600,2877,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الشعلة,فيلا,سكني,1,430000,750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الروضة,مبنى,تجاري,2,20684000,2220,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الغاط,أخرى,أخرى,أخرى,1,92500,223.44,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المنار,شقة,سكني,5,4781699,636.3,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العريجاء,أرض,سكني,2,1331674,906.9,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السليمانية/الدرعية,أرض,تجاري,1,24753750,2829.46,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الفاروق,شقة,سكني,1,700000,106.64,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الدلم,أخرى,دور,سكني,1,1000,360,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,السلام,أرض,سكني,1,362790,906.28,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السويدي,أرض,تجاري,5,9696049.5,2906.46,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,السليل,أخرى,أرض,تجاري,1,700000,1256.51,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النسيم الشرقي,دوبلكس,سكني,1,1020000,240,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العلا,فيلا,سكني,2,1050000,1500,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصيف,مبنى,تجاري,2,19000000,1215,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الرمال,أخرى,أخرى,1,8625000,3750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الدريهمية,دوبلكس,سكني,1,1450000,344.3,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النسيم الشرقي,مبنى,تجاري,1,3000000,1000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الزهرة,دوبلكس,سكني,2,2375000,641.49,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السحاب,أرض,سكني,16,10435372,5226.86,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العريجاء الأوسط,فيلا,سكني,1,1000000,400,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المعذر,فيلا,سكني,4,15400152,1663.36,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,قرطبة,دور,سكني,3,4000000,826.98,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الشميسي,فيلا,سكني,3,6350000,862.23,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الفاروق,دوبلكس,سكني,2,3600000,420,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,منفوحة,أرض,تجاري,1,300000,116,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,البطحاء,عمارة,سكني,1,250000,296.7,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,عكاظ,أرض,تجاري,3,4049600,2230,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,مغرزات,شقة,سكني,5,7598799,672.31,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الضباط,أرض,سكني,3,10425000,1878.58,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النور,أرض,سكني,3,6223744,2823.1,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,اليرموك,دور,سكني,2,2850000,454.4,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الرحمانية,أرض,سكني,3,32400000,2700,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النهضة,مبنى,تجاري,1,4700000,750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,البرية,شقة,سكني,2,950000,224.36,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصانع,أرض,سكني,3,12489600,6520.35,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العماجية,أرض,تجاري,1,644332609,2369438.41,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,عفيف,أخرى,دوبلكس,سكني,1,5000,160.43,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الأندلس,فيلا,سكني,5,16370000,3240,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,الصديق,أرض,تجاري,2,940000,1401.12,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الريان,مبنى,تجاري,1,10000000,4500,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الملك عبدالله,فيلا,سكني,3,9470000,1000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,شقراء,الشفاء,شقة,سكني,1,50000,133.3,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,القيروان,دوبلكس,سكني,1,2500000,200,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المناخ,أرض,تجاري,2,39000000,12800,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حوطة بني تميم,السعودية,أرض,سكني,5,5000,1656.25,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الروابي,أرض,تجاري,1,5800000,750,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,الزاهر,أرض,تجاري,1,900000,600,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,اليمامة,شقة,سكني,1,250000,99.88,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,شقراء,أخرى,فيلا,سكني,1,100000,275.55,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,السيح,أرض,سكني,1,200000,627.56,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الدار البيضاء,أرض,تجاري,4,17863975,7255.94,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الملك فهد,أرض,تجاري,5,115894738,8295,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المشاعل,فيلا,سكني,5,20280000,8602.7,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الشهداء,فيلا,سكني,2,6715550,754,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المحمدية,أخرى,سكني,1,12600000,1050,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,ظهرة البديعة,شقة,سكني,1,860000,207.45,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,جرير,فيلا,سكني,5,8550000,1550,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصانع,أرض,تجاري,1,3360000,1200,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,ضاحية نمار,فيلا,سكني,5,4814000,2920.37,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المروة,مبنى,تجاري,1,1200000,1000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الروابي,دور,سكني,2,2510000,344.42,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حوطة بني تميم,التضامن,أرض,سكني,2,164708,865.9,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العمل,فيلا,سكني,1,3000000,250,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المربع,دور,سكني,1,1999000,209.52,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حريملاء,الحزم,شقة,سكني,2,630000,211,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصانع,أرض,تجاري,2,5708779.96,3278.798,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,عتيقة,أخرى,أخرى,1,350000,18.17,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الحريق,أخرى,أرض,زراعي,2,502227.5,638000,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الصفاء,دوبلكس,سكني,2,5210000,557.92,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,جرير,مبنى,تجاري,1,3000000,600,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العمل,أخرى,أخرى,2,350000,67.18,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الملك فهد,أرض,سكني,1,2500000,420,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,البيان,أرض,تجاري,5,43944299.6,15383.28,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النخيل,أرض,تجاري,2,164666507,6030,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السويدي الغربي,شقة,سكني,3,2545000,577.13,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العقيق,أرض,تجاري,1,110250000,3150,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العوالي,مبنى,تجاري,1,10577750,1332.5,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,عرقة,شقة,سكني,1,1450000,112.44,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الوشام,أرض,سكني,1,700000,148.02,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,البديع,أخرى,أرض,سكني,1,10000,540,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النسيم الغربي,دور,سكني,2,1706207,432.2,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,مشرف,شقة,سكني,4,1545000,1062.85,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,ظهرة البديعة,دور,سكني,2,1900000,376.36,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النظيم,دور,سكني,1,1200000,182.89,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصانع,أرض,تجاري,4,29810000,10474.66,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,حطين,أرض,سكني,1,147000,625,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حوطة بني تميم,الورود,أرض,سكني,4,2847797,2510.5,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الغاط,غرناطة,أرض,سكني,2,728463,1221.25,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حريملاء,حي ج9,أرض,تجاري,1,900000,660,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,الفيصلية,دور,سكني,2,639895.3,426.65,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المنصورية,مبنى,تجاري,1,11078712.08,4400,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,سدرة,أرض,تجاري,1,3300000,400,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المصيف,أخرى,أخرى,1,790000,51.78,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حوطة بني تميم,الورود,أرض,سكني,5,2453602,3287.5,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,إشبيلية,أرض,تجاري,1,29403800,3722,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الجنادرية,مبنى,تجاري,1,1500000,783,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الفلاح,فيلا,سكني,3,10450000,1175,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,التعاون,دور,سكني,1,1400000,178.26,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الروضة,أرض,تجاري,3,9630217,1640,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,البرية,أرض,تجاري,1,820000,660,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,علقة,أرض,تجاري,1,446600,1276,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الوادي,شقة,سكني,4,3880000,340.7,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المشاعل,أرض,سكني,3,12709713,6211.01,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الربوة,مبنى,تجاري,1,4000000,1450,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,القدس,دوبلكس,سكني,1,2600000,250,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الندى,أرض,سكني,3,17852800,3135,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الصفاء,دور,سكني,5,6209998,841.03,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الجرادية,أرض,تجاري,1,2500000,556.6,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الجنادرية,مبنى,تجاري,1,1800000,600,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العارض,أخرى,سكني,1,2650000,318,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,طويق,مبنى,تجاري,2,4260000,1300,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,نمار,دور,سكني,3,2564000,639.84,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,شقراء,الصفراء,أرض,سكني,1,440000,415,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,اليرموك,أرض,سكني,1,185000,329,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الزلفي,أخرى,دوبلكس,سكني,1,90000,200.3,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الدلم,أخرى,شقة,سكني,1,578000,269.6,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الريان,أخرى,سكني,1,8750000,1250,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الحائر,أرض,تجاري,3,86501739,2088339.13,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,العود,دوبلكس,سكني,1,1090392,225,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,حريملاء,أخرى,أرض,تجاري,1,850000,325,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الغاط,المستقبل,أرض,سكني,1,160000,769.4,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,النسيم الغربي,أخرى,تجاري,1,3200000,875,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,لبن,مبنى,تجاري,1,9000000,900,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المروج,أرض,سكني,1,2268000,324,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,مغرزات,فيلا,سكني,1,4300000,375,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,جرير,فيلا,سكني,4,10018000,1801.36,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,الملقا,أخرى,سكني,1,2000000,200,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المحمدية,أرض,سكني,5,20715600,2382,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,السليمانية,أرض,تجاري,3,108489000,7731.37,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الخرج,الملقا,دور,سكني,1,380000,249.82,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,سلطانة,عمارة,سكني,1,900000,119.75,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المروج,مبنى,تجاري,2,16200000,1282.4,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,ثليم,عمارة,سكني,1,850000,111,NULL,NULL,NULL
2025,1,الربع الأول,الرياض,الرياض,المعذر,فيلا,سكني,2,3700000,300,NULL,NULL,NULL
