latitude,longitude,name
24.816507,46.7013293,
24.8169441,46.7023749,
24.762293,46.7358141,حديقة المعالم
24.6876989,46.6244899,Al Ghata Garden
24.7352137,46.6462564,
24.7386053,46.7521391,
24.7136094,46.611335,
24.7512444,46.7496919,
24.7644632,46.7061415,
24.7630101,46.7050828,حديقة العلا
24.7488441,46.6429588,
24.7764565,46.7124613,
24.755529,46.6987324,
24.7630686,46.6964984,حديقة البطين
24.6484107,46.7216048,حديقة عمر بن الخطاب
24.6447865,46.7224637,حديقة العمل
24.5517573,46.911817,
24.5528979,46.9110593,
24.5528235,46.9121764,
24.5524997,46.9125316,
24.5527567,46.909475,
24.8298615,46.7395767,
24.6031316,46.6222731,
24.7598637,46.6552146,
24.8002008,46.6347203,حديقة الصحافة الثانية
24.6554298,46.5714055,حديقة ظهرة لبن
24.8390319,46.5913092,
24.6084164,46.7131245,حديقة الأعشى
24.7496586,46.5749027,
24.7390819,46.5741353,
24.7463835,46.581041,
24.7479958,46.5781281,
24.7478807,46.5811363,Neighborhood park
24.7333214,46.5796068,
24.7326814,46.5768409,
24.7351333,46.5769913,
24.7086135,46.5753244,
24.7068228,46.578173,
24.7080189,46.5834487,
24.7074974,46.5835667,
24.7084123,46.5826831,
24.7088551,46.582757,
24.7089749,46.5833999,
24.7084956,46.5833837,
24.706863,46.5818362,
24.7075592,46.5847318,
24.7471044,46.6494671,
24.9142449,46.4445147,
24.5630559,46.501716,
24.7724031,46.8548035,
24.8250119,46.8318216,
24.8326673,46.8349595,
24.8563476,46.6505294,Al-Narjes Park
24.7227176,46.7196601,حديقة الملك سلمان
24.6169258,46.7363446,
24.7400887,46.6019389,حديقة النخيل
24.6139527,46.7205477,
24.630004,46.7049199,
24.9860276,46.7861259,
24.9859344,46.7639228,
24.9898319,46.76374,
24.6635125,46.9269165,
24.9040135,46.9362839,
24.8684285,46.8860636,
24.779809,46.8353169,
24.8087051,46.8489154,
25.0615763,46.682543,
25.0611686,46.6838647,
25.06326,46.6828077,
24.9304656,46.3663123,
24.6954034,46.6040395,
24.5832774,46.6069521,
24.7441817,46.7201983,
24.7844656,46.6482375,
24.8212265,46.679874,حديقة النرجس
24.8247919,46.6687098,حديقة النرجس
24.6796808,46.8029934,AlFayha Park
24.8554068,46.5833502,
24.8661995,46.5722775,
24.865664,46.5714035,
24.8664829,46.5707801,
24.8670244,46.5716522,
24.8642789,46.5736198,
24.8648853,46.5724555,
24.893657,46.5301163,
24.8468734,46.7349539,
24.7624499,46.7099667,
24.8308009,46.664945,حديقة النرجس
24.6917739,46.7140369,
24.7779798,46.8025207,
24.7779704,46.8031153,
24.7776732,46.8024845,
24.7799056,46.8036161,
24.4692244,46.9865883,
24.4484389,47.0062959,
24.7240625,46.6465813,
24.7241552,46.6466101,
24.7243048,46.6466108,
24.7239022,46.646338,
24.7240302,46.6463447,
24.7242443,46.6466042,
24.7239884,46.6464571,
24.7241612,46.6467416,
24.7241529,46.6466598,
24.8011995,46.7118019,
24.8440747,46.7344854,
24.8440996,46.7343669,
24.8438824,46.7342586,
24.8438448,46.7343964,
24.8436605,46.7343462,
24.8436714,46.7341897,
24.8433969,46.7341792,
24.8433634,46.7342736,
24.842793,46.7338725,
24.8426459,46.7338174,
24.8425559,46.7339525,
24.8424275,46.7337401,
24.8422742,46.7338524,
24.8422744,46.7336756,
24.8407913,46.7330077,
24.8406901,46.7331794,
24.840409,46.7328824,
24.8403357,46.7330498,
24.8401932,46.7329818,
24.8401777,46.7328434,
24.8394527,46.7325433,
24.8395011,46.7327279,
24.8396287,46.7326172,
24.8393571,46.7326478,
24.8392453,46.7325868,
24.8392514,46.7324304,
24.8404155,46.7331971,
24.8428679,46.7341546,
24.842732,46.7341074,
24.8422765,46.7339424,
24.7705928,46.6044994,
24.7069105,46.6720391,
24.7050202,46.6702583,
24.7073155,46.6834244,حديقه العقاريه
24.6771323,46.7004709,
24.674841,46.7016541,
24.6749676,46.7015643,
24.6756901,46.7012239,
24.7005839,46.6794232,
24.6798269,46.6956392,
24.6908725,46.6983694,
24.8250362,46.6468944,
24.8096399,46.6672121,
24.815999,46.6304583,
24.8168261,46.6300322,
24.6758546,46.7312649,
24.8206717,46.6362914,
24.8201661,46.6599875,
24.6843972,46.7292161,
24.676847,46.7373164,
24.684151,46.7445814,الجبل
24.67123,46.7470255,حديقة الكرامة
24.6707941,46.7502006,
24.6840888,46.7197869,
24.6805046,46.749436,منتزة جرير
24.6804184,46.6694344,
24.696898,46.7401376,
24.697096,46.7400985,
24.6998516,46.6623898,حديقة المعذر الشمالي
24.684947,46.738118,
24.7014844,46.6600189,ملعب اطفال المعذر الشمالي الرابع
24.6972984,46.6600255,
24.6931551,46.7470406,
24.7054099,46.7091195,
24.6885397,46.738586,حديقة الثمار
24.7265475,46.68438,حديقة البراعم
24.7269896,46.6819764,حديقة الأجيال
24.7316973,46.6811469,حديقة الأغصان
24.7291878,46.6816985,حديقة السنبلة
24.6915263,46.7367282,حديقة القرنفل
24.7041846,46.6999676,
24.7143955,46.6644529,حديقة الرحمانية
24.6980448,46.6986741,حديقة الجوزاء
24.7322847,46.679469,حديقة الأنوار
24.716339,46.6937506,
24.7223358,46.6864748,Children’s recreation park
24.7202988,46.6840121,صورة ملعب أطفال حي الورود الأول
24.6849308,46.7473995,
24.6857895,46.7479835,
24.7201209,46.6846499,ملعب أطفال حي الورود الثالث park
24.7270858,46.6772161,ملعب الورود السادس
24.7399518,46.68653,
24.7377927,46.654294,حديقة المحمدية
24.7976868,46.6019835,
24.7587122,46.7003902,حديقة النزهه الثانية
24.7338096,46.6744577,حديقة الملك فهد
24.7243505,46.678306,
24.7604659,46.6971176,حديقة التسامح
24.7930712,46.5919224,
24.7655519,46.7095222,حديقة النزهة الثالثة
24.7611043,46.7143337,
24.7377469,46.6783242,
24.7356843,46.6791381,
24.7370748,46.6765808,
24.7542149,46.7151142,حديقة الأراك
24.7602288,46.7129832,
24.775703,46.6930222,
24.7353278,46.6696422,
24.7636443,46.6585633,
24.7499597,46.7021014,
24.7592603,46.6600001,
24.7456849,46.6378638,
24.7741441,46.6830197,
24.7491384,46.7101322,
24.7638301,46.673035,حديقة المصيف
24.7430021,46.664795,حديقة المرام
24.7638648,46.6882367,ملعب أطفال حي المصيف
24.7557709,46.6956563,حديقة المرح
24.753274,46.6376624,
