district_ar,district_lat,district_lon,year,quarter,quarter_id,typecategoryar,deed_counts,region_ar,city_ar,sale_price_sar_sqm,is_apartment,is_villa,is_residential_plot,is_building,dist_metro_m,log_dist_metro_m,metro_stations_1km,nearest_metro_line_num,nearest_metro_type_cd,dist_metro_line1_m,dist_bus_m,log_dist_bus_m,bus_stops_500m,brt_stops_500m,dist_major_intersection_m,log_dist_intersection_m,intersections_1km,intersections_500m,commercial_count_1km,commercial_density_score,district_commercial_count,district_commercial_mix,hypermarket_count_1km,supermarket_count_1km,bank_count_1km,restaurant_count_1km,hotel_count_1km,gas_station_count_1km,commercial_complex_count_1km,dist_mosque_m,dist_mall_m,dist_school_m,dist_hospital_m,dist_park_m,dist_entertain_m,dist_pharmacy_m,dist_gym_m,dist_coffee_m,dist_clinic_m,dist_university_m,dist_supermarket_m,dist_cinema_m,dist_sports_m,dist_restaurant_m,dist_pool_m,dist_atm_m,dist_stadium_m,dist_library_m,dist_police_m,log_dist_mosque_m,log_dist_mall_m,log_dist_school_m,log_dist_hospital_m,log_dist_park_m,log_dist_entertain_m,log_dist_pharmacy_m,log_dist_gym_m,log_dist_coffee_m,log_dist_clinic_m,log_dist_university_m,log_dist_supermarket_m,log_dist_cinema_m,log_dist_sports_m,log_dist_restaurant_m,log_dist_pool_m,log_dist_atm_m,log_dist_stadium_m,log_dist_library_m,log_dist_police_m,mosque_count_500m,mall_count_500m,school_count_500m,hospital_count_500m,park_count_500m,entertain_count_500m,pharmacy_count_500m,gym_count_500m,coffee_count_500m,clinic_count_500m,university_count_500m,supermarket_count_500m,cinema_count_500m,sports_count_500m,restaurant_count_500m,pool_count_500m,atm_count_500m,stadium_count_500m,library_count_500m,police_count_500m,no2_nearest_mean,so2_nearest_mean,pm10_nearest_mean,o3_nearest_mean,dist_air_station_m,air_quality_score,rei_residential_qtr_idx,rei_apt_idx,rei_yoy_change,rei_qoq_change,avg_saudi_salary_yr,salary_yoy_change,district_median_price_sqm,district_transaction_volume,district_price_vs_city_avg,district_price_trend_slope,district_median_price_apt_sqm,district_encoded,district_type_encoded,district_apt_encoded,district_recent_encoded,district_apt_recent_encoded,sale_year,sale_quarter,sale_quarter_sin,sale_quarter_cos,log_deed_count,riyadh_connectivity_score,haraj_listing_count,haraj_median_psqm,haraj_p25_psqm,haraj_p75_psqm,haraj_iqr_psqm,haraj_asking_premium,aqar_median_size_sqm,aqar_median_bedrooms,aqar_median_property_age,aqar_rent_per_sqm,bayut_apt_median_area_sqm,bayut_plot_median_area_sqm,bayut_villa_median_area_sqm,bayut_apt_median_rooms,bayut_plot_median_rooms,bayut_villa_median_rooms,bayut_apt_median_psqm,bayut_plot_median_psqm,bayut_villa_median_psqm,haraj_apt_area_sqm,haraj_plot_area_sqm,haraj_villa_area_sqm,haraj_apt_age_yr,haraj_plot_age_yr,haraj_villa_age_yr
المرسلات,24.750389706923077,46.68817463384615,2023,3,20233,شقة,7,منطقة الرياض,الرياض,10136.276607,1,0,0,0,1296.4802108664385,7.168179363183032,0,2,2,3145.745115354302,796.0926556105917,6.680970927504328,0,0,1221.9583351889107,7.109028067395416,0,0,7,5,13,6,0,1,1,0,2,2,0,273.5196888613739,762.8484664064384,2204.161891360025,1304.443227265383,526.8863442317795,1362.024977856315,865.6106359227299,3660.291629207001,808.4627175512421,1977.5683774150923,829.8558753873165,790.968808126172,1845.3517034671395,2896.2946381787397,526.332863931459,1262.1393795317915,1073.409615730761,5898.998170754646,815.3362288096699,3330.747959770411,5.615022984648323,6.638369427094116,7.698556205303746,7.1742978998442,6.268881003398337,7.2174617571752195,6.764589782393118,8.205571268294305,6.696370715912838,7.590128820458307,6.722456344660182,6.674522007359792,7.520966918837328,7.971532697181408,6.267831969516474,7.141355472185549,6.979526595030074,8.682707319852177,6.704826315206723,8.111252358099902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.5810971634787,1.5811714430537405,155.90446482803875,21.998945548342352,2082.348859525933,53.13909149306715,-0.9,-2.2,-2.8,-1.75,7195.681772727273,0.0889078829942626,3346.773085,36.0,0.1529233481235765,102.54581805891031,8787.4836115,8.18700590308736,9.092426305987354,9.092426305987354,8.804798932104159,9.127583535747153,2023,3,-1.0,-1.8369701987210294e-16,2.0794415416798357,4.210161167372193,,,,,,,485.0,5.0,24.0,283.1196581196581,174.0,603.0,312.0,3.0,0.0,4.0,10924.0,8006.0,11378.0,130.1975,599.95,624.0,0.0,,0.0
المرسلات,24.750389706923077,46.68817463384615,2022,4,20224,شقة,11,منطقة الرياض,الرياض,7997.062603,1,0,0,0,1296.4802108664385,7.168179363183032,0,2,2,3145.745115354302,796.0926556105917,6.680970927504328,0,0,1221.9583351889107,7.109028067395416,0,0,7,5,13,6,0,1,1,0,2,2,0,273.5196888613739,762.8484664064384,2204.161891360025,1304.443227265383,526.8863442317795,1362.024977856315,865.6106359227299,3660.291629207001,808.4627175512421,1977.5683774150923,829.8558753873165,790.968808126172,1845.3517034671395,2896.2946381787397,526.332863931459,1262.1393795317915,1073.409615730761,5898.998170754646,815.3362288096699,3330.747959770411,5.615022984648323,6.638369427094116,7.698556205303746,7.1742978998442,6.268881003398337,7.2174617571752195,6.764589782393118,8.205571268294305,6.696370715912838,7.590128820458307,6.722456344660182,6.674522007359792,7.520966918837328,7.971532697181408,6.267831969516474,7.141355472185549,6.979526595030074,8.682707319852177,6.704826315206723,8.111252358099902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.5810971634787,1.5811714430537405,155.90446482803875,21.998945548342352,2082.348859525933,53.13909149306715,98.18,12.4,30.670967741935485,9.121649484536084,7195.681772727273,0.0889078829942626,3346.773085,36.0,0.1529233481235765,102.54581805891031,8787.4836115,8.18700590308736,9.092426305987354,9.092426305987354,8.804798932104159,9.127583535747153,2022,4,-2.4492935982947064e-16,1.0,2.4849066497880004,4.210161167372193,,,,,,,485.0,5.0,24.0,283.1196581196581,174.0,603.0,312.0,3.0,0.0,4.0,10924.0,8006.0,11378.0,130.1975,599.95,624.0,0.0,,0.0
السليمانية,24.697606000909097,46.701951201818176,2021,4,20214,شقة,31,منطقة الرياض,الرياض,5035.04193,1,0,0,0,1466.2851192435276,7.291169114570996,0,5,4,1842.086158260398,334.65774679741884,5.816092030104773,4,0,172.14890898894052,5.15415196986953,5,1,16,13,44,10,0,3,2,2,3,1,0,472.6641943377293,5.482100901768229,791.3613305632083,1095.852499088119,367.0046929912903,1755.8252532526938,182.74331375776796,3217.454423570324,321.07272716751754,2152.3895816838303,3788.2636477044975,5.482100901768229,3285.0637148348287,1206.6846052941623,217.59753117131888,106.82030615017824,789.6576285627069,1507.8319929317404,2172.2973711143763,1048.1391454092864,6.160498619860962,1.869044671054267,6.67501751323383,7.000199992791965,5.90809569078134,7.471263625786519,5.21353974971807,8.076656530625069,5.774777380810393,7.674798429292375,8.239926990995455,1.869044671054267,8.097445688194636,7.09646025607262,5.387232281860359,4.680466009475792,6.672865040392654,7.3190911158774385,7.6840008190824225,6.9557252453663425,1,1,0,0,1,0,1,0,1,0,0,2,0,0,6,5,0,0,0,0,17.914127250278884,2.456102543580255,100.95732011957035,18.12798257557798,1393.0881150489108,67.9675015423428,3.8,88.61,-0.953861097620204,-0.957546642833203,6608.163909090909,0.0934250364776847,4397.868992,48.0,0.5150133319736252,53.7523598348028,5062.419786500001,8.29461891623235,8.577431133699658,8.57743113369966,8.627720611320747,7.864549679588488,2021,4,-2.4492935982947064e-16,1.0,3.4657359027997265,17.050540410344023,,,,,,,300.0,4.0,10.0,306.25,162.0,425.0,450.0,3.0,0.0,5.0,10635.0,8005.0,9336.0,130.1975,500.0,400.0,0.0,,0.0
الشهداء,24.7872024325,46.73534407,2022,3,20223,شقة,23,منطقة الرياض,الرياض,7479.921898,1,0,0,0,671.9827939777202,6.511719763162961,1,6,1,9655.669096780204,180.98651356441144,5.203932583036716,5,0,190.2804714621668,5.253740787922057,4,2,10,10,12,6,1,0,0,0,7,1,1,467.1364290730782,710.5176835255929,441.6833316895598,290.5058008899711,511.99551825714786,708.4464154855792,1456.3409814483905,3424.621219212703,903.6932176513776,1204.7610922307997,816.3914577365406,710.5176835255929,823.6440593802588,3577.1273109303784,727.2393036824723,816.7914438909696,879.9657829488172,4122.265874456879,5490.626286599514,8311.877944380089,6.148759768548787,6.567400271086962,6.092854687548709,5.675059905729664,6.240267108791765,6.56448496941477,7.284368808634944,8.13903811212167,6.8075959002106,7.094866258351759,6.70611812054528,6.567400271086962,6.714951850060851,8.182594845026035,6.590629708031675,6.7066073455267885,6.781018786304311,8.32440081630736,8.610979717704309,9.025561150923613,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.315322298306956,10.331957745037878,95.5562606100668,18.274572239319685,3767.5080536316514,44.50009692456608,14.3,16.5,-0.8504966021955045,3.612903225806452,7195.681772727273,0.0889078829942626,2931.466355,22.0,0.0098551407820399,92.33134842340176,6353.5979135,8.14348433674825,8.664591700268359,8.664591700268359,7.864549679588488,7.864549679588488,2022,3,-1.0,-1.8369701987210294e-16,3.1780538303479458,20.15996649979619,,,,,,,300.0,5.0,10.5,233.33333333333334,142.0,575.0,312.0,3.0,0.0,5.0,10526.0,7250.0,8814.0,130.1975,599.95,875.0,0.0,,0.0
الشهداء,24.7872024325,46.73534407,2021,4,20214,شقة,20,منطقة الرياض,الرياض,5643.787466,1,0,0,0,671.9827939777202,6.511719763162961,1,6,1,9655.669096780204,180.98651356441144,5.203932583036716,5,0,190.2804714621668,5.253740787922057,4,2,10,10,12,6,1,0,0,0,7,1,1,467.1364290730782,710.5176835255929,441.6833316895598,290.5058008899711,511.99551825714786,708.4464154855792,1456.3409814483905,3424.621219212703,903.6932176513776,1204.7610922307997,816.3914577365406,710.5176835255929,823.6440593802588,3577.1273109303784,727.2393036824723,816.7914438909696,879.9657829488172,4122.265874456879,5490.626286599514,8311.877944380089,6.148759768548787,6.567400271086962,6.092854687548709,5.675059905729664,6.240267108791765,6.56448496941477,7.284368808634944,8.13903811212167,6.8075959002106,7.094866258351759,6.70611812054528,6.567400271086962,6.714951850060851,8.182594845026035,6.590629708031675,6.7066073455267885,6.781018786304311,8.32440081630736,8.610979717704309,9.025561150923613,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.315322298306956,10.331957745037878,95.5562606100668,18.274572239319685,3767.5080536316514,44.50009692456608,3.8,88.61,-0.953861097620204,-0.957546642833203,6608.163909090909,0.0934250364776847,2931.466355,22.0,0.0098551407820399,92.33134842340176,6353.5979135,8.14348433674825,8.664591700268359,8.664591700268359,7.864549679588488,7.864549679588488,2021,4,-2.4492935982947064e-16,1.0,3.044522437723423,20.15996649979619,,,,,,,300.0,5.0,10.5,233.33333333333334,142.0,575.0,312.0,3.0,0.0,5.0,10526.0,7250.0,8814.0,130.1975,599.95,875.0,0.0,,0.0
الشهداء,24.7872024325,46.73534407,2021,1,20211,شقة,6,منطقة الرياض,الرياض,4125.618239,1,0,0,0,671.9827939777202,6.511719763162961,1,6,1,9655.669096780204,180.98651356441144,5.203932583036716,5,0,190.2804714621668,5.253740787922057,4,2,10,10,12,6,1,0,0,0,7,1,1,467.1364290730782,710.5176835255929,441.6833316895598,290.5058008899711,511.99551825714786,708.4464154855792,1456.3409814483905,3424.621219212703,903.6932176513776,1204.7610922307997,816.3914577365406,710.5176835255929,823.6440593802588,3577.1273109303784,727.2393036824723,816.7914438909696,879.9657829488172,4122.265874456879,5490.626286599514,8311.877944380089,6.148759768548787,6.567400271086962,6.092854687548709,5.675059905729664,6.240267108791765,6.56448496941477,7.284368808634944,8.13903811212167,6.8075959002106,7.094866258351759,6.70611812054528,6.567400271086962,6.714951850060851,8.182594845026035,6.590629708031675,6.7066073455267885,6.781018786304311,8.32440081630736,8.610979717704309,9.025561150923613,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.315322298306956,10.331957745037878,95.5562606100668,18.274572239319685,3767.5080536316514,44.50009692456608,80.78,82.74,0.0,0.0,6608.163909090909,0.0934250364776847,2931.466355,22.0,0.0098551407820399,92.33134842340176,6353.5979135,8.14348433674825,8.664591700268359,8.664591700268359,7.864549679588488,7.864549679588488,2021,1,1.0,6.123233995736766e-17,1.9459101490553132,20.15996649979619,,,,,,,300.0,5.0,10.5,233.33333333333334,142.0,575.0,312.0,3.0,0.0,5.0,10526.0,7250.0,8814.0,130.1975,599.95,875.0,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2023,2,20232,شقة,48,منطقة الرياض,الرياض,5659.419054,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,5.3,0.2,1.5238095238095235,9.6,7195.681772727273,0.0889078829942626,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2023,2,1.2246467991473532e-16,-1.0,3.8918202981106265,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2022,3,20223,شقة,147,منطقة الرياض,الرياض,5208.831142,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,14.3,16.5,-0.8504966021955045,3.612903225806452,7195.681772727273,0.0889078829942626,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2022,3,-1.0,-1.8369701987210294e-16,4.997212273764115,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2021,4,20214,شقة,49,منطقة الرياض,الرياض,4017.162526,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,3.8,88.61,-0.953861097620204,-0.957546642833203,6608.163909090909,0.0934250364776847,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2021,4,-2.4492935982947064e-16,1.0,3.912023005428146,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2021,1,20211,شقة,62,منطقة الرياض,الرياض,3056.516608,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,80.78,82.74,0.0,0.0,6608.163909090909,0.0934250364776847,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2021,1,1.0,6.123233995736766e-17,4.143134726391533,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2021,2,20212,شقة,101,منطقة الرياض,الرياض,3565.318362,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,82.36,82.92,0.0,40.18,6608.163909090909,0.0934250364776847,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2021,2,1.2246467991473532e-16,-1.0,4.624972813284271,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2020,3,20203,شقة,44,منطقة الرياض,الرياض,3123.928622,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,80.78,80.78,0.0,0.0,6043.545454545455,-0.0491484440559865,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2020,3,-1.0,-1.8369701987210294e-16,3.80666248977032,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2019,4,20194,شقة,47,منطقة الرياض,الرياض,3033.348627,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,80.78,80.78,0.0,0.0,6355.929499999999,-0.0268879671607374,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2019,4,-2.4492935982947064e-16,1.0,3.871201010907891,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2019,1,20191,شقة,42,منطقة الرياض,الرياض,2656.689401,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,80.78,80.78,0.0,0.0,6355.929499999999,-0.0268879671607374,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2019,1,1.0,6.123233995736766e-17,3.7612001156935624,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
اليرموك,24.808568810312497,46.78231764687501,2019,2,20192,شقة,27,منطقة الرياض,الرياض,2684.00635,1,0,0,0,2627.6041987075455,7.874208261363663,0,6,1,15372.05737429216,52.990780511424184,3.9888133007181095,4,0,285.4490486558845,5.657560679696635,1,1,5,2,32,8,0,1,0,0,0,4,0,338.8835243326727,338.5260450066473,733.062260364348,965.5037789046952,502.7366938545624,2119.086367757373,376.15638569425033,997.206242656247,1341.8687228452332,1293.4201443798736,6086.531006454325,338.5260450066473,6481.2565144409145,7013.593430370861,244.7245174864676,594.54845481356,1229.229646592227,6687.534287101021,250.71167325237428,8286.555986531592,5.82860298342568,5.827550659834294,6.598593848401886,6.873685208526614,6.2220536987275405,7.659212106344421,5.932659917600691,6.905959910929244,7.2025634425609875,7.165818108899348,8.713997860840596,5.827550659834294,8.776823956266362,8.855748033675349,5.504211060818524,6.3894827537698715,7.114956135485865,8.808150038999099,5.528284278707395,9.022510390010556,2,8,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,24.40280455031157,10.214344732940647,94.6578112423243,18.59694289697191,5236.514318387777,44.583006577331886,80.78,80.78,0.0,0.0,6355.929499999999,-0.0268879671607374,3173.042031,69.0,0.0930750753654257,43.95032370986497,3173.042031,8.138573045607975,8.192635254213778,8.192635254213776,8.442619716837122,8.612228005508547,2019,2,1.2246467991473532e-16,-1.0,3.332204510175204,8.781649368293179,29.0,6330.45,5600.53,8366.85,2766.3200000000006,1.5270079574152895,313.0,5.0,8.0,216.66666666666666,153.0,650.0,359.0,3.0,0.0,4.5,6564.0,6650.0,7031.0,189.56,537.5,343.75,0.0,,0.0
